Character	Role	Event	Context
Louisa Musgrove	agent	received	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	got	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	changed	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	taken	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	bathed	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	joined	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	bathed	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	gone	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	gone	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	were	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	agent	improved	As Louisa improved , he had improved , and he was now quite a different creature from what he had been the first week . 
Louisa Musgrove	agent	recovering	Louisa was now recovering apace . 
Louisa Musgrove	agent	returned	The Harvilles had promised to come with her and stay at Uppercross , whenever she returned . 
Louisa Musgrove	agent	recovering	It was three weeks since she had heard at all . She only knew that Henrietta was at home again ; and that Louisa , though considered to be recovering fast , was still in Lyme ; and she was thinking of them all very intently one evening , when a thicker letter than usual from Mary was delivered to her ; and , to quicken the pleasure and surprise , with Admiral and Mrs Croft 's compliments . 
Louisa Musgrove	agent	mean	Does she never mean to go away ? But perhaps if she were to leave the room vacant , we might not be invited . Let me know what you think of this . 
Louisa Musgrove	agent	came	She and the Harvilles came on Tuesday very safely , and in the evening we went to ask her how she did , when we were rather surprised not to find 
Louisa Musgrove	agent	went	She and the Harvilles came on Tuesday very safely , and in the evening we went to ask her how she did , when we were rather surprised not to find 
Louisa Musgrove	agent	did	She and the Harvilles came on Tuesday very safely , and in the evening we went to ask her how she did , when we were rather surprised not to find 
Louisa Musgrove	agent	came	as well as the Harvilles ; and what do you think was the reason ? Neither more nor less than his being in love with Louisa , and not choosing to venture to Uppercross till he had had an answer from Mr Musgrove ; for it was all settled between him and her before she came away , and he had written to her father by Captain Harville . True , upon my honour ! 
Louisa Musgrove	agent	written	as well as the Harvilles ; and what do you think was the reason ? Neither more nor less than his being in love with Louisa , and not choosing to venture to Uppercross till he had had an answer from Mr Musgrove ; for it was all settled between him and her before she came away , and he had written to her father by Captain Harville . True , upon my honour ! 
Louisa Musgrove	agent	knew	Mrs Musgrove protests solemnly that she knew nothing of the matter . We are all very well pleased , however , for though it is not equal to her marrying Captain Wentworth , it is infinitely better than Charles Hayter ; and Mr Musgrove has written his consent , and Captain Benwick is expected to - day 
Louisa Musgrove	agent	endure	She could not endure the idea of treachery or levity , or anything akin to ill usage between him and his friend . 
Louisa Musgrove	agent	endure	She could not endure that such a friendship as theirs should be severed unfairly . Captain Benwick and Louisa Musgrove ! The high - spirited , joyous - talking Louisa Musgrove , and the dejected , thinking , feeling , reading , Captain Benwick , seemed each of them everything that would not suit the other . 
Louisa Musgrove	agent	seemed	She could not endure that such a friendship as theirs should be severed unfairly . Captain Benwick and Louisa Musgrove ! The high - spirited , joyous - talking Louisa Musgrove , and the dejected , thinking , feeling , reading , Captain Benwick , seemed each of them everything that would not suit the other . 
Louisa Musgrove	agent	mean	She did not mean , however , to derive much more from it to gratify her vanity , than Mary might have allowed . She was persuaded that any tolerably pleasing young woman who had listened and seemed to feel for him would have received the same compliment . 
Louisa Musgrove	agent	persuaded	She did not mean , however , to derive much more from it to gratify her vanity , than Mary might have allowed . She was persuaded that any tolerably pleasing young woman who had listened and seemed to feel for him would have received the same compliment . 
Louisa Musgrove	agent	saw	She saw no reason against their being happy . 
Louisa Musgrove	agent	had	Louisa had fine naval fervour to begin with , and they would soon grow more alike . 
Louisa Musgrove	agent	grow	Louisa had fine naval fervour to begin with , and they would soon grow more alike . 
Louisa Musgrove	agent	learn	He would gain cheerfulness , and she would learn to be an enthusiast for Scott and Lord Byron ; nay , that was probably learnt already ; of course they had fallen in love over poetry . 
Louisa Musgrove	agent	had	and sentimental reflection was amusing , but she had no doubt of its being so . 
Louisa Musgrove	agent	changed	Time had changed him , or Louisa had changed him . 
Louisa Musgrove	agent	preferring	He is a clever man , a reading man ; and I confess , that I do consider his attaching himself to her with some surprise . Had it been the effect of gratitude , had he learnt to love her , because he believed her to be preferring him , it would have been another thing . But I have no reason to suppose it so . 
Louisa Musgrove	agent	doing	"A man does not recover from such a devotion of the heart to such a woman . He ought not ; he does not . "" Either from the consciousness , however , that his friend had recovered , or from other consciousness , he went no farther ; and Anne who , in spite of the agitated voice in which the latter part had been uttered , and in spite of all the various noises of the room , the almost ceaseless slam of the door , and ceaseless buzz of persons walking through , had distinguished every word , was struck , gratified , confused , and beginning to breathe very quick , and feel an hundred things in a moment . It was impossible for her to enter on such a subject ; and yet , after a pause , feeling the necessity of speaking , and having not the smallest wish for a total change , she only deviated so far as to say-- "" You were a good while at Lyme , I think ? "" "" About a fortnight . I could not leave it till Louisa 's doing well was quite ascertained . "
Louisa Musgrove	agent	starts	"Your father and mother seem so totally free from all those ambitious feelings which have led to so much misconduct and misery , both in young and old . I hope you think Louisa perfectly recovered now ? "" He answered rather hesitatingly , "" Yes , I believe I do ; very much recovered ; but she is altered ; there is no running or jumping about , no laughing or dancing ; it is quite different . If one happens only to shut the door a little hard , she starts and wriggles like a young dab - chick in the water ; and Benwick sits at her elbow , reading verses , or whispering to her , all day long . "
Louisa Musgrove	agent	wriggles	"Your father and mother seem so totally free from all those ambitious feelings which have led to so much misconduct and misery , both in young and old . I hope you think Louisa perfectly recovered now ? "" He answered rather hesitatingly , "" Yes , I believe I do ; very much recovered ; but she is altered ; there is no running or jumping about , no laughing or dancing ; it is quite different . If one happens only to shut the door a little hard , she starts and wriggles like a young dab - chick in the water ; and Benwick sits at her elbow , reading verses , or whispering to her , all day long . "
Louisa Musgrove	agent	sits	"Your father and mother seem so totally free from all those ambitious feelings which have led to so much misconduct and misery , both in young and old . I hope you think Louisa perfectly recovered now ? "" He answered rather hesitatingly , "" Yes , I believe I do ; very much recovered ; but she is altered ; there is no running or jumping about , no laughing or dancing ; it is quite different . If one happens only to shut the door a little hard , she starts and wriggles like a young dab - chick in the water ; and Benwick sits at her elbow , reading verses , or whispering to her , all day long . "
Louisa Musgrove	agent	bear	In his preceding attempts to attach himself to Louisa Musgrove ( the attempts of angry pride ) , he protested that he had for ever felt it to be impossible ; that he had not cared , could not care , for Louisa ; though till that day , till the leisure for reflection which followed it , he had not understood the perfect excellence of the mind with which Louisa 's could so ill bear a comparison , or the perfect unrivalled hold it possessed over his own . There , he had learnt to distinguish between the steadiness of principle and the obstinacy of self - will , between the darings of heedlessness and the resolution of a collected mind . 
Louisa Musgrove	agent	wished	I was hers in honour if she wished it . 
Louisa Musgrove	patient	come	"The folks of the Great House were to spend the evening of this day at the Cottage ; and it being now too late in the year for such visits to be made on foot , the coach was beginning to be listened for , when the youngest Miss Musgrove walked in . That she was coming to apologize , and that they should have to spend the evening by themselves , was the first black idea ; and Mary was quite ready to be affronted , when Louisa made all right by saying , that she only came on foot , to leave more room for the harp , which was bringing in the carriage . "" And I will tell you our reason , "" she added , "" and all about it . I am come on to give you notice , that papa and mamma are out of spirits this evening , especially mamma ; she is thinking so much of poor Richard ! "
Louisa Musgrove	patient	liking	And as to Captain Wentworth 's liking Louisa as well as Henrietta , it is nonsense to say so ; for he certainly does like Henrietta a great deal the best . 
Louisa Musgrove	patient	overturned	"You make the most of it , I know , "" cried Louisa , "" but if it were really so , I should do just the same in her place . If I loved a man , as she loves the Admiral , I would always be with him , nothing should ever separate us , and I would rather be overturned by him , than driven safely by anybody else . "" It was spoken with enthusiasm . "" Had you ? "" cried he , catching the same tone ; "" I honour you ! "" "
Louisa Musgrove	patient	heard	Anne , really tired herself , was glad to sit down ; and she very soon heard Captain Wentworth and Louisa in the hedge - row , behind her , as if making their way back along the rough , wild sort of channel , down the centre . 
Louisa Musgrove	patient	frightened	"What Anne first heard was-- "" And so , I made her go . I could not bear that she should be frightened from the visit by such nonsense . What ! "
Louisa Musgrove	patient	turned	would I be turned back from doing a thing that I had determined to do , and that I knew to be right , by the airs and interference of such a person , or of any person I may say ? 
Louisa Musgrove	patient	seen	For herself , she feared to move , lest she should be seen . 
Louisa Musgrove	patient	protected	"While she remained , a bush of low rambling holly protected her , and they were moving on . Before they were beyond her hearing , however , Louisa spoke again . "" Mary is good - natured enough in many respects , "" said she ; "" but she does sometimes provoke me excessively , by her nonsense and pride -- the Elliot pride . "
Louisa Musgrove	patient	provoke	"While she remained , a bush of low rambling holly protected her , and they were moving on . Before they were beyond her hearing , however , Louisa spoke again . "" Mary is good - natured enough in many respects , "" said she ; "" but she does sometimes provoke me excessively , by her nonsense and pride -- the Elliot pride . "
Louisa Musgrove	patient	marked	The minutiae of the business Anne could not attempt to understand ; even Captain Wentworth did not seem admitted to perfect confidence here ; but that there had been a withdrawing on the gentleman 's side , and a relenting on the lady 's , and that they were now very glad to be together again , did not admit a doubt . Henrietta looked a little ashamed , but very well pleased;-- Charles Hayter exceedingly happy : and they were devoted to each other almost from the first instant of their all setting forward for Uppercross . Everything now marked out Louisa for Captain Wentworth ; nothing could be plainer ; and where many divisions were necessary , or even where they were not , they walked side by side nearly as much as the other two . 
Louisa Musgrove	patient	attending	After attending Louisa through her business , and loitering about a little longer , they returned to the inn ; and Anne , in passing afterwards quickly from her own chamber to their dining - room , had nearly run against the very same gentleman , as he came out of an adjoining apartment . 
Louisa Musgrove	patient	jumped	and all were contented to pass quietly and carefully down the steep flight , excepting Louisa ; she must be jumped down them by Captain Wentworth . 
Louisa Musgrove	patient	jump	In all their walks , he had had to jump her from the stiles ; the sensation was delightful to her . 
Louisa Musgrove	patient	advised	"He advised her against it , thought the jar too great ; but no , he reasoned and talked in vain , she smiled and said , "" I am determined I will : "" "
Louisa Musgrove	patient	caught	Captain Wentworth , who had caught her up , knelt with her in his arms , looking on her with a face as pallid as her own , in an agony of silence . 
Louisa Musgrove	patient	raised	""" Captain Benwick obeyed , and Charles at the same moment , disengaging himself from his wife , they were both with him ; and Louisa was raised up and supported more firmly between them , and everything was done that Anne had prompted , but in vain ; "
Louisa Musgrove	patient	leaving	"They were only concerned that the house could accommodate no more ; and yet perhaps , by "" putting the children away in the maid 's room , or swinging a cot somewhere , "" they could hardly bear to think of not finding room for two or three besides , supposing they might wish to stay ; though , with regard to any attendance on Miss Musgrove , there need not be the least uneasiness in leaving her to Mrs Harville 's care entirely . "
Louisa Musgrove	patient	nurse	A chaise was sent for from Crewkherne , and Charles conveyed back a far more useful person in the old nursery - maid of the family , one who having brought up all the children , and seen the very last , the lingering and long - petted Master Harry , sent to school after his brothers , was now living in her deserted nursery to mend stockings and dress all the blains and bruises she could get near her , and who , consequently , was only too happy in being allowed to go and help nurse dear Miss Louisa . Vague wishes of getting Sarah thither , had occurred before to Mrs Musgrove and Henrietta ; but without Anne , it would hardly have been resolved on , and found practicable so soon . 
Louisa Musgrove	patient	moved	She had little difficulty ; it was soon determined that they would go ; go to - morrow , fix themselves at the inn , or get into lodgings , as it suited , and there remain till dear Louisa could be moved . 
Louisa Musgrove	patient	left	Everything was safe enough , and she smiled over the many anxious feelings she had wasted on the subject . Chapter 14 Though Charles and Mary had remained at Lyme much longer after Mr and Mrs Musgrove 's going than Anne conceived they could have been at all wanted , they were yet the first of the family to be at home again ; and as soon as possible after their return to Uppercross they drove over to the Lodge . They had left Louisa beginning to sit up ; but her head , though clear , was exceedingly weak , and her nerves susceptible to the highest extreme of tenderness ; and though she might be pronounced to be altogether doing very well , it was still impossible to say when she might be able to bear the removal home ; and her father and mother , who must return in time to receive their younger children for the Christmas holidays , had hardly a hope of being allowed to bring her with them . They had been all in lodgings together . 
Louisa Musgrove	patient	pronounced	Everything was safe enough , and she smiled over the many anxious feelings she had wasted on the subject . Chapter 14 Though Charles and Mary had remained at Lyme much longer after Mr and Mrs Musgrove 's going than Anne conceived they could have been at all wanted , they were yet the first of the family to be at home again ; and as soon as possible after their return to Uppercross they drove over to the Lodge . They had left Louisa beginning to sit up ; but her head , though clear , was exceedingly weak , and her nerves susceptible to the highest extreme of tenderness ; and though she might be pronounced to be altogether doing very well , it was still impossible to say when she might be able to bear the removal home ; and her father and mother , who must return in time to receive their younger children for the Christmas holidays , had hardly a hope of being allowed to bring her with them . They had been all in lodgings together . 
Louisa Musgrove	patient	bring	Everything was safe enough , and she smiled over the many anxious feelings she had wasted on the subject . Chapter 14 Though Charles and Mary had remained at Lyme much longer after Mr and Mrs Musgrove 's going than Anne conceived they could have been at all wanted , they were yet the first of the family to be at home again ; and as soon as possible after their return to Uppercross they drove over to the Lodge . They had left Louisa beginning to sit up ; but her head , though clear , was exceedingly weak , and her nerves susceptible to the highest extreme of tenderness ; and though she might be pronounced to be altogether doing very well , it was still impossible to say when she might be able to bear the removal home ; and her father and mother , who must return in time to receive their younger children for the Christmas holidays , had hardly a hope of being allowed to bring her with them . They had been all in lodgings together . 
Louisa Musgrove	patient	suited	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	patient	taken	Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . 
Louisa Musgrove	patient	seen	He had not seen Louisa ; and was so extremely fearful of any ill consequence to her from an interview , that he did not press for it at all ; and , on the contrary , seemed to have a plan of going away for a week or ten days , till her head was stronger . 
Louisa Musgrove	patient	kept	Between ourselves , I think it a great pity Henrietta did not remain at Lyme as long as Louisa ; it would have kept her a little out of his way . 
Louisa Musgrove	patient	bring	The carriage is gone to - day , to bring Louisa and the Harvilles to - morrow . 
Louisa Musgrove	patient	fatigued	Mrs Musgrove is so afraid of her being fatigued by the journey , which is not very likely , considering the care that will be taken of her ; and it would be much more convenient to me to dine there to - morrow . 
Louisa Musgrove	patient	ask	She and the Harvilles came on Tuesday very safely , and in the evening we went to ask her how she did , when we were rather surprised not to find 
Louisa Musgrove	patient	love	Indeed , Mrs Harville and I quite agree that we love her the better for having nursed her . 
Louisa Musgrove	patient	nursed	Indeed , Mrs Harville and I quite agree that we love her the better for having nursed her . 
Louisa Musgrove	patient	given	Well might Charles wonder how Captain Wentworth would feel ! Perhaps he had quitted the field , had given Louisa up , had ceased to love , had found he did not love her . 
Louisa Musgrove	patient	love	Well might Charles wonder how Captain Wentworth would feel ! Perhaps he had quitted the field , had given Louisa up , had ceased to love , had found he did not love her . 
Louisa Musgrove	patient	endure	She could not endure that such a friendship as theirs should be severed unfairly . Captain Benwick and Louisa Musgrove ! The high - spirited , joyous - talking Louisa Musgrove , and the dejected , thinking , feeling , reading , Captain Benwick , seemed each of them everything that would not suit the other . 
Louisa Musgrove	patient	persuaded	She did not mean , however , to derive much more from it to gratify her vanity , than Mary might have allowed . She was persuaded that any tolerably pleasing young woman who had listened and seemed to feel for him would have received the same compliment . 
Louisa Musgrove	patient	courting	I should never be out if they were all Sophys , or something of that sort . Well , this Miss Louisa , we all thought , you know , was to marry Frederick . He was courting her week after week . 
Louisa Musgrove	patient	bespoke	It would be of no use to go to Uppercross again , for that other Miss Musgrove , I find , is bespoke by her cousin , the young parson . 
Louisa Musgrove	patient	named	He looked very well , not as if he had been suffering in health or spirits , and he talked of Uppercross , of the Musgroves , nay , even of Louisa , and had even a momentary look of his own arch significance as he named her ; but yet it was Captain Wentworth not comfortable , not easy , not able to feign that he was . It did not surprise , but it grieved Anne to observe that Elizabeth would not know him . 
Louisa Musgrove	patient	regard	I regard Louisa Musgrove as a very amiable , sweet - tempered girl , and not deficient in understanding , but Benwick is something more . 
Louisa Musgrove	patient	love	He is a clever man , a reading man ; and I confess , that I do consider his attaching himself to her with some surprise . Had it been the effect of gratitude , had he learnt to love her , because he believed her to be preferring him , it would have been another thing . But I have no reason to suppose it so . 
Louisa Musgrove	patient	altered	"Your father and mother seem so totally free from all those ambitious feelings which have led to so much misconduct and misery , both in young and old . I hope you think Louisa perfectly recovered now ? "" He answered rather hesitatingly , "" Yes , I believe I do ; very much recovered ; but she is altered ; there is no running or jumping about , no laughing or dancing ; it is quite different . If one happens only to shut the door a little hard , she starts and wriggles like a young dab - chick in the water ; and Benwick sits at her elbow , reading verses , or whispering to her , all day long . "
Louisa Musgrove	patient	regain	There he had seen everything to exalt in his estimation the woman he had lost ; and there begun to deplore the pride , the folly , the madness of resentment , which had kept him from trying to regain her when thrown in his way . 
Elizabeth Elliot	agent	succeeded	For one daughter , his eldest , he would really have given up any thing , which he had not been very much tempted to do . Elizabeth had succeeded , at sixteen , to all that was possible , of her mother 's rights and consequence ; and being very handsome , and very like himself , her influence had always been great , and they had gone on together most happily . 
Elizabeth Elliot	agent	marry	All equality of alliance must rest with Elizabeth , for Mary had merely connected herself with an old country family of respectability and large fortune , and had therefore given all the honour and received none : Elizabeth would , one day or other , marry suitably . 
Elizabeth Elliot	agent	begun	It sometimes happens that a woman is handsomer at twenty - nine than she was ten years before ; and , generally speaking , if there has been neither ill health nor anxiety , it is a time of life at which scarcely any charm is lost . It was so with Elizabeth , still the same handsome Miss Elliot that she had begun to be thirteen years ago , and Sir Walter might be excused , therefore , in forgetting her age , or , at least , be deemed only half a fool , for thinking himself and Elizabeth as blooming as ever , amidst the wreck of the good looks of everybody else ; for he could plainly see how old all the rest of his family and acquaintance were growing . 
Elizabeth Elliot	agent	equal	Elizabeth did not quite equal her father in personal contentment . 
Elizabeth Elliot	agent	doing	Thirteen years had seen her mistress of Kellynch Hall , presiding and directing with a self - possession and decision which could never have given the idea of her being younger than she was . For thirteen years had she been doing the honours , and laying down the domestic law at home , and leading the way to the chaise and four , and walking immediately after Lady Russell out of all the drawing - rooms and dining - rooms in the country . 
Elizabeth Elliot	agent	laying	Thirteen years had seen her mistress of Kellynch Hall , presiding and directing with a self - possession and decision which could never have given the idea of her being younger than she was . For thirteen years had she been doing the honours , and laying down the domestic law at home , and leading the way to the chaise and four , and walking immediately after Lady Russell out of all the drawing - rooms and dining - rooms in the country . 
Elizabeth Elliot	agent	opening	Thirteen winters ' revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded , and thirteen springs shewn their blossoms , as she travelled up to London with her father , for a few weeks ' annual enjoyment of the great world . She had the remembrance of all this , she had the consciousness of being nine - and - twenty to give her some regrets and some apprehensions ; she was fully satisfied of being still quite as handsome as ever , but she felt her approach to the years of danger , and would have rejoiced to be certain of being properly solicited by baronet - blood within the next twelvemonth or two . Then might she again take up the book of books with as much enjoyment as in her early youth , but now she liked it not . 
Elizabeth Elliot	agent	travelled	Thirteen winters ' revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded , and thirteen springs shewn their blossoms , as she travelled up to London with her father , for a few weeks ' annual enjoyment of the great world . She had the remembrance of all this , she had the consciousness of being nine - and - twenty to give her some regrets and some apprehensions ; she was fully satisfied of being still quite as handsome as ever , but she felt her approach to the years of danger , and would have rejoiced to be certain of being properly solicited by baronet - blood within the next twelvemonth or two . Then might she again take up the book of books with as much enjoyment as in her early youth , but now she liked it not . 
Elizabeth Elliot	agent	had	Thirteen winters ' revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded , and thirteen springs shewn their blossoms , as she travelled up to London with her father , for a few weeks ' annual enjoyment of the great world . She had the remembrance of all this , she had the consciousness of being nine - and - twenty to give her some regrets and some apprehensions ; she was fully satisfied of being still quite as handsome as ever , but she felt her approach to the years of danger , and would have rejoiced to be certain of being properly solicited by baronet - blood within the next twelvemonth or two . Then might she again take up the book of books with as much enjoyment as in her early youth , but now she liked it not . 
Elizabeth Elliot	agent	had	Thirteen winters ' revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded , and thirteen springs shewn their blossoms , as she travelled up to London with her father , for a few weeks ' annual enjoyment of the great world . She had the remembrance of all this , she had the consciousness of being nine - and - twenty to give her some regrets and some apprehensions ; she was fully satisfied of being still quite as handsome as ever , but she felt her approach to the years of danger , and would have rejoiced to be certain of being properly solicited by baronet - blood within the next twelvemonth or two . Then might she again take up the book of books with as much enjoyment as in her early youth , but now she liked it not . 
Elizabeth Elliot	agent	felt	Thirteen winters ' revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded , and thirteen springs shewn their blossoms , as she travelled up to London with her father , for a few weeks ' annual enjoyment of the great world . She had the remembrance of all this , she had the consciousness of being nine - and - twenty to give her some regrets and some apprehensions ; she was fully satisfied of being still quite as handsome as ever , but she felt her approach to the years of danger , and would have rejoiced to be certain of being properly solicited by baronet - blood within the next twelvemonth or two . Then might she again take up the book of books with as much enjoyment as in her early youth , but now she liked it not . 
Elizabeth Elliot	agent	rejoiced	Thirteen winters ' revolving frosts had seen her opening every ball of credit which a scanty neighbourhood afforded , and thirteen springs shewn their blossoms , as she travelled up to London with her father , for a few weeks ' annual enjoyment of the great world . She had the remembrance of all this , she had the consciousness of being nine - and - twenty to give her some regrets and some apprehensions ; she was fully satisfied of being still quite as handsome as ever , but she felt her approach to the years of danger , and would have rejoiced to be certain of being properly solicited by baronet - blood within the next twelvemonth or two . Then might she again take up the book of books with as much enjoyment as in her early youth , but now she liked it not . 
