Character	Role	Event	Context
Charles Bingley	agent	come	He readily agreed to it . “ I began to be afraid you would never come back again . 
Charles Bingley	agent	meant	People _ did _ say , you meant to quit the place entirely at Michaelmas ; but , however , I hope it is not true . 
Charles Bingley	agent	went	A great many changes have happened in the neighbourhood since you went away . 
Charles Bingley	agent	heard	I suppose you have heard of it ; indeed , you must have seen it in the papers . 
Charles Bingley	agent	replied	Bingley replied that he did , and made his congratulations . 
Charles Bingley	agent	made	Bingley replied that he did , and made his congratulations . 
Charles Bingley	agent	did	Bingley replied that he did , and made his congratulations . 
Charles Bingley	agent	meant	It drew from her , however , the exertion of speaking , which nothing else had so effectually done before ; and she asked Bingley whether he meant to make any stay in the country at present . 
Charles Bingley	agent	believed	A few weeks , he believed . 
Charles Bingley	agent	killed	“ When you have killed all your own birds , Mr. Bingley , ” said her mother , “ I beg you will come here and shoot as many as you please on Mr. Bennet ’s manor . 
Charles Bingley	agent	come	“ When you have killed all your own birds , Mr. Bingley , ” said her mother , “ I beg you will come here and shoot as many as you please on Mr. Bennet ’s manor . 
Charles Bingley	agent	shoot	“ When you have killed all your own birds , Mr. Bingley , ” said her mother , “ I beg you will come here and shoot as many as you please on Mr. Bennet ’s manor . 
Charles Bingley	agent	please	“ When you have killed all your own birds , Mr. Bingley , ” said her mother , “ I beg you will come here and shoot as many as you please on Mr. Bennet ’s manor . 
Charles Bingley	agent	went	“ You are quite a visit in my debt , Mr. Bingley , ” she added ; “ for when you went to town last winter , you promised to take a family dinner with us as soon as you returned . 
Charles Bingley	agent	promised	“ You are quite a visit in my debt , Mr. Bingley , ” she added ; “ for when you went to town last winter , you promised to take a family dinner with us as soon as you returned . 
Charles Bingley	agent	returned	“ You are quite a visit in my debt , Mr. Bingley , ” she added ; “ for when you went to town last winter , you promised to take a family dinner with us as soon as you returned . 
Charles Bingley	agent	see	I have not forgot , you see ; and I assure you I was very much disappointed that you did not come back and keep your engagement . 
Charles Bingley	agent	come	I have not forgot , you see ; and I assure you I was very much disappointed that you did not come back and keep your engagement . 
Charles Bingley	agent	keep	I have not forgot , you see ; and I assure you I was very much disappointed that you did not come back and keep your engagement . 
Charles Bingley	agent	looked	” Bingley looked a little silly at this reflection , and said something of his concern at having been prevented by business . 
Charles Bingley	agent	said	” Bingley looked a little silly at this reflection , and said something of his concern at having been prevented by business . 
Charles Bingley	agent	take	When they repaired to the dining - room , Elizabeth eagerly watched to see whether Bingley would take the place which , in all their former parties , had belonged to him , by her sister . 
Charles Bingley	agent	seemed	On entering the room , he seemed to hesitate ; but Jane happened to look round , and happened to smile : it was decided . 
Charles Bingley	agent	happened	On entering the room , he seemed to hesitate ; but Jane happened to look round , and happened to smile : it was decided . 
Charles Bingley	agent	placed	He placed himself by her . 
Charles Bingley	agent	bore	He bore it with noble indifference ; and she would have imagined that Bingley had received his sanction to be happy , had she not seen his eyes likewise turned towards Mr. Darcy , with an expression of half - laughing alarm . 
Charles Bingley	agent	imagined	He bore it with noble indifference ; and she would have imagined that Bingley had received his sanction to be happy , had she not seen his eyes likewise turned towards Mr. Darcy , with an expression of half - laughing alarm . 
Charles Bingley	agent	received	He bore it with noble indifference ; and she would have imagined that Bingley had received his sanction to be happy , had she not seen his eyes likewise turned towards Mr. Darcy , with an expression of half - laughing alarm . 
Charles Bingley	agent	had	I am perfectly satisfied , from what his manners now are , that he never had any design of engaging my affection . It is only that he is blessed with greater sweetness of address , and a stronger desire of generally pleasing , than any other man . ” 
Charles Bingley	agent	called	Forgive me ; and if you persist in indifference , do not make _ me _ your confidante . ” CHAPTER LV . A few days after this visit , Mr. Bingley called again , and alone . 
Charles Bingley	agent	sat	He sat with them above an hour , and was in remarkably good spirits . 
Charles Bingley	agent	confessed	Mrs. Bennet invited him to dine with them ; but , with many expressions of concern , he confessed himself engaged elsewhere . 
Charles Bingley	agent	engaged	Mrs. Bennet invited him to dine with them ; but , with many expressions of concern , he confessed himself engaged elsewhere . 
Charles Bingley	agent	call	“ Next time you call , ” said she , “ I hope we shall be more lucky . ” He should be particularly happy at any time , etc . , etc . ; and if she would give him leave , would take an early opportunity of waiting on them . 
Charles Bingley	agent	come	“ Can you come to - morrow ? 
Charles Bingley	agent	had	Yes , he had no engagement at all for to - morrow ; and her invitation was accepted with alacrity . 
Charles Bingley	agent	accepted	Yes , he had no engagement at all for to - morrow ; and her invitation was accepted with alacrity . 
Charles Bingley	agent	came	He came , and in such very good time , that the ladies were none of them dressed . 
Charles Bingley	agent	bore	Bingley was everything that was charming , except the professed lover of her daughter . His ease and cheerfulness rendered him a most agreeable addition to their evening party ; and he bore with the ill - judged officiousness of the mother , and heard all her silly remarks with a forbearance and command of countenance particularly grateful to the daughter . 
Charles Bingley	agent	heard	Bingley was everything that was charming , except the professed lover of her daughter . His ease and cheerfulness rendered him a most agreeable addition to their evening party ; and he bore with the ill - judged officiousness of the mother , and heard all her silly remarks with a forbearance and command of countenance particularly grateful to the daughter . 
Charles Bingley	agent	needed	He scarcely needed an invitation to stay supper ; and before he went away an engagement was formed , chiefly through his own and Mrs. Bennet ’s means , for his coming next morning to shoot with her husband . After this day , Jane said no more of her indifference . 
Charles Bingley	agent	went	He scarcely needed an invitation to stay supper ; and before he went away an engagement was formed , chiefly through his own and Mrs. Bennet ’s means , for his coming next morning to shoot with her husband . After this day , Jane said no more of her indifference . 
Charles Bingley	agent	formed	He scarcely needed an invitation to stay supper ; and before he went away an engagement was formed , chiefly through his own and Mrs. Bennet ’s means , for his coming next morning to shoot with her husband . After this day , Jane said no more of her indifference . 
Charles Bingley	agent	went	He scarcely needed an invitation to stay supper ; and before he went away an engagement was formed , chiefly through his own and Mrs. Bennet ’s means , for his coming next morning to shoot with her husband . After this day , Jane said no more of her indifference . 
Charles Bingley	agent	coming	He scarcely needed an invitation to stay supper ; and before he went away an engagement was formed , chiefly through his own and Mrs. Bennet ’s means , for his coming next morning to shoot with her husband . After this day , Jane said no more of her indifference . 
Charles Bingley	agent	spent	Bingley was punctual to his appointment ; and he and Mr. Bennet spent the morning together , as had been agreed on . 
Charles Bingley	agent	returned	Bingley of course returned with him to dinner ; and in the evening Mrs. Bennet ’s invention was again at work to get everybody away from him and her daughter . 
Charles Bingley	agent	standing	On opening the door , she perceived her sister and Bingley standing together over the hearth , as if engaged in earnest conversation ; and had this led to no suspicion , the faces of both , as they hastily turned round and moved away from each other , would have told it all . 
Charles Bingley	agent	led	On opening the door , she perceived her sister and Bingley standing together over the hearth , as if engaged in earnest conversation ; and had this led to no suspicion , the faces of both , as they hastily turned round and moved away from each other , would have told it all . 
Charles Bingley	agent	rose	Not a syllable was uttered by either ; and Elizabeth was on the point of going away again , when Bingley , who as well as the other had sat down , suddenly rose , and , whispering a few words to her sister , ran out of the room . 
Charles Bingley	agent	ran	Not a syllable was uttered by either ; and Elizabeth was on the point of going away again , when Bingley , who as well as the other had sat down , suddenly rose , and , whispering a few words to her sister , ran out of the room . 
Charles Bingley	agent	opened	“ Where is your sister ? ” said he hastily , as he opened the door . 
Charles Bingley	agent	say	She will be down in a moment , I dare say . ” 
Charles Bingley	agent	shut	He then shut the door , and , coming up to her , claimed the good wishes and affection of a sister . 
Charles Bingley	agent	claimed	He then shut the door , and , coming up to her , claimed the good wishes and affection of a sister . 
Charles Bingley	agent	had	They shook hands with great cordiality ; and then , till her sister came down , she had to listen to all he had to say of his own happiness , and of Jane ’s perfections ; and in spite of his being a lover , Elizabeth really believed all his expectations of felicity to be rationally founded , because they had for basis the excellent understanding and super - excellent disposition of Jane , and a general similarity of feeling and taste between her and himself . 
Charles Bingley	agent	thought	Bingley , from this time , was of course a daily visitor at Longbourn ; coming frequently before breakfast , and always remaining till after supper ; unless when some barbarous neighbour , who could not be enough detested , had given him an invitation to dinner , which he thought himself obliged to accept . 
Charles Bingley	agent	made	“ He has made me so happy , ” said she , one evening , “ by telling me that he was totally ignorant of my being in town last spring ! 
Charles Bingley	agent	account	“ But how did he account for it ? ” 
Charles Bingley	agent	utter	“ That is the most unforgiving speech , ” said Elizabeth , “ that I ever heard you utter . 
Charles Bingley	agent	believe	“ Would you believe it , Lizzy , that when he went to town last November he really loved me , and nothing but a persuasion of _ my _ being indifferent would have prevented his coming down again ? ” “ He made a little mistake , to be sure ; but it is to the credit of his modesty . ” 
Charles Bingley	agent	do	as Elizabeth half expected Mr. Bingley to do , he was able to bring Darcy with him to Longbourn before many days had passed after Lady Catherine ’s visit . 
Charles Bingley	agent	proposed	The gentlemen arrived early ; and , before Mrs. Bennet had time to tell him of their having seen his aunt , of which her daughter sat in momentary dread , Bingley , who wanted to be alone with Jane , proposed their all walking out . 
Charles Bingley	agent	allowed	Bingley and Jane , however , soon allowed the others to outstrip them . 
Charles Bingley	agent	depending	His diffidence had prevented his depending on his own judgment in so anxious a case , but his reliance on mine made everything easy . 
Charles Bingley	agent	remained	But his anger , I am persuaded , lasted no longer than he remained in any doubt of your sister ’s sentiments . 
Charles Bingley	agent	forgiven	He has heartily forgiven me now . 
Charles Bingley	agent	had	Elizabeth longed to observe that Mr. Bingley had been a most delightful friend ; so easily guided that his worth was invaluable ; but she checked herself . She remembered that he had yet to learn to be laughed at , and it was rather too early to begin . 
Charles Bingley	agent	looked	Elizabeth could hardly help laughing at so convenient a proposal ; yet was really vexed that her mother should be always giving him such an epithet . As soon as they entered , Bingley looked at her so expressively , and shook hands with such warmth , as left no doubt of his good information ; and he soon afterwards said aloud , “ Mrs. Bennet , have you no more lanes hereabouts in which Lizzy may lose her way again to - day ? ” 
Charles Bingley	agent	said	Elizabeth could hardly help laughing at so convenient a proposal ; yet was really vexed that her mother should be always giving him such an epithet . As soon as they entered , Bingley looked at her so expressively , and shook hands with such warmth , as left no doubt of his good information ; and he soon afterwards said aloud , “ Mrs. Bennet , have you no more lanes hereabouts in which Lizzy may lose her way again to - day ? ” 
Charles Bingley	agent	replied	It is a nice long walk , and Mr. Darcy has never seen the view . ” “ It may do very well for the others , ” replied Mr. Bingley ; “ but I am sure it will be too much for Kitty . 
Charles Bingley	agent	remained	Mr. Bingley and Jane remained at Netherfield only a twelvemonth . 
Charles Bingley	agent	proceeded	Lydia was occasionally a visitor there , when her husband was gone to enjoy himself in London or Bath ; and with the Bingleys they both of them frequently stayed so long , that even Bingley ’s good - humour was overcome , and he proceeded so far as to _ talk _ of giving them a hint to be gone . 
Charles Bingley	agent	authorized	Miss Bennet was therefore established as a sweet girl ; and their brother felt authorized by such commendation to think of her as he chose . 
Charles Bingley	agent	chose	Miss Bennet was therefore established as a sweet girl ; and their brother felt authorized by such commendation to think of her as he chose . 
Charles Bingley	agent	admire	It was generally evident , whenever they met , that he _ did _ admire her ; and to _ her _ it was equally evident that Jane was yielding to the preference which she had begun to entertain for him from the first , and was in a way to be very much in love ; but she considered with pleasure that it was not likely to be discovered by the world in general , since Jane united with great strength of feeling , a composure of temper and an uniform cheerfulness of manner , which would guard her from the suspicions of the impertinent . 
Charles Bingley	agent	know	“ Remember , Eliza , that he does not know Jane ’s disposition as you do . ” “ But if a woman is partial to a man , and does not endeavor to conceal it , he must find it out . ” 
Charles Bingley	agent	find	“ Remember , Eliza , that he does not know Jane ’s disposition as you do . ” “ But if a woman is partial to a man , and does not endeavor to conceal it , he must find it out . ” 
Charles Bingley	agent	sees	“ Perhaps he must , if he sees enough of her . 
Charles Bingley	agent	had	Had she merely _ dined _ with him , she might only have discovered whether he had a good appetite ; but you must remember that four evenings have been also spent together -- and 
Charles Bingley	agent	mean	My dear Charles , what do you mean ? ” 
Charles Bingley	agent	comprehend	“ Then , ” observed Elizabeth , “ you must comprehend a great deal in your idea of an accomplished woman . ” 
Charles Bingley	agent	knowing	“ I am no longer surprised at your knowing _ only _ six accomplished women . 
Charles Bingley	agent	knowing	I rather wonder now at your knowing _ any _ . ” “ Are you so severe upon your own sex as to doubt the possibility of all this ? ” “ _ I _ never saw such a woman . 
Charles Bingley	agent	describe	_ I _ never saw such capacity , and taste , and application , and elegance , as you describe , united . ” 
Charles Bingley	agent	writes	“ Oh , ” cried Miss Bingley , “ Charles writes in the most careless way imaginable . 
Charles Bingley	agent	leaves	He leaves out half his words , and blots the rest . ” 
Charles Bingley	agent	blots	He leaves out half his words , and blots the rest . ” 
Charles Bingley	agent	determine	I would advise you , before you determine on it , to consult the wishes of the present party ; I am much mistaken if there are not some among us to whom a ball would be rather a punishment than a pleasure . ” 
Charles Bingley	agent	gets	“ ‘ When my brother left us yesterday , he imagined that the business which took him to London might be concluded in three or four days ; but as we are certain it can not be so , and at the same time convinced that when Charles gets to town he will be in no hurry to leave it again , we have determined on following him thither , that he may not be obliged to spend his vacant hours in a comfortless hotel . 
Charles Bingley	agent	comes	“ It is evident by this , ” added Jane , “ that he comes back no more this winter . ” “ It is only evident that Miss Bingley does not mean he _ should _ . ” “ Why will you think so ? 
Charles Bingley	patient	see	“ But , my dear , you must indeed go and see Mr. Bingley when he comes into the neighbourhood . ” “ It is more than I engage for , I assure you . ” “ But consider your daughters . 
Charles Bingley	patient	visit	Indeed you must go , for it will be impossible for _ us _ to visit him , if you do not . ” 
Charles Bingley	patient	assure	I dare say Mr. Bingley will be very glad to see you ; and I will send a few lines by you to assure him of my hearty consent to his marrying whichever he chooses of the girls -- though 
Charles Bingley	patient	visit	He had always intended to visit him , though to the last always assuring his wife that he should not go ; and till the evening after the visit was paid she had no knowledge of it . 
Charles Bingley	patient	meet	“ But you forget , mamma , ” said Elizabeth , “ that we shall meet him at the assemblies , and that Mrs. Long has promised to introduce him . ” “ I do not believe Mrs. Long will do any such thing . 
Charles Bingley	patient	introduce	“ But you forget , mamma , ” said Elizabeth , “ that we shall meet him at the assemblies , and that Mrs. Long has promised to introduce him . ” “ I do not believe Mrs. Long will do any such thing . 
Charles Bingley	patient	introduce	“ Then , my dear , you may have the advantage of your friend , and introduce Mr. Bingley to _ her _ . ” “ Impossible , Mr. Bennet , impossible , when I am not acquainted with him myself ; how can you be so teasing ? ” “ I honour your circumspection . 
Charles Bingley	patient	attacked	They attacked him in various ways , with barefaced questions , ingenious suppositions , and distant surmises ; but he eluded the skill of them all ; and they were at last obliged to accept the second - hand intelligence of their neighbour , Lady Lucas . 
Charles Bingley	patient	looked	The gentlemen pronounced him to be a fine figure of a man , the ladies declared he was much handsomer than Mr. Bingley , and he was looked at with great admiration for about half the evening , till his manners gave a disgust which turned the tide of his popularity ; for he was discovered to be proud , to be above his company , and above being pleased ; and not all his large estate in Derbyshire could save him from having a most forbidding , disagreeable countenance , and 
Charles Bingley	patient	discovered	The gentlemen pronounced him to be a fine figure of a man , the ladies declared he was much handsomer than Mr. Bingley , and he was looked at with great admiration for about half the evening , till his manners gave a disgust which turned the tide of his popularity ; for he was discovered to be proud , to be above his company , and above being pleased ; and not all his large estate in Derbyshire could save him from having a most forbidding , disagreeable countenance , and 
Charles Bingley	patient	save	The gentlemen pronounced him to be a fine figure of a man , the ladies declared he was much handsomer than Mr. Bingley , and he was looked at with great admiration for about half the evening , till his manners gave a disgust which turned the tide of his popularity ; for he was discovered to be proud , to be above his company , and above being pleased ; and not all his large estate in Derbyshire could save him from having a most forbidding , disagreeable countenance , and 
Charles Bingley	patient	press	Elizabeth Bennet had been obliged , by the scarcity of gentlemen , to sit down for two dances ; and during part of that time , Mr. Darcy had been standing near enough for her to overhear a conversation between him and Mr. Bingley , who came from the dance for a few minutes to press his friend to join it . 
Charles Bingley	patient	met	Upon my honour , I never met with so many pleasant girls in my life as I have this evening ; and there are several of them , you see , uncommonly pretty . ” 
Charles Bingley	patient	fancying	He walked here , and he walked there , fancying himself so very great ! 
Charles Bingley	patient	admired	When Jane and Elizabeth were alone , the former , who had been cautious in her praise of Mr. Bingley before , expressed to her sister how very much she admired him . 
Charles Bingley	patient	like	Well , he certainly is very agreeable , and I give you leave to like him . 
Charles Bingley	patient	provided	Mr. Bingley intended it likewise , and sometimes made choice of his county ; but , as he was now provided with a good house and the liberty of a manor , it was doubtful to many of those who best knew the easiness of his temper , whether he might not spend the remainder of his days at Netherfield , and leave the next generation to purchase 
Charles Bingley	patient	established	His sisters were very anxious for his having an estate of his own ; but though he was now established only as a tenant , Miss Bingley was by no means unwilling to preside at his table ; nor was Mrs. Hurst , who had married a man of more fashion than fortune , less disposed to consider his house as her home when it suited her . 
Charles Bingley	patient	tempted	Mr. Bingley had not been of age two years when he was tempted , by an accidental recommendation , to look at Netherfield House . 
Charles Bingley	patient	endeared	Bingley was endeared to Darcy by the easiness , openness , and ductility of his temper , though no disposition could offer a greater contrast to his own , and though with his own he never appeared dissatisfied . 
Charles Bingley	patient	asking	Mr. Robinson ’s asking him how he liked our Meryton assemblies , and whether he did not think there were a great many pretty women in the room , and _ which _ he thought the prettiest ? and his answering immediately to the last question , ‘ Oh , the eldest Miss Bennet , beyond a doubt : there can not be two opinions on that point . ’ ” 
Charles Bingley	patient	enable	Nothing but concern for Elizabeth could enable Bingley to keep his countenance . 
Charles Bingley	patient	keep	Nothing but concern for Elizabeth could enable Bingley to keep his countenance . 
Charles Bingley	patient	assure	But everybody is to judge for themselves , and the Lucases are a very good sort of girls , I assure you . 
Charles Bingley	patient	troubling	She longed to speak , but could think of nothing to say ; and after a short silence Mrs. Bennet began repeating her thanks to Mr. Bingley for his kindness to Jane , with an apology for troubling him also with Lizzy . 
Charles Bingley	patient	tax	The two girls had been whispering to each other during the whole visit ; and the result of it was , that the youngest should tax Mr. Bingley with having promised on his first coming into the country to give a ball at Netherfield . 
Charles Bingley	patient	address	She was very equal , therefore , to address Mr. Bingley on the subject of the ball , and abruptly reminded him of his promise ; adding , that it would be the most shameful thing in the world if he did not keep it . 
Charles Bingley	patient	reminded	She was very equal , therefore , to address Mr. Bingley on the subject of the ball , and abruptly reminded him of his promise ; adding , that it would be the most shameful thing in the world if he did not keep it . 
Charles Bingley	patient	shown	You have shown him off now much more than he did himself . ” 
Charles Bingley	patient	defer	If you and Miss Bennet will defer yours till I am out of the room , I shall be very thankful ; and then you may say whatever you like of me . ” “ What you ask , ” said Elizabeth , “ is no sacrifice on my side ; and Mr. Darcy had much better finish his letter . ” 
Charles Bingley	patient	see	Well , I am sure I shall be extremely glad to see Mr. Bingley . 
Charles Bingley	patient	know	Do you know Mr. Bingley ? ” 
Charles Bingley	patient	imposed	“ I can much more easily believe Mr. Bingley ’s being imposed on than that Mr. Wickham should invent such a history of himself as he gave me last night ; names , facts , everything mentioned without ceremony . 
Charles Bingley	patient	imposed	“ I beg your pardon;--one knows exactly what to think . ” But Jane could think with certainty on only one point,--that Mr. Bingley , if he _ had been _ imposed on , would have much to suffer when the affair became public . 
Charles Bingley	patient	assure	It will be in my power to assure him that her Ladyship was quite well yesterday se’nnight . ” 
Charles Bingley	patient	complimenting	They repulsed every attempt of Mrs. Bennet at conversation , and , by so doing , threw a languor over the whole party , which was very little relieved by the long speeches of Mr. Collins , who was complimenting Mr. Bingley and his sisters on the elegance of their entertainment , and the hospitality and politeness which had marked their behaviour to their guests . 
Charles Bingley	patient	complimenting	They repulsed every attempt of Mrs. Bennet at conversation , and , by so doing , threw a languor over the whole party , which was very little relieved by the long speeches of Mr. Collins , who was complimenting Mr. Bingley and his sisters on the elegance of their entertainment , and the hospitality and politeness which had marked their behaviour to their guests . 
Charles Bingley	patient	assure	Elizabeth preserved as steady a silence as either Mrs. Hurst or Miss Bingley ; and even Lydia was too much fatigued to utter more than the occasional exclamation of “ Lord , how tired I am ! ” accompanied by a violent yawn . When at length they arose to take leave , Mrs. Bennet was most pressingly civil in her hope of seeing the whole family soon at Longbourn ; and addressed herself particularly to Mr. Bingley , to assure him how happy he would make them , by eating a family dinner with them at any time , without the ceremony of a formal invitation . 
Charles Bingley	patient	obliged	Bingley was all grateful pleasure ; and he readily engaged for taking the earliest opportunity of waiting on her after his return from London , whither he was obliged to go the next day for a short time . 
Charles Bingley	patient	detained	Mr. Bingley will not be detained in London by them . ” 
Charles Bingley	patient	invited	After lamenting it , however , at some length , she had the consolation of thinking that Mr. Bingley would be soon down again , and soon dining at Longbourn ; and the conclusion of all was the comfortable declaration , that , though he had been invited only to a family dinner , she would take care to have two full courses . CHAPTER XXII . 
Charles Bingley	patient	gone	Her disappointment in Charlotte made her turn with fonder regard to her sister , of whose rectitude and delicacy she was sure her opinion could never be shaken , and for whose happiness she grew daily more anxious , as Bingley had now been gone a week , and nothing was heard of his return . 
Charles Bingley	patient	seeing	After discharging his conscience on that head , he proceeded to inform them , with many rapturous expressions , of his happiness in having obtained the affection of their amiable neighbour , Miss Lucas , and then explained that it was merely with the view of enjoying her society that he had been so ready to close with their kind wish of seeing him again at Longbourn , whither he hoped to be able to return on Monday fortnight ; for Lady Catherine , he added , so heartily approved his marriage , that she wished it to take place as soon as possible , which he trusted would be an unanswerable argument with his amiable Charlotte to name an early day for making him the happiest of men . Mr. Collins ’s return into Hertfordshire was no longer a matter of pleasure to Mrs. Bennet . 
Charles Bingley	patient	keeping	would be successful in keeping him away 
Charles Bingley	patient	influence	“ You persist , then , in supposing his sisters influence him ? ” “ Yes , in conjunction with his friend . ” “ I can not believe it . 
Charles Bingley	patient	influence	Why should they try to influence him ? 
Charles Bingley	patient	attached	They can only wish his happiness ; and if he is attached to me no other woman can secure it . 
Charles Bingley	patient	got	“ I do not blame Jane , ” she continued , “ for Jane would have got Mr. Bingley if she could . 
Charles Bingley	patient	describe	A young man , such as you describe Mr. Bingley , so easily falls in love with a pretty girl for a few weeks , and , when accident separates them , so easily forgets her , that these sort of inconstancies are very frequent . ” 
Charles Bingley	patient	seeing	Miss Bennet accepted her aunt ’s invitation with pleasure ; and the Bingleys were no otherwise in her thoughts at the same time than as she hoped , by Caroline ’s not living in the same house with her brother , she might occasionally spend a morning with her , without any danger of seeing him . 
Charles Bingley	patient	congratulated	What he told me was merely this : that he congratulated himself on having lately saved a friend from the inconveniences of a most imprudent marriage , but without mentioning names or any other particulars ; and I only suspected it to be Bingley from believing him the kind of young man to get into a scrape of that sort , and from knowing them to have been together the whole of last summer . 
Charles Bingley	patient	separate	That he had been concerned in the measures taken to separate Mr. Bingley and Jane , she had never doubted ; but she had always attributed to Miss Bingley the principal design and arrangement of them . 
Charles Bingley	patient	retaining	When she thought of her mother , indeed , her confidence gave way a little ; but she would not allow that any objections _ there _ had material weight with Mr. Darcy , whose pride , she was convinced , would receive a deeper wound from the want of importance in his friend ’s connections than from their want of sense ; and she was quite decided , at last , that he had been partly governed by this worst kind of pride , and partly by the wish of retaining Mr. Bingley for his sister . 
Charles Bingley	patient	detached	The first mentioned was , that , regardless of the sentiments of either , I had detached Mr. Bingley from your sister,--and the other , that I had , in defiance of various claims , in defiance of honour and humanity , ruined the immediate prosperity and blasted the prospects of Mr. Wickham . 
Charles Bingley	patient	seen	I had often seen him in love before . 
Charles Bingley	patient	convince	To convince him , therefore , that he had deceived himself was no very difficult point . 
Charles Bingley	patient	deceived	To convince him , therefore , that he had deceived himself was no very difficult point . 
Charles Bingley	patient	persuade	To persuade him against returning into Hertfordshire , when that conviction had been given , was scarcely the work of a moment . 
Charles Bingley	patient	restoring	Anxiety on Jane ’s behalf was another prevailing concern ; and Mr. Darcy ’s explanation , by restoring Bingley to all her former good opinion , heightened the sense of what Jane had lost . 
Charles Bingley	patient	prefer	Having never even fancied herself in love before , her regard had all the warmth of first attachment , and from her age and disposition , greater steadiness than first attachments often boast ; and so fervently did she value his remembrance , and prefer him to every other man , that all her good sense , and all her attention to the feelings of her friends , were requisite to check the indulgence of those regrets which must have been injurious to her own health and their tranquillity . “ Well , Lizzy , ” said Mrs. Bennet , one day , “ what is your opinion _ now _ of this sad business of Jane ’s ? 
Charles Bingley	patient	expressed	All Elizabeth ’s anger against him had been long done away ; but had she still felt any , it could hardly have stood its ground against the unaffected cordiality with which he expressed himself on seeing her again . 
Charles Bingley	patient	see	They had long wished to see him . 
Charles Bingley	patient	seeing	Bingley was ready , Georgiana was eager , and Darcy determined , to be pleased . In seeing Bingley , her thoughts naturally flew to her sister ; and oh ! how ardently did she long to know whether any of his were directed in a like manner . 
Charles Bingley	patient	see	He is nothing to us , you know , and I am sure I never want to see him again . 
Charles Bingley	patient	visiting	You forced me into visiting him last year , and promised , if I went to see him , he should marry one of my daughters . 
Charles Bingley	patient	see	You forced me into visiting him last year , and promised , if I went to see him , he should marry one of my daughters . 
Charles Bingley	patient	asking	But , however , that sha n’t prevent my asking him to dine here , I am determined . 
Charles Bingley	patient	see	Consoled by this resolution , she was the better able to bear her husband ’s incivility ; though it was very mortifying to know that her neighbours might all see Mr. Bingley , in consequence of it , before _ they _ did . 
Charles Bingley	patient	see	“ It would be nothing ; I could see him with perfect indifference ; but I can hardly bear to hear it thus perpetually talked of . 
Charles Bingley	patient	comfort	“ I wish I could say anything to comfort you , ” replied Elizabeth ; “ but it is wholly out of my power . 
Charles Bingley	patient	seeing	She counted the days that must intervene before their invitation could be sent -- hopeless of seeing him before . 
Charles Bingley	patient	asked	It drew from her , however , the exertion of speaking , which nothing else had so effectually done before ; and she asked Bingley whether he meant to make any stay in the country at present . 
Charles Bingley	patient	oblige	I am sure he will be vastly happy to oblige you , and will save all the best of the coveys for you . ” 
Charles Bingley	patient	assure	I have not forgot , you see ; and I assure you I was very much disappointed that you did not come back and keep your engagement . 
Charles Bingley	patient	keep	I have not forgot , you see ; and I assure you I was very much disappointed that you did not come back and keep your engagement . 
Charles Bingley	patient	invite	Her prudent mother , occupied by the same ideas , forbore to invite him to sit by herself . 
Charles Bingley	patient	placed	He placed himself by her . 
Charles Bingley	patient	get	Mrs. Bennet , in short , was in very great spirits : she had seen enough of Bingley ’s behaviour to Jane to be convinced that she would get him at last ; and her expectations of advantage to her family , when in a happy humour , were so far beyond reason , that she was quite disappointed at not seeing him there again the next day , to make his proposals . 
Charles Bingley	patient	seeing	Mrs. Bennet , in short , was in very great spirits : she had seen enough of Bingley ’s behaviour to Jane to be convinced that she would get him at last ; and her expectations of advantage to her family , when in a happy humour , were so far beyond reason , that she was quite disappointed at not seeing him there again the next day , to make his proposals . 
Charles Bingley	patient	blessed	I am perfectly satisfied , from what his manners now are , that he never had any design of engaging my affection . It is only that he is blessed with greater sweetness of address , and a stronger desire of generally pleasing , than any other man . ” 
Charles Bingley	patient	left	His friend had left him that morning for London , but was to return home in ten days ’ time . 
Charles Bingley	patient	invited	Mrs. Bennet invited him to dine with them ; but , with many expressions of concern , he confessed himself engaged elsewhere . 
Charles Bingley	patient	come	He is come -- Mr. Bingley is come . 
Charles Bingley	patient	disgust	There was nothing of presumption or folly in Bingley that could provoke his ridicule , or disgust him into silence ; and he was more communicative , and less eccentric , than the other had ever seen him . 
Charles Bingley	patient	seen	There was nothing of presumption or folly in Bingley that could provoke his ridicule , or disgust him into silence ; and he was more communicative , and less eccentric , than the other had ever seen him . 
Charles Bingley	patient	attached	In the absence of Jane , he always attached himself to Elizabeth for the pleasure of talking of her ; and when Bingley was gone , Jane constantly sought the same means of relief . 
Charles Bingley	patient	gone	In the absence of Jane , he always attached himself to Elizabeth for the pleasure of talking of her ; and when Bingley was gone , Jane constantly sought the same means of relief . 
Charles Bingley	patient	see	It would vex me , indeed , to see you again the dupe of Miss Bingley ’s pretended regard . ” 
Charles Bingley	patient	offended	I was obliged to confess one thing , which for a time , and not unjustly , offended him . 
Charles Bingley	patient	do	“ What do you mean ? ” “ Why , I must confess that I love him better than I do Bingley . 
Charles Bingley	patient	mention	She had been unwilling to mention Bingley ; and the unsettled state of her own feelings had made her equally avoid the name of his friend : but now she would no longer conceal from her his share in Lydia ’s marriage . 
Charles Bingley	patient	fixing	If a woman conceals her affection with the same skill from the object of it , she may lose the opportunity of fixing him ; and it will then be but poor consolation to believe the world equally in the dark . 
Charles Bingley	patient	help	Bingley likes your sister undoubtedly ; but he may never do more than like her , if she does not help him on . 
