Character	Role	Event	Context
Maria Bertram	patient	tell	In a few minutes Mr. Bertram was called out of the room to satisfy some doubts of the carpenter ; and being accompanied by Mr. Yates , and followed soon afterwards by Mr. Rushworth , Edmund almost immediately took the opportunity of saying , “ I can not , before Mr. Yates , speak what I feel as to this play , without reflecting on his friends at Ecclesford ; but I must now , my dear Maria , tell _ you _ , that I think it exceedingly unfit for private representation , and that I hope you will give it up . 
Maria Bertram	patient	suppose	I can not but suppose you _ will _ when you have read it carefully over . 
Maria Bertram	patient	send	It will not be necessary to send you to your _ father ’s _ judgment , I am convinced . ” 
Maria Bertram	patient	assure	“ I am perfectly acquainted with the play , I assure you ; and with a very few omissions , and so forth , which will be made , of course , I can see nothing objectionable in it ; and _ I _ am not the _ only _ young woman you find who thinks it very fit for private representation . ” 
Maria Bertram	patient	supposed	Say that , on examining the part , you feel yourself unequal to it ; that you find it requiring more exertion and confidence than you can be supposed to have . 
Maria Bertram	patient	told	you have never told me . ” 
Maria Bertram	patient	pressed	The hand which had so pressed hers to his heart ! the hand and the heart were alike motionless and passive now ! 
Maria Bertram	patient	supported	Her spirit supported her , but the agony of her mind was severe . 
Maria Bertram	patient	addressed	With solemn kindness Sir Thomas addressed her : told her his fears , inquired into her wishes , entreated her to be open and sincere , and assured her that every inconvenience should be braved , and the connexion entirely given up , if she felt herself unhappy in the prospect of it . 
Maria Bertram	patient	entreated	With solemn kindness Sir Thomas addressed her : told her his fears , inquired into her wishes , entreated her to be open and sincere , and assured her that every inconvenience should be braved , and the connexion entirely given up , if she felt herself unhappy in the prospect of it . 
Maria Bertram	patient	assured	With solemn kindness Sir Thomas addressed her : told her his fears , inquired into her wishes , entreated her to be open and sincere , and assured her that every inconvenience should be braved , and the connexion entirely given up , if she felt herself unhappy in the prospect of it . 
Maria Bertram	patient	release	He would act for her and release her . 
Maria Bertram	patient	pledged	She was in a state of mind to be glad that she had secured her fate beyond recall : that she had pledged herself anew to Sotherton ; that she was safe from the possibility of giving Crawford the triumph of governing her actions , and destroying her prospects ; and retired in proud resolve , determined only to behave more cautiously to Mr. Rushworth in future , that her father might not be again suspecting her . 
Maria Bertram	patient	governing	She was in a state of mind to be glad that she had secured her fate beyond recall : that she had pledged herself anew to Sotherton ; that she was safe from the possibility of giving Crawford the triumph of governing her actions , and destroying her prospects ; and retired in proud resolve , determined only to behave more cautiously to Mr. Rushworth in future , that her father might not be again suspecting her . 
Maria Bertram	patient	suspecting	She was in a state of mind to be glad that she had secured her fate beyond recall : that she had pledged herself anew to Sotherton ; that she was safe from the possibility of giving Crawford the triumph of governing her actions , and destroying her prospects ; and retired in proud resolve , determined only to behave more cautiously to Mr. Rushworth in future , that her father might not be again suspecting her . 
Maria Bertram	patient	removed	Mrs. Rushworth was quite ready to retire , and make way for the fortunate young woman whom her dear son had selected ; and very early in November removed herself , her maid , her footman , and her chariot , with true dowager propriety , to Bath , there to parade over the wonders of Sotherton in her evening parties ; enjoying them as thoroughly , perhaps , in the animation of a card - table , as she had ever done on the spot ; and before the middle of the same month the ceremony had taken place which gave Sotherton another mistress . 
Maria Bertram	patient	envy	One need not envy the new Mrs. Rushworth with such a home as _ that _ . ” 
Maria Bertram	patient	want	Miss Crawford knew Mrs. Norris too well to think of gratifying _ her _ by commendation of Fanny ; to her , it was as the occasion offered—“Ah ! ma’am , how much we want dear Mrs. Rushworth and Julia to - night ! ” and Mrs. Norris paid her with as many smiles and courteous words as she had time for , amid so much occupation as she found for herself in making up card - tables , giving hints to Sir Thomas , and trying to move all the chaperons to a better part of the room . 
Maria Bertram	patient	have	It will be a bitter pill to her ; that is , like other bitter pills , it will have two moments ’ ill flavour , and then be swallowed and forgotten ; for I am not such a coxcomb as to suppose her feelings more lasting than other women ’s , though _ I _ was the object of them . 
Maria Bertram	patient	implicated	Maria and Julia , and especially Maria , were so closely implicated in Mr. Crawford ’s misconduct , that she could not give his character , such as she believed it , without betraying them . 
Maria Bertram	patient	gave	Maria is nobly married ; but had Mr. Crawford sought Julia ’s hand , I should have given it to him with superior and more heartfelt satisfaction than I gave Maria ’s to Mr. Rushworth . ” 
Maria Bertram	patient	got	I was in it two years ago , when it was Lady Lascelle ’s , and prefer it to almost any I know in London , and certainly she will then feel , to use a vulgar phrase , that she has got her pennyworth for her penny . 
Maria Bertram	patient	tease	I hope she will recollect it , and be satisfied , as well as she may , with moving the queen of a palace , though the king may appear best in the background ; and as I have no desire to tease her , I shall never _ force _ your name upon her again . 
Maria Bertram	patient	overpowered	Maria was her first favourite , the dearest of all ; the match had been her own contriving , as she had been wo nt with such pride of heart to feel and say , and this conclusion of it almost overpowered her . She was an altered creature , quieted , stupefied , indifferent to everything that passed . 
Maria Bertram	patient	fancy	; she had been unable to direct or dictate , or even fancy herself useful . 
Maria Bertram	patient	treated	might perhaps arise almost as much from the personal disrespect with which she had herself been treated as from sensibility for her son . 
Maria Bertram	patient	treated	might perhaps arise almost as much from the personal disrespect with which she had herself been treated as from sensibility for her son . 
Maria Bertram	patient	concealed	But had she been less obstinate , or of less weight with her son , who was always guided by the last speaker , by the person who could get hold of and shut him up , the case would still have been hopeless , for Mrs. Rushworth did not appear again , and there was every reason to conclude her to be concealed somewhere with Mr. Crawford , who had quitted his uncle ’s house , as for a journey , on the very day of her absenting herself . 
Maria Bertram	patient	snatching	Sir Thomas , however , remained yet a little longer in town , in the hope of discovering and snatching her from farther vice , though all was lost on the side of character . _ His _ present state Fanny could hardly bear to think of . 
Maria Bertram	patient	obliged	She hoped to marry him , and they continued together till she was obliged to be convinced that such hope was vain , and till the disappointment and wretchedness arising from the conviction rendered her temper so bad , and her feelings for him so like hatred , as to make them for a while each other ’s punishment , and then induce a voluntary separation . 
Maria Bertram	patient	placed	Where she could be placed became a subject of most melancholy and momentous consultation . 
Maria Bertram	patient	felt	He had felt her as an hourly evil , which was so much the worse , as there seemed no chance of its ceasing but with life ; she seemed a part of himself that must be borne for ever . 
Maria Bertram	patient	regretted	She was regretted by no one at Mansfield . 
Maria Bertram	patient	withdrawing	After the first bitterness of the conviction of being slighted was over , she had been tolerably soon in a fair way of not thinking of him again ; and when the acquaintance was renewed in town , and Mr. Rushworth ’s house became Crawford ’s object , she had had the merit of withdrawing herself from it , and of chusing that time to pay a visit to her other friends , in order to secure herself from being again too much attracted . 
Maria Bertram	patient	secure	After the first bitterness of the conviction of being slighted was over , she had been tolerably soon in a fair way of not thinking of him again ; and when the acquaintance was renewed in town , and Mr. Rushworth ’s house became Crawford ’s object , she had had the merit of withdrawing herself from it , and of chusing that time to pay a visit to her other friends , in order to secure herself from being again too much attracted . 
Maria Bertram	patient	meet	But he was pressed to stay for Mrs. Fraser ’s party ; his staying was made of flattering consequence , and he was to meet Mrs. Rushworth there . 
Maria Bertram	patient	saw	He saw Mrs. Rushworth , was received by her with a coldness which ought to have been repulsive , and have established apparent indifference between them for ever ; but he was mortified , he could not bear to be thrown off by the woman whose smiles had been so wholly at his command : he must exert himself to subdue so proud a display of resentment ; it was anger on Fanny ’s account ; he must get the better of it , and make Mrs. Rushworth Maria Bertram again in her treatment of himself . 
Maria Bertram	patient	see	When he returned from Richmond , he would have been glad to see Mrs. Rushworth no more . 
Julia Bertram	agent	leave	“ I hope she will not tease my poor pug , ” said Lady Bertram ; “ I have but just got Julia to leave it alone . ” “ There will be some difficulty in our way , Mrs. Norris , ” observed Sir Thomas , “ as to the distinction proper to be made between the girls as they grow up : how to preserve in the minds of my _ daughters _ the consciousness of what they are , without making them think too lowly of their cousin ; and how , without depressing her spirits too far , to make her remember that she is not a _ Miss Bertram _ . 
Julia Bertram	agent	seemed	Mrs. Rushworth acknowledged herself very desirous that her son should marry , and declared that of all the young ladies she had ever seen , Miss Bertram seemed , by her amiable qualities and accomplishments , the best adapted to make him happy . 
Julia Bertram	agent	has	She has the advantage in every feature , and I prefer her countenance ; but I like Julia best ; Miss Bertram is certainly the handsomest , and I have found her the most agreeable , but I shall always like Julia best , because you order me . ” 
Julia Bertram	agent	feels	Her cares are over , and she feels that she may exert all her powers of pleasing without suspicion . 
Julia Bertram	agent	exert	Her cares are over , and she feels that she may exert all her powers of pleasing without suspicion . 
Julia Bertram	agent	care	“ But Miss Bertram does not care three straws for him ; _ that _ is your opinion of your intimate friend . 
Julia Bertram	agent	give	I think too well of Miss Bertram to suppose she would ever give her hand without her heart . 
Julia Bertram	agent	see	“ I wish you could see Compton , ” said he ; “ it is the most complete thing ! 
Julia Bertram	agent	see	The approach _ now _ , is one of the finest things in the country : you see the house in the most surprising manner . 
Julia Bertram	agent	said	“ Your best friend upon such an occasion , ” said Miss Bertram calmly , “ would be Mr. Repton , I imagine . ” 
Julia Bertram	agent	imagine	“ Your best friend upon such an occasion , ” said Miss Bertram calmly , “ would be Mr. Repton , I imagine . ” 
Julia Bertram	agent	have	You have space to work upon there , and grounds that will well reward you . 
Julia Bertram	agent	thought	But Miss Bertram thought it most becoming to reply — “ The avenue ! 
Julia Bertram	agent	recollect	I do not recollect it . 
Julia Bertram	agent	know	I really know very little of Sotherton . ” 
Julia Bertram	agent	like	“ I should like to see Sotherton before it is cut down , to see the place as it is now , in its old state ; but I do not suppose I shall . ” 
Julia Bertram	agent	suppose	“ I should like to see Sotherton before it is cut down , to see the place as it is now , in its old state ; but I do not suppose I shall . ” 
Julia Bertram	agent	suppose	“ I should like to see Sotherton before it is cut down , to see the place as it is now , in its old state ; but I do not suppose I shall . ” 
Julia Bertram	agent	see	Whenever I do see it , you will tell me how it has been altered . ” 
Julia Bertram	agent	think	Mr. Rushworth is quite right , I think , in meaning to give it a modern dress , and I have no doubt that it will be all done extremely well . ” 
Julia Bertram	agent	have	Mr. Rushworth is quite right , I think , in meaning to give it a modern dress , and I have no doubt that it will be all done extremely well . ” 
Julia Bertram	agent	hear	You have been an improver yourself , and from what I hear of Everingham , it may vie with any place in England . 
Julia Bertram	agent	give	What would I not give to see it again ! ” 
Julia Bertram	agent	said	“ You are fond of the sort of thing ? ” said Julia . 
Julia Bertram	agent	caught	Mrs. Grant , hearing the latter part of this speech , enforced it warmly , persuaded that no judgment could be equal to her brother ’s ; and as Miss Bertram caught at the idea likewise , and gave it her full support , declaring that , in her opinion , it was infinitely better to consult with friends and disinterested advisers , than immediately to throw the business into the hands of a professional man , Mr. Rushworth was very ready to request the favour of Mr. Crawford ’s assistance ; and 
Julia Bertram	agent	gave	Mrs. Grant , hearing the latter part of this speech , enforced it warmly , persuaded that no judgment could be equal to her brother ’s ; and as Miss Bertram caught at the idea likewise , and gave it her full support , declaring that , in her opinion , it was infinitely better to consult with friends and disinterested advisers , than immediately to throw the business into the hands of a professional man , Mr. Rushworth was very ready to request the favour of Mr. Crawford ’s assistance ; and 
Julia Bertram	agent	said	“ I was sure she would ride well , ” said Julia ; “ she has the make for it . Her figure is as neat as her brother ’s . ” “ Yes , ” added Maria , “ and her spirits are as good , and she has the same energy of character . 
Julia Bertram	agent	walked	Between ten and eleven Edmund and Julia walked into the drawing - room , fresh with the evening air , glowing and cheerful , the very reverse of what they found in the three ladies sitting there , for Maria would scarcely raise her eyes from her book , and Lady Bertram was half - asleep ; and even Mrs. Norris , discomposed by her niece ’s ill - humour , and having asked one or two questions about the dinner , which were not immediately attended to , seemed almost determined to say no more . 
Julia Bertram	agent	seemed	Between ten and eleven Edmund and Julia walked into the drawing - room , fresh with the evening air , glowing and cheerful , the very reverse of what they found in the three ladies sitting there , for Maria would scarcely raise her eyes from her book , and Lady Bertram was half - asleep ; and even Mrs. Norris , discomposed by her niece ’s ill - humour , and having asked one or two questions about the dinner , which were not immediately attended to , seemed almost determined to say no more . 
Julia Bertram	agent	say	You should learn to think of other people ; and , take my word for it , it is a shocking trick for a young person to be always lolling upon a sofa . ” Before half this was said , Fanny was returned to her seat at the table , and had taken up her work again ; and Julia , who was in high good - humour , from the pleasures of the day , did her the justice of exclaiming , “ I must say , ma’am , that Fanny is as little upon the sofa as anybody in the house . ” “ Fanny , ” said Edmund , after looking at her attentively , “ I am sure you have the headache . ” She could not deny it , but said it was not very bad . “ I can hardly believe you , ” he replied ; “ I know your looks too well . 
Julia Bertram	agent	cried	“ What ! ” cried Julia : “ go boxed up three in a postchaise in this weather , when we may have seats in a barouche ! 
Julia Bertram	agent	added	“ It seems very odd , ” said Maria , “ that you should be staying at home instead of Fanny . ” “ I am sure she ought to be very much obliged to you , ” added Julia , hastily leaving the room as she spoke , from a consciousness that she ought to offer to stay at home herself . 
Julia Bertram	agent	spoke	“ It seems very odd , ” said Maria , “ that you should be staying at home instead of Fanny . ” “ I am sure she ought to be very much obliged to you , ” added Julia , hastily leaving the room as she spoke , from a consciousness that she ought to offer to stay at home herself . 
Julia Bertram	agent	had	For the first seven miles Miss Bertram had very little real comfort : her prospect always ended in Mr. Crawford and her sister sitting side by side , full of conversation and merriment ; and to see only his expressive profile as he turned with a smile to Julia , or to catch the laugh of the other , was a perpetual source of irritation , which her own sense of propriety could but just smooth over . 
Julia Bertram	agent	looked	When Julia looked back , it was with a countenance of delight , and whenever she spoke to them , it was in the highest spirits : 
Julia Bertram	agent	spoke	When Julia looked back , it was with a countenance of delight , and whenever she spoke to them , it was in the highest spirits : 
Julia Bertram	agent	wished	“ her view of the country was charming , she wished they could all see it , ” etc . ; but her only offer of exchange was addressed to Miss Crawford , as they gained the summit of a long hill , and was not more inviting than this : “ Here is a fine burst of country . 
Julia Bertram	agent	addressed	“ her view of the country was charming , she wished they could all see it , ” etc . ; but her only offer of exchange was addressed to Miss Crawford , as they gained the summit of a long hill , and was not more inviting than this : “ Here is a fine burst of country . 
Julia Bertram	agent	wish	I wish you had my seat , but I dare say you will not take it , let me press you ever so much ; ” 
Julia Bertram	agent	dare	I wish you had my seat , but I dare say you will not take it , let me press you ever so much ; ” 
Julia Bertram	agent	dare	I wish you had my seat , but I dare say you will not take it , let me press you ever so much ; ” 
Julia Bertram	agent	press	I wish you had my seat , but I dare say you will not take it , let me press you ever so much ; ” 
Julia Bertram	agent	had	She had Rushworth feelings , and Crawford feelings , and in the vicinity of Sotherton the former had considerable effect . 
Julia Bertram	agent	had	She had Rushworth feelings , and Crawford feelings , and in the vicinity of Sotherton the former had considerable effect . 
Julia Bertram	agent	tell	She could not tell Miss Crawford that “ those woods belonged to Sotherton , ” she could not carelessly observe that “ she believed that it was now all Mr. Rushworth ’s property on each side of the road , ” without elation of heart ; and it was a pleasure to increase with their approach to the capital freehold mansion , and ancient manorial residence of the family , with all its rights of court - leet and court - baron . “ Now we shall have no more rough road , Miss Crawford ; our difficulties are over . 
Julia Bertram	agent	observe	She could not tell Miss Crawford that “ those woods belonged to Sotherton , ” she could not carelessly observe that “ she believed that it was now all Mr. Rushworth ’s property on each side of the road , ” without elation of heart ; and it was a pleasure to increase with their approach to the capital freehold mansion , and ancient manorial residence of the family , with all its rights of court - leet and court - baron . “ Now we shall have no more rough road , Miss Crawford ; our difficulties are over . 
Julia Bertram	agent	believed	She could not tell Miss Crawford that “ those woods belonged to Sotherton , ” she could not carelessly observe that “ she believed that it was now all Mr. Rushworth ’s property on each side of the road , ” without elation of heart ; and it was a pleasure to increase with their approach to the capital freehold mansion , and ancient manorial residence of the family , with all its rights of court - leet and court - baron . “ Now we shall have no more rough road , Miss Crawford ; our difficulties are over . 
Julia Bertram	agent	see	You may see something of it here — something of the more distant trees . 
Julia Bertram	agent	speak	Miss Bertram could now speak with decided information of what she had known nothing about when Mr. Rushworth had asked her opinion ; and her spirits were in as happy a flutter as vanity and pride could furnish , when they drove up to the spacious stone steps before the principal entrance . CHAPTER IX Mr. Rushworth was at the door to receive his fair lady ; and the whole party were welcomed by him with due attention . 
Julia Bertram	agent	had	In the drawing - room they were met with equal cordiality by the mother , and Miss Bertram had all the distinction with each that she could wish . 
Julia Bertram	agent	wish	In the drawing - room they were met with equal cordiality by the mother , and Miss Bertram had all the distinction with each that she could wish . 
Julia Bertram	agent	called	While this was passing , the rest of the party being scattered about the chapel , Julia called Mr. Crawford ’s attention to her sister , by saying , “ Do look at Mr. Rushworth and Maria , standing side by side , exactly as if the ceremony were going to be performed . Have not they completely the air of it ? ” 
Julia Bertram	agent	carried	Julia , joining them at the moment , carried on the joke . 
Julia Bertram	agent	cried	“ If Edmund were but in orders ! ” cried Julia , and running to where he stood with Miss Crawford and Fanny : “ My dear Edmund , if you were but in orders now , you might perform the ceremony directly . 
Julia Bertram	agent	spoke	Miss Crawford ’s countenance , as Julia spoke , might have amused a disinterested observer . 
Julia Bertram	agent	led	Miss Bertram , displeased with her sister , led the way , and all seemed to feel that they had been there long enough . 
Julia Bertram	agent	seemed	Miss Bertram , displeased with her sister , led the way , and all seemed to feel that they had been there long enough . 
Julia Bertram	agent	followed	Mr. Crawford was soon followed by Miss Bertram and Mr. Rushworth ; and when , after a little time , the others began to form into parties , these three were found in busy consultation on the terrace by Edmund , Miss Crawford , and Fanny , who seemed as naturally to unite , and who , after a short participation of their regrets and difficulties , left them and walked on . 
Julia Bertram	agent	issued	She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . 
Julia Bertram	agent	expressed	After some minutes spent in this way , Miss Bertram , observing the iron gate , expressed a wish of passing through it into the park , that their views and their plans might be more comprehensive . 
Julia Bertram	agent	find	I find it better , grander , more complete in its style , though that style may not be the best . 
Julia Bertram	agent	think	And to tell you the truth , ” speaking rather lower , “ I do not think that _ I _ shall ever see Sotherton again with so much pleasure as I do now . 
Julia Bertram	agent	see	And to tell you the truth , ” speaking rather lower , “ I do not think that _ I _ shall ever see Sotherton again with so much pleasure as I do now . 
Julia Bertram	agent	began	Miss Bertram began again . 
Julia Bertram	agent	laughing	You and Julia were laughing the whole way . ” 
Julia Bertram	agent	believe	I could not have hoped to entertain you with Irish anecdotes during a ten miles ’ drive . ” “ Naturally , I believe , I am as lively as Julia , but I have more to think of now . ” 
Julia Bertram	agent	have	I could not have hoped to entertain you with Irish anecdotes during a ten miles ’ drive . ” “ Naturally , I believe , I am as lively as Julia , but I have more to think of now . ” 
Julia Bertram	agent	thought	I thought Maria and Mr. Crawford were with you . ” Fanny explained . 
Julia Bertram	agent	sitting	Such a penance as I have been enduring , while you were sitting here so composed and so happy ! 
Julia Bertram	agent	contrive	It might have been as well , perhaps , if you had been in my place , but you always contrive to keep out of these scrapes . 
Julia Bertram	agent	seen	Julia was vexed , and her temper was hasty ; but she felt that it would not last , and therefore , taking no notice , only asked her if she had not seen Mr. Rushworth . 
Julia Bertram	agent	scrambled	” And she immediately scrambled across the fence , and walked away , not attending to Fanny ’s last question of whether she had seen anything of Miss Crawford and Edmund . 
Julia Bertram	agent	walked	” And she immediately scrambled across the fence , and walked away , not attending to Fanny ’s last question of whether she had seen anything of Miss Crawford and Edmund . 
Julia Bertram	agent	seen	” And she immediately scrambled across the fence , and walked away , not attending to Fanny ’s last question of whether she had seen anything of Miss Crawford and Edmund . 
Julia Bertram	agent	thought	“ Miss Bertram thought you would follow her . ” “ I should not have had to follow her if she had staid . ” 
Julia Bertram	agent	staid	“ Miss Bertram thought you would follow her . ” “ I should not have had to follow her if she had staid . ” 
Julia Bertram	agent	leaving	Whatever cross - accidents had occurred to intercept the pleasures of her nieces , she had found a morning of complete enjoyment ; for the housekeeper , after a great many courtesies on the subject of pheasants , had taken her to the dairy , told her all about their cows , and given her the receipt for a famous cream cheese ; and since Julia ’s leaving them they had been met by the gardener , with whom she had made a most satisfactory acquaintance , for she had set him right as to his grandson ’s illness , convinced him that it was an ague , and promised him a charm for it ; and he , in return , had shewn her all his choicest nursery of plants , and actually presented her with a very curious specimen of heath . 
Julia Bertram	agent	made	Miss Bertram had made up her mind to something different , and was a little disappointed ; but her conviction of being really the one preferred comforted her under it , and enabled her to receive Mr. 
Julia Bertram	agent	comforted	Miss Bertram had made up her mind to something different , and was a little disappointed ; but her conviction of being really the one preferred comforted her under it , and enabled her to receive Mr. 
Julia Bertram	agent	admit	He went for a fortnight — a fortnight of such dullness to the Miss Bertrams as ought to have put them both on their guard , and made even Julia admit , in her jealousy of her sister , the absolute necessity of distrusting his attentions , and wishing him not to return ; and a fortnight of sufficient leisure , in the intervals of shooting and sleeping , to have convinced the gentleman that he ought to keep longer away , had he been more in the habit of examining his own motives , and of reflecting to what the indulgence of his idle vanity was tending ; but , thoughtless and selfish from prosperity and bad example , he would not look beyond the present moment . 
Julia Bertram	agent	felt	Maria , with only Mr. Rushworth to attend to her , and doomed to the repeated details of his day ’s sport , good or bad , his boast of his dogs , his jealousy of his neighbours , his doubts of their qualifications , and his zeal after poachers , subjects which will not find their way to female feelings without some talent on one side or some attachment on the other , had missed Mr. Crawford grievously ; and Julia , unengaged and unemployed , felt all the right of missing him much more . 
Julia Bertram	agent	dare	“ I dare say he did , ma’am . 
Julia Bertram	agent	look	Miss Bertram did indeed look happy , her eyes were sparkling with pleasure , and she was speaking with great animation , for Julia and her partner , Mr. Crawford , were close to her ; they were all in a cluster together . 
Julia Bertram	agent	sparkling	Miss Bertram did indeed look happy , her eyes were sparkling with pleasure , and she was speaking with great animation , for Julia and her partner , Mr. Crawford , were close to her ; they were all in a cluster together . 
Julia Bertram	agent	speaking	Miss Bertram did indeed look happy , her eyes were sparkling with pleasure , and she was speaking with great animation , for Julia and her partner , Mr. Crawford , were close to her ; they were all in a cluster together . 
Julia Bertram	agent	looked	How she had looked before , Fanny could not recollect , for she had been dancing with Edmund herself , and had not thought about her . 
Julia Bertram	agent	said	“ Now , Edmund , do not be disagreeable , ” said Julia . 
Julia Bertram	agent	seem	Julia _ did _ seem inclined to admit that Maria ’s situation might require particular caution and delicacy — but that could not extend to _ her_—she was at liberty ; and Maria evidently considered her engagement as only raising her so much more above restraint , and leaving her less occasion than Julia to consult either father or mother . 
Julia Bertram	agent	considered	Julia _ did _ seem inclined to admit that Maria ’s situation might require particular caution and delicacy — but that could not extend to _ her_—she was at liberty ; and Maria evidently considered her engagement as only raising her so much more above restraint , and leaving her less occasion than Julia to consult either father or mother . 
Julia Bertram	agent	took	Miss Bertram , feeling all the interest of an Agatha in the question , took on her to decide it , by observing to Mr. Yates that this was a point in which height and figure ought to be considered , and that _ his _ being the tallest , seemed to fit him peculiarly for the Baron . 
Julia Bertram	agent	began	Three of the characters were now cast , besides Mr. Rushworth , who was always answered for by Maria as willing to do anything ; when Julia , meaning , like her sister , to be Agatha , began to be scrupulous on Miss Crawford ’s account . 
Julia Bertram	agent	said	“ This is not behaving well by the absent , ” said she . 
Julia Bertram	agent	saw	She saw a glance at Maria which confirmed the injury to herself : it was a scheme , a trick ; she was slighted , Maria was preferred ; the smile of triumph which Maria was trying to suppress shewed how well it was understood ; and before Julia could command herself enough to speak , her brother gave his weight against her too , by saying , “ Oh yes ! 
Julia Bertram	agent	fancies	Though Julia fancies she prefers tragedy , I would not trust her in it . 
Julia Bertram	agent	prefers	Though Julia fancies she prefers tragedy , I would not trust her in it . 
Julia Bertram	agent	has	She has not the look of it . 
Julia Bertram	agent	walks	Her features are not tragic features , and she walks too quick , and speaks too quick , and would not keep her countenance . 
Julia Bertram	agent	speaks	Her features are not tragic features , and she walks too quick , and speaks too quick , and would not keep her countenance . 
Julia Bertram	agent	have	If the part is trifling she will have more credit in making something of it ; and if she is so desperately bent against everything humorous , let her take Cottager ’s speeches instead of Cottager ’s wife ’s , and so change the parts all through ; _ he _ 
Julia Bertram	agent	let	If the part is trifling she will have more credit in making something of it ; and if she is so desperately bent against everything humorous , let her take Cottager ’s speeches instead of Cottager ’s wife ’s , and so change the parts all through ; _ he _ 
Julia Bertram	agent	take	If the part is trifling she will have more credit in making something of it ; and if she is so desperately bent against everything humorous , let her take Cottager ’s speeches instead of Cottager ’s wife ’s , and so change the parts all through ; _ he _ 
Julia Bertram	agent	like	She would not like it . 
Julia Bertram	agent	do	She would not do well . 
Julia Bertram	agent	looks	She looks the part , and I am persuaded will do it admirably . ” 
Julia Bertram	agent	persuaded	She looks the part , and I am persuaded will do it admirably . ” 
Julia Bertram	agent	wavered	Julia wavered ; but was he only trying to soothe and pacify her , and make her overlook the previous affront ? 
Julia Bertram	agent	overlook	Julia wavered ; but was he only trying to soothe and pacify her , and make her overlook the previous affront ? 
Julia Bertram	agent	distrusted	She distrusted him . 
Julia Bertram	agent	looked	She looked suspiciously at her sister ; Maria ’s countenance was to decide it : if she were vexed and alarmed — but Maria looked all serenity and satisfaction , and Julia well knew that on this ground Maria could not be happy but at her expense . 
Julia Bertram	agent	come	With hasty indignation , therefore , and a tremulous voice , she said to him , “ You do not seem afraid of not keeping your countenance when I come in with a basket of provisions — though one might have supposed — but it is only as Agatha that I was to be so overpowering ! ” 
Julia Bertram	agent	stopped	She stopped — Henry Crawford looked rather foolish , and as if he did not know what to say . 
Julia Bertram	agent	wanting	“ Do not be afraid of _ my _ wanting the character , ” cried Julia , with angry quickness : “ I am _ not _ to be Agatha , and I am sure I will do nothing else ; and as to Amelia , it is of all parts in the world the most disgusting to me . 
Julia Bertram	agent	cried	“ Do not be afraid of _ my _ wanting the character , ” cried Julia , with angry quickness : “ I am _ not _ to be Agatha , and I am sure I will do nothing else ; and as to Amelia , it is of all parts in the world the most disgusting to me . 
Julia Bertram	agent	do	“ Do not be afraid of _ my _ wanting the character , ” cried Julia , with angry quickness : “ I am _ not _ to be Agatha , and I am sure I will do nothing else ; and as to Amelia , it is of all parts in the world the most disgusting to me . 
Julia Bertram	agent	detest	I quite detest her . 
Julia Bertram	agent	protested	I have always protested against comedy , and this is comedy in its worst form . ” 
Julia Bertram	agent	walked	And so saying , she walked hastily out of the room , leaving awkward feelings to more than one , but exciting small compassion in any except Fanny , who had been a quiet auditor of the whole , and who could not think of her as under the agitations of _ jealousy _ without great pity . 
Julia Bertram	agent	leaving	A short silence succeeded her leaving them ; but her brother soon returned to business and Lovers ’ Vows , and was eagerly looking over the play , with Mr. Yates ’s help , to ascertain what scenery would be necessary — while Maria and Henry Crawford conversed together in an under - voice , and the declaration with which she began of , “ I am sure I would give up the part to Julia most willingly , but that though I shall probably do it very ill , I feel persuaded _ she _ would do it worse , ” was doubtless receiving all the compliments it called for . 
Julia Bertram	agent	began	A short silence succeeded her leaving them ; but her brother soon returned to business and Lovers ’ Vows , and was eagerly looking over the play , with Mr. Yates ’s help , to ascertain what scenery would be necessary — while Maria and Henry Crawford conversed together in an under - voice , and the declaration with which she began of , “ I am sure I would give up the part to Julia most willingly , but that though I shall probably do it very ill , I feel persuaded _ she _ would do it worse , ” was doubtless receiving all the compliments it called for . 
Julia Bertram	agent	feel	A short silence succeeded her leaving them ; but her brother soon returned to business and Lovers ’ Vows , and was eagerly looking over the play , with Mr. Yates ’s help , to ascertain what scenery would be necessary — while Maria and Henry Crawford conversed together in an under - voice , and the declaration with which she began of , “ I am sure I would give up the part to Julia most willingly , but that though I shall probably do it very ill , I feel persuaded _ she _ would do it worse , ” was doubtless receiving all the compliments it called for . 
Julia Bertram	agent	do	A short silence succeeded her leaving them ; but her brother soon returned to business and Lovers ’ Vows , and was eagerly looking over the play , with Mr. Yates ’s help , to ascertain what scenery would be necessary — while Maria and Henry Crawford conversed together in an under - voice , and the declaration with which she began of , “ I am sure I would give up the part to Julia most willingly , but that though I shall probably do it very ill , I feel persuaded _ she _ would do it worse , ” was doubtless receiving all the compliments it called for . 
Julia Bertram	agent	made	The first use she made of her solitude was to take up the volume which had been left on the table , and begin to acquaint herself with the play of which she had heard so much . 
Julia Bertram	agent	heard	The first use she made of her solitude was to take up the volume which had been left on the table , and begin to acquaint herself with the play of which she had heard so much . 
