Character	Role	Event	Context
Colonel Brandon	agent	deserved	Colonel Brandon was now as happy , as all those who best loved him , believed he deserved to be;--in Marianne he was consoled for every past affliction;--her regard and her society restored his mind to animation , and his spirits to cheerfulness ; and that Marianne found her own happiness in forming his , was equally the persuasion and delight of each observing friend . 
Colonel Brandon	agent	thought	That his repentance of misconduct , which thus brought its own punishment , was sincere , need not be doubted;--nor that he long thought of Colonel Brandon with envy , and of Marianne with regret . But that he was for ever inconsolable , that he fled from society , or contracted an habitual gloom of temper , or died of a broken heart , must not be depended on -- for he did neither . He lived to exert , and frequently to enjoy himself . 
Colonel Brandon	agent	fled	That his repentance of misconduct , which thus brought its own punishment , was sincere , need not be doubted;--nor that he long thought of Colonel Brandon with envy , and of Marianne with regret . But that he was for ever inconsolable , that he fled from society , or contracted an habitual gloom of temper , or died of a broken heart , must not be depended on -- for he did neither . He lived to exert , and frequently to enjoy himself . 
Colonel Brandon	agent	contracted	That his repentance of misconduct , which thus brought its own punishment , was sincere , need not be doubted;--nor that he long thought of Colonel Brandon with envy , and of Marianne with regret . But that he was for ever inconsolable , that he fled from society , or contracted an habitual gloom of temper , or died of a broken heart , must not be depended on -- for he did neither . He lived to exert , and frequently to enjoy himself . 
Colonel Brandon	agent	did	That his repentance of misconduct , which thus brought its own punishment , was sincere , need not be doubted;--nor that he long thought of Colonel Brandon with envy , and of Marianne with regret . But that he was for ever inconsolable , that he fled from society , or contracted an habitual gloom of temper , or died of a broken heart , must not be depended on -- for he did neither . He lived to exert , and frequently to enjoy himself . 
Colonel Brandon	agent	lived	That his repentance of misconduct , which thus brought its own punishment , was sincere , need not be doubted;--nor that he long thought of Colonel Brandon with envy , and of Marianne with regret . But that he was for ever inconsolable , that he fled from society , or contracted an habitual gloom of temper , or died of a broken heart , must not be depended on -- for he did neither . He lived to exert , and frequently to enjoy himself . 
Colonel Brandon	agent	enjoy	That his repentance of misconduct , which thus brought its own punishment , was sincere , need not be doubted;--nor that he long thought of Colonel Brandon with envy , and of Marianne with regret . But that he was for ever inconsolable , that he fled from society , or contracted an habitual gloom of temper , or died of a broken heart , must not be depended on -- for he did neither . He lived to exert , and frequently to enjoy himself . 
Colonel Brandon	agent	found	His wife was not always out of humour , nor his home always uncomfortable ; and in his breed of horses and dogs , and in sporting of every kind , he found no inconsiderable degree of domestic felicity . For Marianne , however -- in spite of his incivility in surviving her loss -- he always retained that decided regard which interested him in every thing that befell her , and made her his secret standard of perfection in woman;-- and many a rising beauty would be slighted by him in after - days as bearing no comparison with Mrs. Brandon . 
Colonel Brandon	agent	retained	His wife was not always out of humour , nor his home always uncomfortable ; and in his breed of horses and dogs , and in sporting of every kind , he found no inconsiderable degree of domestic felicity . For Marianne , however -- in spite of his incivility in surviving her loss -- he always retained that decided regard which interested him in every thing that befell her , and made her his secret standard of perfection in woman;-- and many a rising beauty would be slighted by him in after - days as bearing no comparison with Mrs. Brandon . 
Colonel Brandon	agent	slighted	His wife was not always out of humour , nor his home always uncomfortable ; and in his breed of horses and dogs , and in sporting of every kind , he found no inconsiderable degree of domestic felicity . For Marianne , however -- in spite of his incivility in surviving her loss -- he always retained that decided regard which interested him in every thing that befell her , and made her his secret standard of perfection in woman;-- and many a rising beauty would be slighted by him in after - days as bearing no comparison with Mrs. Brandon . 
Colonel Brandon	agent	appeared	Mrs. Dashwood , who could not think a man five years younger than herself , so exceedingly ancient as he appeared to the youthful fancy of her daughter , ventured to clear Mrs. Jennings from the probability of wishing to throw ridicule on his age . 
Colonel Brandon	agent	leave	""" Then , lowering her voice a little , she said to Elinor , "" She is his natural daughter . "" "" Indeed ! "" "" Oh , yes ; and as like him as she can stare . I dare say the Colonel will leave her all his fortune . "" When Sir John returned , he joined most heartily in the general regret on so unfortunate an event ; concluding however by observing , that as they were all got together , they must do something by way of being happy ; and after some consultation it was agreed , that although happiness could only be enjoyed at Whitwell , they might procure a tolerable composure of mind by driving about the country . "
Colonel Brandon	agent	say	""" "" And what did the Colonel say ? "" "
Colonel Brandon	agent	looks	"Colonel Brandon came in while the party were at tea , and by his manner of looking round the room for Marianne , Elinor immediately fancied that he neither expected nor wished to see her there , and , in short , that he was already aware of what occasioned her absence . Mrs. Jennings was not struck by the same thought ; for soon after his entrance , she walked across the room to the tea - table where Elinor presided , and whispered-- "" The Colonel looks as grave as ever you see . "
Colonel Brandon	agent	knows	"He knows nothing of it ; do tell him , my dear . "" He shortly afterwards drew a chair close to her 's , and , with a look which perfectly assured her of his good information , inquired after her sister . "
Colonel Brandon	agent	continued	THESE assured him that his exertion had produced an increase of good - will towards himself , and THESE gave Elinor hopes of its being farther augmented hereafter ; but Mrs. Jennings , who knew nothing of all this , who knew only that the Colonel continued as grave as ever , and that she could neither prevail on him to make the offer himself , nor commission her to make it for him , began , at the end of two days , to think that , instead of Midsummer , they would not be married till Michaelmas , and by the end of a week that it would not be a match at all . The good understanding between the Colonel and Miss Dashwood seemed rather to declare that the honours of the mulberry - tree , the canal , and the yew arbour , would all be made over to HER ; and Mrs. Jennings had , for some time ceased to think at all of Mrs. Ferrars . Early in February , within a fortnight from the receipt of Willoughby 's letter , Elinor had the painful office of informing her sister that he was married . 
Colonel Brandon	agent	began	THESE assured him that his exertion had produced an increase of good - will towards himself , and THESE gave Elinor hopes of its being farther augmented hereafter ; but Mrs. Jennings , who knew nothing of all this , who knew only that the Colonel continued as grave as ever , and that she could neither prevail on him to make the offer himself , nor commission her to make it for him , began , at the end of two days , to think that , instead of Midsummer , they would not be married till Michaelmas , and by the end of a week that it would not be a match at all . The good understanding between the Colonel and Miss Dashwood seemed rather to declare that the honours of the mulberry - tree , the canal , and the yew arbour , would all be made over to HER ; and Mrs. Jennings had , for some time ceased to think at all of Mrs. Ferrars . Early in February , within a fortnight from the receipt of Willoughby 's letter , Elinor had the painful office of informing her sister that he was married . 
Colonel Brandon	agent	heard	"Mrs. Jennings was delighted with her gratitude , and only wondered that after hearing such a sentence , the Colonel should be able to take leave of them , as he immediately did , with the utmost sang - froid , and go away without making her any reply!--She had not thought her old friend could have made so indifferent a suitor . What had really passed between them was to this effect . "" I have heard , "" said he , with great compassion , "" of the injustice your friend Mr. Ferrars has suffered from his family ; for if I understand the matter right , he has been entirely cast off by them for persevering in his engagement with a very deserving young woman.-- Have I been rightly informed?--Is it so?-- "" Elinor told him that it was . "
Colonel Brandon	agent	told	"Mrs. Jennings was delighted with her gratitude , and only wondered that after hearing such a sentence , the Colonel should be able to take leave of them , as he immediately did , with the utmost sang - froid , and go away without making her any reply!--She had not thought her old friend could have made so indifferent a suitor . What had really passed between them was to this effect . "" I have heard , "" said he , with great compassion , "" of the injustice your friend Mr. Ferrars has suffered from his family ; for if I understand the matter right , he has been entirely cast off by them for persevering in his engagement with a very deserving young woman.-- Have I been rightly informed?--Is it so?-- "" Elinor told him that it was . "
Colonel Brandon	agent	said	"Mrs. Jennings was delighted with her gratitude , and only wondered that after hearing such a sentence , the Colonel should be able to take leave of them , as he immediately did , with the utmost sang - froid , and go away without making her any reply!--She had not thought her old friend could have made so indifferent a suitor . What had really passed between them was to this effect . "" I have heard , "" said he , with great compassion , "" of the injustice your friend Mr. Ferrars has suffered from his family ; for if I understand the matter right , he has been entirely cast off by them for persevering in his engagement with a very deserving young woman.-- Have I been rightly informed?--Is it so?-- "" Elinor told him that it was . "
Colonel Brandon	agent	understand	"Mrs. Jennings was delighted with her gratitude , and only wondered that after hearing such a sentence , the Colonel should be able to take leave of them , as he immediately did , with the utmost sang - froid , and go away without making her any reply!--She had not thought her old friend could have made so indifferent a suitor . What had really passed between them was to this effect . "" I have heard , "" said he , with great compassion , "" of the injustice your friend Mr. Ferrars has suffered from his family ; for if I understand the matter right , he has been entirely cast off by them for persevering in his engagement with a very deserving young woman.-- Have I been rightly informed?--Is it so?-- "" Elinor told him that it was . "
Colonel Brandon	agent	suppose	""" The smallness of the house , "" said she , "" I can not imagine any inconvenience to them , for it will be in proportion to their family and income . "" By which the Colonel was surprised to find that SHE was considering Mr. Ferrars 's marriage as the certain consequence of the presentation ; for he did not suppose it possible that Delaford living could supply such an income , as anybody in his style of life would venture to settle on-- and he said so . "
Colonel Brandon	agent	said	""" The smallness of the house , "" said she , "" I can not imagine any inconvenience to them , for it will be in proportion to their family and income . "" By which the Colonel was surprised to find that SHE was considering Mr. Ferrars 's marriage as the certain consequence of the presentation ; for he did not suppose it possible that Delaford living could supply such an income , as anybody in his style of life would venture to settle on-- and he said so . "
Colonel Brandon	agent	think	If , however , by an unforeseen chance it should be in my power to serve him farther , I must think very differently of him from what I now do , if I am not as ready to be useful to him then as I sincerely wish I could be at present . 
Colonel Brandon	agent	wish	If , however , by an unforeseen chance it should be in my power to serve him farther , I must think very differently of him from what I now do , if I am not as ready to be useful to him then as I sincerely wish I could be at present . 
Colonel Brandon	agent	doing	What I am now doing indeed , seems nothing at all , since it can advance him so little towards what must be his principal , his only object of happiness . 
Colonel Brandon	agent	saying	""" Well , Miss Dashwood , "" said Mrs. Jennings , sagaciously smiling , as soon as the gentleman had withdrawn , "" I do not ask you what the Colonel has been saying to you ; for though , upon my honour , I TRIED to keep out of hearing , I could not help catching enough to understand his business . "
Colonel Brandon	agent	spoke	"And as to the house being a bad one , I do not know what the Colonel would be at , for it is as good a one as ever I saw . "" "" He spoke of its being out of repair . "
Colonel Brandon	agent	repair	"why do n't he repair it?-- who should do it but himself ? "" "
Colonel Brandon	agent	write	Should not the Colonel write himself?--sure , he is the proper person . 
Colonel Brandon	agent	wait	my dear , how calmly you talk of it ; and can the Colonel wait two or three months ! 
Colonel Brandon	agent	marries	""" Lord bless you , my dear!--Sure you do not mean to persuade me that the Colonel only marries you for the sake of giving ten guineas to Mr. Ferrars ! "" "
Colonel Brandon	agent	has	""" "" But Colonel Brandon does not seem to have any idea of the living 's being enough to allow them to marry . "" "" The Colonel is a ninny , my dear ; because he has two thousand a - year himself , he thinks that nobody else can marry on less . Take my word for it , that , if I am alive , I shall "
Colonel Brandon	agent	thinks	""" "" But Colonel Brandon does not seem to have any idea of the living 's being enough to allow them to marry . "" "" The Colonel is a ninny , my dear ; because he has two thousand a - year himself , he thinks that nobody else can marry on less . Take my word for it , that , if I am alive , I shall "
Colonel Brandon	agent	sold	Edward is only to hold the living till the person to whom the Colonel has really sold the presentation , is old enough to take it.--Aye , aye , that is the fact , depend upon it . 
Colonel Brandon	agent	go	""" Come Colonel , "" said Mrs. Jennings , "" before you go , do let us know what you are going about . "" "
Colonel Brandon	agent	going	""" Come Colonel , "" said Mrs. Jennings , "" before you go , do let us know what you are going about . "" "
Colonel Brandon	agent	know	for of course you must know , as you have been in Devonshire so lately . ' 
Colonel Brandon	agent	know	"Colonel , "" said she , with her usual noisy cheerfulness , "" I am monstrous glad to see you -- sorry I could not come before -- beg your pardon , but I have been forced to look about me a little , and settle my matters ; for it is a long while since I have been at home , and you know one has always a world of little odd things to do after one has been away for any time ; and then I have had Cartwright to settle with-- Lord , I have been as busy as a bee ever since dinner ! "
Colonel Brandon	agent	conjure	But pray , Colonel , how came you to conjure out that I should be in town today ? 
Colonel Brandon	agent	did	""" "" I had the pleasure of hearing it at Mr. Palmer 's , where I have been dining . "" "" Oh , you did ; well , and how do they all do at their house ? "
Colonel Brandon	agent	see	"I warrant you she is a fine size by this time . "" "" Mrs. Palmer appeared quite well , and I am commissioned to tell you , that you will certainly see her to - morrow . "" "
Colonel Brandon	agent	see	Well , Colonel , I have brought two young ladies with me , you see -- that is , you see but one of them now , but there is another somewhere 
Colonel Brandon	agent	see	Well , Colonel , I have brought two young ladies with me , you see -- that is , you see but one of them now , but there is another somewhere 
Colonel Brandon	agent	is	Well , Colonel , I have brought two young ladies with me , you see -- that is , you see but one of them now , but there is another somewhere 
Colonel Brandon	patient	brought	Mrs. Jennings had been anxious to see Colonel Brandon well married , ever since her connection with Sir John first brought him to her knowledge ; and she was always anxious to get a good husband for every pretty girl . 
Colonel Brandon	patient	protect	"When is a man to be safe from such wit , if age and infirmity will not protect him ? "" "" Infirmity ! "" said Elinor , "" do you call Colonel Brandon infirm ? "
Colonel Brandon	patient	call	"When is a man to be safe from such wit , if age and infirmity will not protect him ? "" "" Infirmity ! "" said Elinor , "" do you call Colonel Brandon infirm ? "
Colonel Brandon	patient	losing	I know very well that Colonel Brandon is not old enough to make his friends yet apprehensive of losing him in the course of nature . 
Colonel Brandon	patient	dooming	But I must object to your dooming Colonel Brandon and his wife to the constant confinement of a sick chamber , merely because he chanced to complain yesterday ( a very cold damp day ) of a slight rheumatic feel in one of his shoulders . 
Colonel Brandon	patient	despised	""" Had he been only in a violent fever , you would not have despised him half so much . "
Colonel Brandon	patient	detain	"Nothing but real indisposition could occasion this extraordinary delay . What else can detain him at Norland ? "" "" Had you any idea of his coming so soon ? "" said Mrs. Dashwood . "
Colonel Brandon	patient	expect	Does Elinor expect him already ? 
Colonel Brandon	patient	disliking	I have three unanswerable reasons for disliking Colonel Brandon ; he threatened me with rain when I wanted it to be fine ; he has found fault with the hanging of my curricle , and I can not persuade him to buy my brown mare . If it will be any satisfaction to you , however , to be told , that I believe his character to be in other respects irreproachable 
Colonel Brandon	patient	persuade	I have three unanswerable reasons for disliking Colonel Brandon ; he threatened me with rain when I wanted it to be fine ; he has found fault with the hanging of my curricle , and I can not persuade him to buy my brown mare . If it will be any satisfaction to you , however , to be told , that I believe his character to be in other respects irreproachable 
Colonel Brandon	patient	disliking	"And in return for an acknowledgment , which must give me some pain , you can not deny me the privilege of disliking him as much as ever . "" CHAPTER 11 Little had Mrs. Dashwood or her daughters imagined when they first came into Devonshire , that so many engagements would arise to occupy their time as shortly presented themselves , or that they should have such frequent invitations and such constant visitors as to leave them little leisure for serious employment . Yet such was the case . "
Colonel Brandon	patient	acquainted	""" "" Upon my word , I am not acquainted with the minutiae of her principles . I only know that I never yet heard her admit any instance of a second attachment 's being pardonable . "
Colonel Brandon	patient	connect	As it was , it required but a slight effort of fancy to connect his emotion with the tender recollection of past regard . 
Colonel Brandon	patient	thank	""" None at all , ma'am , I thank you . "
Colonel Brandon	patient	discompose	"It came from town , and is merely a letter of business . "" "" But how came the hand to discompose you so much , if it was only a letter of business ? "
Colonel Brandon	patient	tell	""" My dear madam , "" said Lady Middleton , "" recollect what you are saying . "" "" Perhaps it is to tell you that your cousin Fanny is married ? "" said Mrs. Jennings , without attending to her daughter 's reproof . "
Colonel Brandon	patient	persuading	""" There is no persuading you to change your mind , Brandon , I know of old , "" said Sir John , "" when once you are determined on anything . But , however , I hope you will think better of it . "
Colonel Brandon	patient	see	""" I hope we shall see you at Barton , "" added her ladyship , "" as soon as you can conveniently leave town ; and we must put off the party to Whitwell till you return . "
Colonel Brandon	patient	after	""" If he is not here by the end of the week , I shall go after him . "" "" Ay , so do , Sir John , "" cried Mrs. Jennings , "" and then perhaps you may find out what his business is . "
Colonel Brandon	patient	befallen	CHAPTER 14 The sudden termination of Colonel Brandon 's visit at the park , with his steadiness in concealing its cause , filled the mind , and raised the wonder of Mrs. Jennings for two or three days ; she was a great wonderer , as every one must be who takes a very lively interest in all the comings and goings of all their acquaintance . She wondered , with little intermission what could be the reason of it ; was sure there must be some bad news , and thought over every kind of distress that could have befallen him , with a fixed determination that he should not escape them all . 
Colonel Brandon	patient	sent	I do think he must have been sent for about money matters , for what else can it be ? 
Colonel Brandon	patient	distressed	It is not so very likely he should be distressed in his circumstances NOW , for he is a very prudent man , and to be sure must have cleared the estate by this time . 
Colonel Brandon	patient	met	""" My dear Mrs. Palmer ! "" "" Upon my honour I did.--I met Colonel Brandon Monday morning in Bond - street , just before we left town , and he told me of it directly . "
Colonel Brandon	patient	met	When we met him , he turned back and walked with us ; and so we began talking of my brother and sister , and one thing and another , and I said to him , ' So , Colonel , there is a new family come to Barton cottage , I hear , and mama sends me word they are very pretty , and that one of them is going to be married to Mr. Willoughby of Combe Magna . 
Colonel Brandon	patient	seeing	From this moment her mind was never quiet ; the expectation of seeing him every hour of the day , made her unfit for any thing . 
Colonel Brandon	patient	informed	He looked at them slightly , without seeming to know who they were , and merely nodded to Mrs. Jennings from the other side of the room . Marianne gave one glance round the apartment as she entered : it was enough -- HE was not there -- and she sat down , equally ill - disposed to receive or communicate pleasure . After they had been assembled about an hour , Mr. Palmer sauntered towards the Miss Dashwoods to express his surprise on seeing them in town , though Colonel Brandon had been first informed of their arrival at his house , and he had himself said something very droll on hearing that they were to come . 
Colonel Brandon	patient	announced	Elinor was very earnest in her application to her mother , relating all that had passed , her suspicions of Willoughby 's inconstancy , urging her by every plea of duty and affection to demand from Marianne an account of her real situation with respect to him . Her letter was scarcely finished , when a rap foretold a visitor , and Colonel Brandon was announced . 
Colonel Brandon	patient	spared	""" What did you hear ? "" "" That a gentleman , whom I had reason to think -- in short , that a man , whom I KNEW to be engaged -- but how shall I tell you ? If you know it already , as surely you must , I may be spared . "
Colonel Brandon	patient	brought	""" A man who has nothing to do with his own time has no conscience in his intrusion on that of others . "" The event proved her conjecture right , though it was founded on injustice and error ; for Colonel Brandon DID come in ; and Elinor , who was convinced that solicitude for Marianne brought him thither , and who saw THAT solicitude in his disturbed and melancholy look , and in his anxious though brief inquiry after her , could not forgive her sister for esteeming him so lightly . "
Colonel Brandon	patient	esteeming	""" A man who has nothing to do with his own time has no conscience in his intrusion on that of others . "" The event proved her conjecture right , though it was founded on injustice and error ; for Colonel Brandon DID come in ; and Elinor , who was convinced that solicitude for Marianne brought him thither , and who saw THAT solicitude in his disturbed and melancholy look , and in his anxious though brief inquiry after her , could not forgive her sister for esteeming him so lightly . "
Colonel Brandon	patient	avoiding	Not that Marianne appeared to distrust the truth of any part of it , for she listened to it all with the most steady and submissive attention , made neither objection nor remark , attempted no vindication of Willoughby , and seemed to shew by her tears that she felt it to be impossible . But though this behaviour assured Elinor that the conviction of this guilt WAS carried home to her mind , though she saw with satisfaction the effect of it , in her no longer avoiding Colonel Brandon when he called , in her speaking to him , even voluntarily speaking , with a kind of compassionate respect , and though she saw her spirits less violently irritated than before , she did not see her less wretched . 
Colonel Brandon	patient	observed	His chief reward for the painful exertion of disclosing past sorrows and present humiliations , was given in the pitying eye with which Marianne sometimes observed him , and the gentleness of her voice whenever ( though it did not often happen ) she was obliged , or could oblige herself to speak to him . 
Colonel Brandon	patient	assured	THESE assured him that his exertion had produced an increase of good - will towards himself , and THESE gave Elinor hopes of its being farther augmented hereafter ; but Mrs. Jennings , who knew nothing of all this , who knew only that the Colonel continued as grave as ever , and that she could neither prevail on him to make the offer himself , nor commission her to make it for him , began , at the end of two days , to think that , instead of Midsummer , they would not be married till Michaelmas , and by the end of a week that it would not be a match at all . The good understanding between the Colonel and Miss Dashwood seemed rather to declare that the honours of the mulberry - tree , the canal , and the yew arbour , would all be made over to HER ; and Mrs. Jennings had , for some time ceased to think at all of Mrs. Ferrars . Early in February , within a fortnight from the receipt of Willoughby 's letter , Elinor had the painful office of informing her sister that he was married . 
Colonel Brandon	patient	eyed	Mrs. Jennings , however , assured him directly , that she should not stand upon ceremony , for they were all cousins , or something like it , and she should certainly wait on Mrs. John Dashwood very soon , and bring her sisters to see her . His manners to THEM , though calm , were perfectly kind ; to Mrs. Jennings , most attentively civil ; and on Colonel Brandon 's coming in soon after himself , he eyed him with a curiosity which seemed to say , that he only wanted to know him to be rich , to be equally civil to HIM . After staying with them half an hour , he asked Elinor to walk with him to Conduit Street , and introduce him to Sir John and Lady Middleton . 
Colonel Brandon	patient	observed	I observed him narrowly , and am convinced of it . 
Colonel Brandon	patient	secures	A very little trouble on your side secures him . 
Colonel Brandon	patient	advise	Perhaps just at present he may be undecided ; the smallness of your fortune may make him hang back ; his friends may all advise him against it . 
Colonel Brandon	patient	fix	But some of those little attentions and encouragements which ladies can so easily give will fix him , in spite of himself . 
Colonel Brandon	patient	marrying	"I know very little of Dorsetshire ; but , my dear Elinor , I shall be exceedingly glad to know more of it ; and I think I can answer for your having Fanny and myself among the earliest and best pleased of your visitors . "" Elinor tried very seriously to convince him that there was no likelihood of her marrying Colonel Brandon ; but it was an expectation of too much pleasure to himself to be relinquished , and he was really resolved on seeking an intimacy with that gentleman , and promoting the marriage by every possible attention . He had just compunction enough for having done nothing for his sisters himself , to be exceedingly anxious that everybody else should do a great deal ; and an offer from Colonel Brandon , or a legacy from Mrs. Jennings , was the easiest means of atoning for his own neglect . "
Colonel Brandon	patient	secure	Their sisters and Mrs. Jennings were invited likewise , and John Dashwood was careful to secure Colonel Brandon , who , always glad to be where the Miss Dashwoods were , received his eager civilities with some surprise , but much more pleasure . 
Colonel Brandon	patient	prompted	The preferment , which only two days before she had considered as hopeless for Edward , was already provided to enable him to marry;-- and SHE , of all people in the world , was fixed on to bestow it!--Her emotion was such as Mrs. Jennings had attributed to a very different cause;--but whatever minor feelings less pure , less pleasing , might have a share in that emotion , her esteem for the general benevolence , and her gratitude for the particular friendship , which together prompted Colonel Brandon to this act , were strongly felt , and warmly expressed . 
Colonel Brandon	patient	said	"Colonel Brandon , who was here only ten minutes ago , has desired me to say , that understanding you mean to take orders , he has great pleasure in offering you the living of Delaford now just vacant , and only wishes it were more valuable . Allow me to congratulate you on having so respectable and well - judging a friend , and to join in his wish that the living -- it is about two hundred a - year -- were much more considerable , and such as might better enable you to -- as might be more than a temporary accommodation to yourself -- such , in short , as might establish all your views of happiness . "" What Edward felt , as he could not say it himself , it can not be expected that any one else should say for him . He LOOKED all the astonishment which such unexpected , such unthought - of information could not fail of exciting ; but he said only these two words , "" Colonel Brandon ! "" "" Yes , "" continued Elinor , gathering more resolution , as some of the worst was over , "" Colonel Brandon means it as a testimony of his concern for what has lately passed -- for the cruel situation in which the unjustifiable conduct of your family has placed you -- a concern which I am sure Marianne , myself , and all your friends , must share ; and likewise as a proof of his high esteem for your general character , and his particular approbation of your behaviour on the present occasion . "
Colonel Brandon	patient	esteems	I have always heard him spoken of as such , and your brother I know esteems him highly . 
Colonel Brandon	patient	find	"He is undoubtedly a sensible man , and in his manners perfectly the gentleman . "" "" Indeed , "" replied Elinor , "" I believe that you will find him , on farther acquaintance , all that you have heard him to be , and as you will be such very near neighbours ( for I understand the parsonage is almost close to the mansion - house , ) it is particularly important that he SHOULD be all this . "
Colonel Brandon	patient	worship	As for Colonel Brandon , she was not only ready to worship him as a saint , but was moreover truly anxious that he should be treated as one in all worldly concerns ; anxious that his tithes should be raised to the utmost ; and scarcely resolved to avail herself , at Delaford , as far as she possibly could , of his servants , his carriage , his cows , and his poultry . 
Colonel Brandon	patient	treated	As for Colonel Brandon , she was not only ready to worship him as a saint , but was moreover truly anxious that he should be treated as one in all worldly concerns ; anxious that his tithes should be raised to the utmost ; and scarcely resolved to avail herself , at Delaford , as far as she possibly could , of his servants , his carriage , his cows , and his poultry . 
Colonel Brandon	patient	astonished	But a day spent in sitting shivering over the fire with a book in her hand , which she was unable to read , or in lying , weary and languid , on a sofa , did not speak much in favour of her amendment ; and when , at last , she went early to bed , more and more indisposed , Colonel Brandon was only astonished at her sister 's composure , who , though attending and nursing her the whole day , against Marianne inclination , and forcing proper medicines on her at night , trusted , like Marianne , to the certainty and efficacy of sleep , and felt no real alarm . A very restless and feverish night , however , disappointed the expectation of both ; and when Marianne , after persisting in rising , confessed herself unable to sit up , and returned voluntarily to her bed , Elinor was very ready to adopt Mrs. Jennings 's advice , of sending for the Palmers ' apothecary . 
Colonel Brandon	patient	reason	He tried to reason himself out of fears , which the different judgment of the apothecary seemed to render absurd ; but the many hours of each day in which he was left entirely alone , were but too favourable for the admission of every melancholy idea , and he could not expel from his mind the persuasion that he should see Marianne no more . 
Colonel Brandon	patient	left	He tried to reason himself out of fears , which the different judgment of the apothecary seemed to render absurd ; but the many hours of each day in which he was left entirely alone , were but too favourable for the admission of every melancholy idea , and he could not expel from his mind the persuasion that he should see Marianne no more . 
Colonel Brandon	patient	offered	Her fears , he had no courage , no confidence to attempt the removal of:-- he listened to them in silent despondence;--but her difficulties were instantly obviated , for with a readiness that seemed to speak the occasion , and the service pre - arranged in his mind , he offered himself as the messenger who should fetch Mrs. Dashwood . 
Colonel Brandon	patient	thanked	She thanked him with brief , though fervent gratitude , and while he went to hurry off his servant with a message to Mr. Harris , and an order for post - horses directly , she wrote a few lines to her mother . 
Colonel Brandon	patient	remembering	She dreaded the performance of it , dreaded what its effect on Marianne might be ; doubted whether after such an explanation she could ever be happy with another ; and for a moment wished Willoughby a widower . Then , remembering Colonel Brandon , reproved herself , felt that to HIS sufferings and his constancy far more than to his rival 's , the reward of her sister was due , and wished any thing rather than Mrs. Willoughby 's death . 
Colonel Brandon	patient	prompted	""" His character , however , "" answered Elinor , "" does not rest on ONE act of kindness , to which his affection for Marianne , were humanity out of the case , would have prompted him . "
Colonel Brandon	patient	known	"To Mrs. Jennings , to the Middletons , he has been long and intimately known ; they equally love and respect him ; and even my own knowledge of him , though lately acquired , is very considerable ; and so highly do I value and esteem him , that if Marianne can be happy with him , I shall be as ready as yourself to think our connection the greatest blessing to us in the world . What answer did you give him?--Did you allow him to hope ? "" "" Oh ! "
Colonel Brandon	patient	respect	"To Mrs. Jennings , to the Middletons , he has been long and intimately known ; they equally love and respect him ; and even my own knowledge of him , though lately acquired , is very considerable ; and so highly do I value and esteem him , that if Marianne can be happy with him , I shall be as ready as yourself to think our connection the greatest blessing to us in the world . What answer did you give him?--Did you allow him to hope ? "" "" Oh ! "
Colonel Brandon	patient	esteem	"To Mrs. Jennings , to the Middletons , he has been long and intimately known ; they equally love and respect him ; and even my own knowledge of him , though lately acquired , is very considerable ; and so highly do I value and esteem him , that if Marianne can be happy with him , I shall be as ready as yourself to think our connection the greatest blessing to us in the world . What answer did you give him?--Did you allow him to hope ? "" "" Oh ! "
Colonel Brandon	patient	tell	Time , a very little time , I tell him , will do everything;--Marianne 's heart is not to be wasted for ever on such a man as Willoughby.-- His own merits must soon secure it . 
Colonel Brandon	patient	brought	On HER measures depended those of her two friends ; Mrs. Jennings could not quit Cleveland during the Dashwoods ' stay ; and Colonel Brandon was soon brought , by their united request , to consider his own abode there as equally determinate , if not equally indispensable . 
Colonel Brandon	patient	convincing	"Elinor smiled , and shook her head . Edward heard with pleasure of Colonel Brandon 's being expected at the Cottage , as he really wished not only to be better acquainted with him , but to have an opportunity of convincing him that he no longer resented his giving him the living of Delaford--""Which , at present , "" said he , "" after thanks so ungraciously delivered as mine were on the occasion , he must think I have never forgiven him for offering . "" NOW he felt astonished himself that he had never yet been to the place . But so little interest had be taken in the matter , that he owed all his knowledge of the house , garden , and glebe , extent of the parish , condition of the land , and rate of the tithes , to Elinor herself , who had heard so much of it from Colonel Brandon , and heard it with so much attention , as to be entirely mistress of the subject . One question after this only remained undecided , between them , one difficulty only was to be overcome . "
Colonel Brandon	patient	forgiven	"Elinor smiled , and shook her head . Edward heard with pleasure of Colonel Brandon 's being expected at the Cottage , as he really wished not only to be better acquainted with him , but to have an opportunity of convincing him that he no longer resented his giving him the living of Delaford--""Which , at present , "" said he , "" after thanks so ungraciously delivered as mine were on the occasion , he must think I have never forgiven him for offering . "" NOW he felt astonished himself that he had never yet been to the place . But so little interest had be taken in the matter , that he owed all his knowledge of the house , garden , and glebe , extent of the parish , condition of the land , and rate of the tithes , to Elinor herself , who had heard so much of it from Colonel Brandon , and heard it with so much attention , as to be entirely mistress of the subject . One question after this only remained undecided , between them , one difficulty only was to be overcome . "
Colonel Brandon	patient	brought	A three weeks ' residence at Delaford , where , in his evening hours at least , he had little to do but to calculate the disproportion between thirty - six and seventeen , brought him to Barton in a temper of mind which needed all the improvement in Marianne 's looks , all the kindness of her welcome , and all the encouragement of her mother 's language , to make it cheerful . 
