Character	Role	Event	Context
Mr. Weston	agent	returned	"Do you think it will look well ? "" The whole party were but just reassembled in the drawing - room when Mr. Weston made his appearance among them . He had returned to a late dinner , and walked to Hartfield as soon as it was over . He had been too much expected by the best judges , for surprize-- but there was great joy . "
Mr. Weston	agent	walked	"Do you think it will look well ? "" The whole party were but just reassembled in the drawing - room when Mr. Weston made his appearance among them . He had returned to a late dinner , and walked to Hartfield as soon as it was over . He had been too much expected by the best judges , for surprize-- but there was great joy . "
Mr. Weston	agent	taken	A man who had been in motion since eight o'clock in the morning , and might now have been still , who had been long talking , and might have been silent , who had been in more than one crowd , and might have been alone!--Such a man , to quit the tranquillity and independence of his own fireside , and on the evening of a cold sleety April day rush out again into the world!--Could he by a touch of his finger have instantly taken back his wife , there would have been a motive ; but his coming would probably prolong rather than break up the party . 
Mr. Weston	agent	heard	"John Knightley looked at him with amazement , then shrugged his shoulders , and said , "" I could not have believed it even of _ him _ . "" Mr. Weston meanwhile , perfectly unsuspicious of the indignation he was exciting , happy and cheerful as usual , and with all the right of being principal talker , which a day spent anywhere from home confers , was making himself agreeable among the rest ; and having satisfied the inquiries of his wife as to his dinner , convincing her that none of all her careful directions to the servants had been forgotten , and spread abroad what public news he had heard , was proceeding to a family communication , which , though principally addressed to Mrs. Weston , he had not the smallest doubt of being highly interesting to every body in the room . He gave her a letter , it was from Frank , and to herself ; he had met with it in his way , and had taken the liberty of opening it . "" Read it , read it , "" said he , "" it will give you pleasure ; only a few lines -- will not take you long ; read it to Emma . "" The two ladies looked over it together ; and he sat smiling and talking to them the whole time , in a voice a little subdued , but very audible to every body . "" "
Mr. Weston	agent	had	"John Knightley looked at him with amazement , then shrugged his shoulders , and said , "" I could not have believed it even of _ him _ . "" Mr. Weston meanwhile , perfectly unsuspicious of the indignation he was exciting , happy and cheerful as usual , and with all the right of being principal talker , which a day spent anywhere from home confers , was making himself agreeable among the rest ; and having satisfied the inquiries of his wife as to his dinner , convincing her that none of all her careful directions to the servants had been forgotten , and spread abroad what public news he had heard , was proceeding to a family communication , which , though principally addressed to Mrs. Weston , he had not the smallest doubt of being highly interesting to every body in the room . He gave her a letter , it was from Frank , and to herself ; he had met with it in his way , and had taken the liberty of opening it . "" Read it , read it , "" said he , "" it will give you pleasure ; only a few lines -- will not take you long ; read it to Emma . "" The two ladies looked over it together ; and he sat smiling and talking to them the whole time , in a voice a little subdued , but very audible to every body . "" "
Mr. Weston	agent	gave	"John Knightley looked at him with amazement , then shrugged his shoulders , and said , "" I could not have believed it even of _ him _ . "" Mr. Weston meanwhile , perfectly unsuspicious of the indignation he was exciting , happy and cheerful as usual , and with all the right of being principal talker , which a day spent anywhere from home confers , was making himself agreeable among the rest ; and having satisfied the inquiries of his wife as to his dinner , convincing her that none of all her careful directions to the servants had been forgotten , and spread abroad what public news he had heard , was proceeding to a family communication , which , though principally addressed to Mrs. Weston , he had not the smallest doubt of being highly interesting to every body in the room . He gave her a letter , it was from Frank , and to herself ; he had met with it in his way , and had taken the liberty of opening it . "" Read it , read it , "" said he , "" it will give you pleasure ; only a few lines -- will not take you long ; read it to Emma . "" The two ladies looked over it together ; and he sat smiling and talking to them the whole time , in a voice a little subdued , but very audible to every body . "" "
Mr. Weston	agent	met	"John Knightley looked at him with amazement , then shrugged his shoulders , and said , "" I could not have believed it even of _ him _ . "" Mr. Weston meanwhile , perfectly unsuspicious of the indignation he was exciting , happy and cheerful as usual , and with all the right of being principal talker , which a day spent anywhere from home confers , was making himself agreeable among the rest ; and having satisfied the inquiries of his wife as to his dinner , convincing her that none of all her careful directions to the servants had been forgotten , and spread abroad what public news he had heard , was proceeding to a family communication , which , though principally addressed to Mrs. Weston , he had not the smallest doubt of being highly interesting to every body in the room . He gave her a letter , it was from Frank , and to herself ; he had met with it in his way , and had taken the liberty of opening it . "" Read it , read it , "" said he , "" it will give you pleasure ; only a few lines -- will not take you long ; read it to Emma . "" The two ladies looked over it together ; and he sat smiling and talking to them the whole time , in a voice a little subdued , but very audible to every body . "" "
Mr. Weston	agent	taken	"John Knightley looked at him with amazement , then shrugged his shoulders , and said , "" I could not have believed it even of _ him _ . "" Mr. Weston meanwhile , perfectly unsuspicious of the indignation he was exciting , happy and cheerful as usual , and with all the right of being principal talker , which a day spent anywhere from home confers , was making himself agreeable among the rest ; and having satisfied the inquiries of his wife as to his dinner , convincing her that none of all her careful directions to the servants had been forgotten , and spread abroad what public news he had heard , was proceeding to a family communication , which , though principally addressed to Mrs. Weston , he had not the smallest doubt of being highly interesting to every body in the room . He gave her a letter , it was from Frank , and to herself ; he had met with it in his way , and had taken the liberty of opening it . "" Read it , read it , "" said he , "" it will give you pleasure ; only a few lines -- will not take you long ; read it to Emma . "" The two ladies looked over it together ; and he sat smiling and talking to them the whole time , in a voice a little subdued , but very audible to every body . "" "
Mr. Weston	agent	said	"John Knightley looked at him with amazement , then shrugged his shoulders , and said , "" I could not have believed it even of _ him _ . "" Mr. Weston meanwhile , perfectly unsuspicious of the indignation he was exciting , happy and cheerful as usual , and with all the right of being principal talker , which a day spent anywhere from home confers , was making himself agreeable among the rest ; and having satisfied the inquiries of his wife as to his dinner , convincing her that none of all her careful directions to the servants had been forgotten , and spread abroad what public news he had heard , was proceeding to a family communication , which , though principally addressed to Mrs. Weston , he had not the smallest doubt of being highly interesting to every body in the room . He gave her a letter , it was from Frank , and to herself ; he had met with it in his way , and had taken the liberty of opening it . "" Read it , read it , "" said he , "" it will give you pleasure ; only a few lines -- will not take you long ; read it to Emma . "" The two ladies looked over it together ; and he sat smiling and talking to them the whole time , in a voice a little subdued , but very audible to every body . "" "
Mr. Weston	agent	sat	"John Knightley looked at him with amazement , then shrugged his shoulders , and said , "" I could not have believed it even of _ him _ . "" Mr. Weston meanwhile , perfectly unsuspicious of the indignation he was exciting , happy and cheerful as usual , and with all the right of being principal talker , which a day spent anywhere from home confers , was making himself agreeable among the rest ; and having satisfied the inquiries of his wife as to his dinner , convincing her that none of all her careful directions to the servants had been forgotten , and spread abroad what public news he had heard , was proceeding to a family communication , which , though principally addressed to Mrs. Weston , he had not the smallest doubt of being highly interesting to every body in the room . He gave her a letter , it was from Frank , and to herself ; he had met with it in his way , and had taken the liberty of opening it . "" Read it , read it , "" said he , "" it will give you pleasure ; only a few lines -- will not take you long ; read it to Emma . "" The two ladies looked over it together ; and he sat smiling and talking to them the whole time , in a voice a little subdued , but very audible to every body . "" "
Mr. Weston	agent	coming	Well , he is coming , you see ; good news , I think . 
Mr. Weston	agent	think	Well , he is coming , you see ; good news , I think . 
Mr. Weston	agent	tell	Well , what do you say to it?--I always told you he would be here again soon , did not I?--Anne , my dear , did not I always tell you so , and you would not believe me?--In town next week , you see -- at the latest , I dare say ; for _ she _ is as impatient as the black gentleman when any thing is to be done ; most likely they will be there to - morrow or Saturday . 
Mr. Weston	agent	say	Well , what do you say to it?--I always told you he would be here again soon , did not I?--Anne , my dear , did not I always tell you so , and you would not believe me?--In town next week , you see -- at the latest , I dare say ; for _ she _ is as impatient as the black gentleman when any thing is to be done ; most likely they will be there to - morrow or Saturday . 
Mr. Weston	agent	wanted	This is precisely what I wanted . Well , pretty good news , is not it ? 
Mr. Weston	agent	mention	"Put it up , put it up ; we will have a good talk about it some other time , but it will not do now . I shall only just mention the circumstance to the others in a common way . "" Mrs. Weston was most comfortably pleased on the occasion . "
Mr. Weston	agent	took	It was well that he took every body 's joy for granted , or he might not have thought either Mr. Woodhouse or Mr. Knightley particularly delighted . 
Mr. Weston	agent	began	They were the first entitled , after Mrs. Weston and Emma , to be made happy;--from them he would have proceeded to Miss Fairfax , but she was so deep in conversation with John Knightley , that it would have been too positive an interruption ; and finding himself close to Mrs. Elton , and her attention disengaged , he necessarily began on the subject with her . 
Mr. Weston	agent	hope	"CHAPTER XVIII "" I hope I shall soon have the pleasure of introducing my son to you , "" said Mr. Weston . "
Mr. Weston	agent	have	"CHAPTER XVIII "" I hope I shall soon have the pleasure of introducing my son to you , "" said Mr. Weston . "
Mr. Weston	agent	said	"CHAPTER XVIII "" I hope I shall soon have the pleasure of introducing my son to you , "" said Mr. Weston . "
Mr. Weston	agent	presume	""" You have heard of a certain Frank Churchill , I presume , "" he continued-- "" "
Mr. Weston	agent	met	I met the letters in my way this morning , and seeing my son 's hand , presumed to open it -- though it was not directed to me -- it was to Mrs. Weston . 
Mr. Weston	agent	presumed	I met the letters in my way this morning , and seeing my son 's hand , presumed to open it -- though it was not directed to me -- it was to Mrs. Weston . 
Mr. Weston	agent	assure	She is his principal correspondent , I assure you . 
Mr. Weston	agent	get	"I hardly ever get a letter . "" "" And so you absolutely opened what was directed to her ! "
Mr. Weston	agent	protest	Mr. Weston-- ( laughing affectedly ) I must protest against that.--A most dangerous precedent indeed!--I beg you will not let your neighbours follow your example.--Upon my word , if this is what I am to expect , we married women must begin to exert ourselves!--Oh ! 
Mr. Weston	agent	believed	"Mr. Weston , I could not have believed it of you ! "" "
Mr. Weston	agent	think	"You must take care of yourself , Mrs. Elton.--This letter tells us -- it is a short letter -- written in a hurry , merely to give us notice -- it tells us that they are all coming up to town directly , on Mrs. Churchill 's account -- she has not been well the whole winter , and thinks Enscombe too cold for her-- so they are all to move southward without loss of time . "" "" Indeed!--from Yorkshire , I think . "
Mr. Weston	agent	said	""" The evil of the distance from Enscombe , "" said Mr. Weston , "" is , that Mrs. Churchill , _ as _ _ we _ _ understand _ , has not been able to leave the sofa for a week together . "
Mr. Weston	agent	went	It was by no means her object to have it believed that her sister was _ not _ a fine lady ; perhaps there was want of spirit in the pretence of it;--and she was considering in what way she had best retract , when Mr. Weston went on . 
Mr. Weston	agent	speak	She is very fond of Frank , and therefore I would not speak ill of her . Besides , she is out of health now ; but _ that _ indeed , by her own account , she has always been . 
Mr. Weston	agent	say	"I would not say so to every body , Mrs. Elton , but I have not much faith in Mrs. Churchill 's illness . "" "" If she is really ill , why not go to Bath , Mr. Weston?--To Bath , or to Clifton ? "" "
Mr. Weston	agent	have	"I would not say so to every body , Mrs. Elton , but I have not much faith in Mrs. Churchill 's illness . "" "" If she is really ill , why not go to Bath , Mr. Weston?--To Bath , or to Clifton ? "" "
Mr. Weston	agent	have	"I would not say so to every body , Mrs. Elton , but I have not much faith in Mrs. Churchill 's illness . "" "" If she is really ill , why not go to Bath , Mr. Weston?--To Bath , or to Clifton ? "" "
Mr. Weston	agent	suppose	The fact is , I suppose , that she is tired of Enscombe . 
Mr. Weston	agent	exclaimed	"This was too loud a call for a compliment to be passed by , and Mr. Weston , with a very good grace , immediately exclaimed , "" My dear madam ! "
Mr. Weston	agent	done	He had done his duty and could return to his son . 
Mr. Weston	agent	return	He had done his duty and could return to his son . 
Mr. Weston	agent	continued	""" When Frank left us , "" continued he , "" it was quite uncertain when we might see him again , which makes this day 's news doubly welcome . "
Mr. Weston	agent	had	It has been completely unexpected . That is , _ I _ always had a strong persuasion he would be here again soon , I was sure 
Mr. Weston	agent	felt	And how could it be supposed that his uncle and aunt would spare him again ? ' and so forth -- I always felt that something would happen in our favour ; and so it has , you see . 
Mr. Weston	agent	observed	"I have observed , Mrs. Elton , in the course of my life , that if things are going untowardly one month , they are sure to mend the next . "" "" Very true , Mr. Weston , perfectly true . It is just what I used to say to a certain gentleman in company in the days of courtship , when , because things did not go quite right , did not proceed with all the rapidity which suited his feelings , he was apt to be in despair , and exclaim that he was sure at this rate it would be _ May _ before Hymen 's saffron robe would be put on for us . Oh ! "
Mr. Weston	agent	mentioning	""" You were mentioning May . "
Mr. Weston	agent	know	When he was here before , we made the best of it ; but there was a good deal of wet , damp , cheerless weather ; there always is in February , you know , and we could not do half that we intended . Now will be the time . 
Mr. Weston	agent	expect	I hope you will be pleased with my son ; but you must not expect a prodigy . 
Mr. Weston	agent	suppose	Mrs. Weston 's partiality for him is very great , and , as you may suppose , most gratifying to me . 
Mr. Weston	agent	musing	""" Mr. Weston was musing . "
Mr. Weston	agent	hope	""" I hope , "" said he presently , "" I have not been severe upon poor Mrs. Churchill . "
Mr. Weston	agent	said	""" I hope , "" said he presently , "" I have not been severe upon poor Mrs. Churchill . "
Mr. Weston	agent	speak	If she is ill I should be sorry to do her injustice ; but there are some traits in her character which make it difficult for me to speak of her with the forbearance I could wish . 
Mr. Weston	agent	wish	If she is ill I should be sorry to do her injustice ; but there are some traits in her character which make it difficult for me to speak of her with the forbearance I could wish . 
Mr. Weston	agent	met	You can not be ignorant , Mrs. Elton , of my connexion with the family , nor of the treatment I have met with ; and , between ourselves , the whole blame of it is to be laid to her . 
Mr. Weston	agent	assure	"And what inclines one less to bear , she has no fair pretence of family or blood . She was nobody when he married her , barely the daughter of a gentleman ; but ever since her being turned into a Churchill she has out - Churchill'd them all in high and mighty claims : but in herself , I assure you , she is an upstart . "" "" Only think ! "
Mr. Weston	agent	wanted	Tea was carrying round , and Mr. Weston , having said all that he wanted , soon took the opportunity of walking away . 
Mr. Weston	agent	foreseen	It was not very long , though rather longer than Mr. Weston had foreseen , before she had the power of forming some opinion of Frank Churchill 's feelings . 
Mr. Weston	agent	understood	Emma heard that Frank wrote in the highest spirits of this arrangement , and seemed most fully to appreciate the blessing of having two months before him of such near neighbourhood to many dear friends-- for the house was taken for May and June . She was told that now he wrote with the greatest confidence of being often with them , almost as often as he could even wish . Emma saw how Mr. Weston understood these joyous prospects . 
Mr. Weston	agent	wished	It was the very circumstance he could have wished for . 
Mr. Weston	agent	depended	Emma perceived that her taste was not the only taste on which Mr. Weston depended , and felt , that to be the favourite and intimate of a man who had so many intimates and confidantes , was not the very first distinction in the scale of vanity . 
Mr. Weston	agent	felt	Emma perceived that her taste was not the only taste on which Mr. Weston depended , and felt , that to be the favourite and intimate of a man who had so many intimates and confidantes , was not the very first distinction in the scale of vanity . 
Mr. Weston	agent	made	She liked his open manners , but a little less of open - heartedness would have made him a higher character.--General benevolence , but not general friendship , made a man what he ought to be.-- She could fancy such a man . The whole party walked about , and looked , and praised again ; and then , having nothing else to do , formed a sort of half - circle round the fire , to observe in their various modes , till other subjects were started , that , though _ May _ , a fire in the evening was still very pleasant . 
Mr. Weston	agent	said	""" But Miss Bates and Miss Fairfax ! "" said Mr. Weston , looking about . "
Mr. Weston	agent	thought	""" We thought you were to bring them . "" The mistake had been slight . "
Mr. Weston	agent	know	You know I candidly told you I should form my own opinion ; and I am happy to say that I am extremely pleased with him.--You 
Mr. Weston	agent	know	You must know I have a vast dislike to puppies-- quite a horror of them . 
Mr. Weston	agent	recollect	"Selina , who is mild almost to a fault , bore with them much better . "" While she talked of his son , Mr. Weston 's attention was chained ; but when she got to Maple Grove , he could recollect that there were ladies just arriving to be attended to , and with happy smiles must hurry away . "
Mr. Weston	agent	said	"It had just occurred to Mrs. Weston that Mrs. Elton must be asked to begin the ball ; that she would expect it ; which interfered with all their wishes of giving Emma that distinction.--Emma heard the sad truth with fortitude . "" And what are we to do for a proper partner for her ? "" said Mr. Weston . "
Mr. Weston	agent	led	and it then appeared that Mrs. Weston was wanting _ him _ to dance with Mrs. Elton himself , and that their business was to help to persuade him into it , which was done pretty soon.-- Mr. Weston and Mrs. Elton led the way , Mr. Frank Churchill and Miss Woodhouse followed . Emma must submit to stand second to Mrs. Elton , though she had always considered the ball as peculiarly for her . 
Mr. Weston	agent	cried	""" What is this?--What is this ? "" cried Mr. Weston , "" about Perry and a carriage ? "
Mr. Weston	agent	walked	Mr. Weston had walked in . 
Mr. Weston	agent	introduced	"The quietness of the game made it particularly eligible for Mr. Woodhouse , who had often been distressed by the more animated sort , which Mr. Weston had occasionally introduced , and who now sat happily occupied in lamenting , with tender melancholy , over the departure of the "" poor little boys , "" or in fondly pointing out , as he took up any stray letter near him , how beautifully Emma had written it . Frank Churchill placed a word before Miss Fairfax . "
Mr. Weston	agent	sat	"The quietness of the game made it particularly eligible for Mr. Woodhouse , who had often been distressed by the more animated sort , which Mr. Weston had occasionally introduced , and who now sat happily occupied in lamenting , with tender melancholy , over the departure of the "" poor little boys , "" or in fondly pointing out , as he took up any stray letter near him , how beautifully Emma had written it . Frank Churchill placed a word before Miss Fairfax . "
Mr. Weston	agent	agreed	That there was to be such a party had been long generally known : it had even given the idea of another . Emma had never been to Box Hill ; she wished to see what every body found so well worth seeing , and she and Mr. Weston had agreed to chuse some fine morning and drive thither . 
Mr. Weston	agent	hearing	This was so very well understood between them , that Emma could not but feel some surprise , and a little displeasure , on hearing from Mr. Weston that he had been proposing to Mrs. Elton , as her brother and sister had failed her , that the two parties should unite , and go together ; and that as Mrs. Elton had very readily acceded to it , so it was to be , if she had no objection . 
Mr. Weston	agent	proposing	This was so very well understood between them , that Emma could not but feel some surprise , and a little displeasure , on hearing from Mr. Weston that he had been proposing to Mrs. Elton , as her brother and sister had failed her , that the two parties should unite , and go together ; and that as Mrs. Elton had very readily acceded to it , so it was to be , if she had no objection . 
Mr. Weston	agent	done	"I am glad you approve of what I have done , "" said he very comfortably . "
Mr. Weston	agent	said	"I am glad you approve of what I have done , "" said he very comfortably . "
Mr. Weston	agent	thought	""" But I thought you would . Such schemes as these are nothing without numbers . One can not have too large a party . "
Mr. Weston	agent	like	are a humourist , and may say what you like . 
Mr. Weston	agent	meet	""" You certainly will meet them if I can prevail ; and I shall call on Miss Bates in my way home . "" "
Mr. Weston	agent	call	""" You certainly will meet them if I can prevail ; and I shall call on Miss Bates in my way home . "" "
Mr. Weston	agent	like	""" That 's quite unnecessary ; I see Jane every day:--but as you like . "
Mr. Weston	agent	know	It is to be a morning scheme , you know , Knightley ; quite a simple thing . 
Mr. Weston	agent	see	Nothing can be more simple , you see . 
Mr. Weston	agent	like	There is to be no form or parade -- a sort of gipsy party . We are to walk about your gardens , and gather the strawberries ourselves , and sit under trees;--and whatever else you may like to provide , it is to be all out of doors -- a table spread in the shade , you know . 
Mr. Weston	agent	know	There is to be no form or parade -- a sort of gipsy party . We are to walk about your gardens , and gather the strawberries ourselves , and sit under trees;--and whatever else you may like to provide , it is to be all out of doors -- a table spread in the shade , you know . 
Mr. Weston	agent	please	""" Well -- as you please ; only do n't have a great set out . "
Mr. Weston	agent	wish	"If you wish me to talk to Mrs. Hodges , or to inspect anything-- "" "" I have not the least wish for it , I thank you . "
Mr. Weston	agent	engaged	Mr. Knightley was then obliged to say that he should be glad to see him ; and Mr. Weston engaged to lose no time in writing , and spare no arguments to induce him to come . In the meanwhile the lame horse recovered so fast , that the party to Box Hill was again under happy consideration ; and at last Donwell was settled for one day , and Box Hill for the next,--the weather appearing exactly right . 
Mr. Weston	agent	recovered	Mr. Knightley was then obliged to say that he should be glad to see him ; and Mr. Weston engaged to lose no time in writing , and spare no arguments to induce him to come . In the meanwhile the lame horse recovered so fast , that the party to Box Hill was again under happy consideration ; and at last Donwell was settled for one day , and Box Hill for the next,--the weather appearing exactly right . 
Mr. Weston	agent	settled	Mr. Knightley was then obliged to say that he should be glad to see him ; and Mr. Weston engaged to lose no time in writing , and spare no arguments to induce him to come . In the meanwhile the lame horse recovered so fast , that the party to Box Hill was again under happy consideration ; and at last Donwell was settled for one day , and Box Hill for the next,--the weather appearing exactly right . 
Mr. Weston	agent	found	In this walk Emma and Mr. Weston found all the others assembled ; and towards this view she immediately perceived Mr. Knightley and Harriet distinct from the rest , quietly leading the way . 
Mr. Weston	agent	perceived	In this walk Emma and Mr. Weston found all the others assembled ; and towards this view she immediately perceived Mr. Knightley and Harriet distinct from the rest , quietly leading the way . 
Mr. Weston	agent	directed	CHAPTER VII They had a very fine day for Box Hill ; and all the other outward circumstances of arrangement , accommodation , and punctuality , were in favour of a pleasant party . Mr. Weston directed the whole , officiating safely between Hartfield and the Vicarage , and every body was in good time . 
Mr. Weston	agent	tried	And Mr. Weston tried , in vain , to make them harmonise better . It seemed at first an accidental division , but it never materially varied . 
Mr. Weston	agent	like	""" "" I like your plan , "" cried Mr. Weston . "
Mr. Weston	agent	cried	""" "" I like your plan , "" cried Mr. Weston . "
Mr. Weston	agent	do	I will do my best . 
Mr. Weston	agent	making	I am making a conundrum . 
Mr. Weston	agent	clear	A conundrum of Mr. Weston 's shall clear him and his next neighbour . 
Mr. Weston	agent	doubt	""" "" I doubt its being very clever myself , "" said Mr. Weston . "
Mr. Weston	agent	said	""" "" I doubt its being very clever myself , "" said Mr. Weston . "
Mr. Weston	agent	looked	"Harriet.--It did not seem to touch the rest of the party equally ; some looked very stupid about it , and Mr. Knightley gravely said , "" This explains the sort of clever thing that is wanted , and Mr. Weston has done very well for himself ; but he must have knocked up every body else . _ Perfection _ should not have come quite so soon . "
Mr. Weston	agent	said	"Harriet.--It did not seem to touch the rest of the party equally ; some looked very stupid about it , and Mr. Knightley gravely said , "" This explains the sort of clever thing that is wanted , and Mr. Weston has done very well for himself ; but he must have knocked up every body else . _ Perfection _ should not have come quite so soon . "
Mr. Weston	agent	knocked	"Harriet.--It did not seem to touch the rest of the party equally ; some looked very stupid about it , and Mr. Knightley gravely said , "" This explains the sort of clever thing that is wanted , and Mr. Weston has done very well for himself ; but he must have knocked up every body else . _ Perfection _ should not have come quite so soon . "
Mr. Weston	agent	come	"Harriet.--It did not seem to touch the rest of the party equally ; some looked very stupid about it , and Mr. Knightley gravely said , "" This explains the sort of clever thing that is wanted , and Mr. Weston has done very well for himself ; but he must have knocked up every body else . _ Perfection _ should not have come quite so soon . "
Mr. Weston	agent	knocked	"Harriet.--It did not seem to touch the rest of the party equally ; some looked very stupid about it , and Mr. Knightley gravely said , "" This explains the sort of clever thing that is wanted , and Mr. Weston has done very well for himself ; but he must have knocked up every body else . _ Perfection _ should not have come quite so soon . "
Mr. Weston	agent	remained	Mr. Weston , his son , Emma , and Harriet , only remained ; and the young man 's spirits now rose to a pitch almost unpleasant . 
Mr. Weston	agent	rose	Mr. Weston , his son , Emma , and Harriet , only remained ; and the young man 's spirits now rose to a pitch almost unpleasant . 
Mr. Weston	agent	shook	"Mr. Churchill would never get over it . ""-- Even Mr. Weston shook his head , and looked solemn , and said , "" Ah ! poor woman , who would have thought it ! "" and resolved , that his mourning should be as handsome as possible ; and his wife sat sighing and moralising over her broad hems with a commiseration and good sense , true and steady . "
Mr. Weston	agent	looked	"Mr. Churchill would never get over it . ""-- Even Mr. Weston shook his head , and looked solemn , and said , "" Ah ! poor woman , who would have thought it ! "" and resolved , that his mourning should be as handsome as possible ; and his wife sat sighing and moralising over her broad hems with a commiseration and good sense , true and steady . "
Mr. Weston	agent	met	"Her heart was grieved for a state which seemed but the more pitiable from this sort of irritation of spirits , inconsistency of action , and inequality of powers ; and it mortified her that she was given so little credit for proper feeling , or esteemed so little worthy as a friend : but she had the consolation of knowing that her intentions were good , and of being able to say to herself , that could Mr. Knightley have been privy to all her attempts of assisting Jane Fairfax , could he even have seen into her heart , he would not , on this occasion , have found any thing to reprove . CHAPTER X One morning , about ten days after Mrs. Churchill 's decease , Emma was called downstairs to Mr. Weston , who "" could not stay five minutes , and wanted particularly to speak with her . ""-- He met her at the parlour - door , and hardly asking her how she did , in the natural key of his voice , sunk it immediately , to say , unheard by her father , "" Can you come to Randalls at any time this morning?--Do , if it be possible . Mrs. Weston wants to see you . "
Mr. Weston	agent	asking	"Her heart was grieved for a state which seemed but the more pitiable from this sort of irritation of spirits , inconsistency of action , and inequality of powers ; and it mortified her that she was given so little credit for proper feeling , or esteemed so little worthy as a friend : but she had the consolation of knowing that her intentions were good , and of being able to say to herself , that could Mr. Knightley have been privy to all her attempts of assisting Jane Fairfax , could he even have seen into her heart , he would not , on this occasion , have found any thing to reprove . CHAPTER X One morning , about ten days after Mrs. Churchill 's decease , Emma was called downstairs to Mr. Weston , who "" could not stay five minutes , and wanted particularly to speak with her . ""-- He met her at the parlour - door , and hardly asking her how she did , in the natural key of his voice , sunk it immediately , to say , unheard by her father , "" Can you come to Randalls at any time this morning?--Do , if it be possible . Mrs. Weston wants to see you . "
Mr. Weston	agent	tell	Tell me , I charge you tell me this moment what it is . 
Mr. Weston	agent	trifle	"""-- "" Mr. Weston do not trifle with me.--Consider how many of my dearest friends are now in Brunswick Square . "
Mr. Weston	agent	see	You will not see him . 
Mr. Weston	agent	said	"They hurried on , and were speedily at Randalls.--""Well , my dear , "" said he , as they entered the room--""I have brought her , and now I hope you will soon be better . "
Mr. Weston	agent	hope	"They hurried on , and were speedily at Randalls.--""Well , my dear , "" said he , as they entered the room--""I have brought her , and now I hope you will soon be better . "
Mr. Weston	agent	leave	I shall leave you together . 
Mr. Weston	agent	add	"I shall not be far off , if you want me . ""-- And Emma distinctly heard him add , in a lower tone , before he quitted the room,--""I have been as good as my word . She has not the least idea . "" "
Mr. Weston	agent	blame	"It was our darling wish that you might be attached to each other -- and we were persuaded that it was so.-- Imagine what we have been feeling on your account . "" "" I have escaped ; and that I should escape , may be a matter of grateful wonder to you and myself . But this does not acquit _ him _ , Mrs. Weston ; and I must say , that I think him greatly to blame . "
Mr. Weston	agent	had	What right had he to come among us with affection and faith engaged , and with manners so _ very _ disengaged ? 
Mr. Weston	agent	did	"What right had he to endeavour to please , as he certainly did -- to distinguish any one young woman with persevering attention , as he certainly did -- while he really belonged to another?--How could he tell what mischief he might be doing?-- How could he tell that he might not be making me in love with him?-- very wrong , very wrong indeed . "" "
Mr. Weston	agent	did	"What right had he to endeavour to please , as he certainly did -- to distinguish any one young woman with persevering attention , as he certainly did -- while he really belonged to another?--How could he tell what mischief he might be doing?-- How could he tell that he might not be making me in love with him?-- very wrong , very wrong indeed . "" "
Mr. Weston	agent	belonged	"What right had he to endeavour to please , as he certainly did -- to distinguish any one young woman with persevering attention , as he certainly did -- while he really belonged to another?--How could he tell what mischief he might be doing?-- How could he tell that he might not be making me in love with him?-- very wrong , very wrong indeed . "" "
Mr. Weston	agent	tell	"What right had he to endeavour to please , as he certainly did -- to distinguish any one young woman with persevering attention , as he certainly did -- while he really belonged to another?--How could he tell what mischief he might be doing?-- How could he tell that he might not be making me in love with him?-- very wrong , very wrong indeed . "" "
Mr. Weston	agent	tell	"What right had he to endeavour to please , as he certainly did -- to distinguish any one young woman with persevering attention , as he certainly did -- while he really belonged to another?--How could he tell what mischief he might be doing?-- How could he tell that he might not be making me in love with him?-- very wrong , very wrong indeed . "" "
Mr. Weston	agent	making	"What right had he to endeavour to please , as he certainly did -- to distinguish any one young woman with persevering attention , as he certainly did -- while he really belonged to another?--How could he tell what mischief he might be doing?-- How could he tell that he might not be making me in love with him?-- very wrong , very wrong indeed . "" "
Mr. Weston	agent	said	""" From something that he said , my dear Emma , I rather imagine-- "" "" And how could _ she _ bear such behaviour ! "
Mr. Weston	agent	said	""" There were misunderstandings between them , Emma ; he said so expressly . "
Mr. Weston	agent	had	He had not time to enter into much explanation . 
Mr. Weston	agent	stay--	He was here only a quarter of an hour , and in a state of agitation which did not allow the full use even of the time he could stay-- but that there had been misunderstandings he decidedly said . 
Mr. Weston	agent	said	He was here only a quarter of an hour , and in a state of agitation which did not allow the full use even of the time he could stay-- but that there had been misunderstandings he decidedly said . 
Mr. Weston	agent	having	""" "" Nay , dear Emma , now I must take his part ; for though he has been wrong in this instance , I have known him long enough to answer for his having many , very many , good qualities ; and-- "" "" Good God ! "" cried Emma , not attending to her.--""Mrs . Smallridge , too ! "
Mr. Weston	agent	knew	"To suffer her to engage herself-- to suffer her even to think of such a measure ! "" "" He knew nothing about it , Emma . "
Mr. Weston	agent	said	It was a private resolution of hers , not communicated to him -- or at least not communicated in a way to carry conviction.-- Till yesterday , I know he said he was in the dark as to her plans . 
Mr. Weston	agent	come	"and it was the discovery of what she was doing , of this very project of hers , which determined him to come forward at once , own it all to his uncle , throw himself on his kindness , and , in short , put an end to the miserable state of concealment that had been carrying on so long . "" Emma began to listen better . "" I am to hear from him soon , "" continued Mrs. Weston . "
