Character	Role	Event	Context
John Thorpe	agent	received	I only wonder John could think of it ; he could not have received my last . ” “ You _ do _ acquit me , then , of anything wrong?—You are convinced that I never meant to deceive your brother , never suspected him of liking me till this moment ? ” “ Oh ! 
John Thorpe	agent	convinced	I only wonder John could think of it ; he could not have received my last . ” “ You _ do _ acquit me , then , of anything wrong?—You are convinced that I never meant to deceive your brother , never suspected him of liking me till this moment ? ” “ Oh ! 
John Thorpe	agent	misled	John Thorpe had first misled him . 
John Thorpe	agent	go	Shall I go ? ” 
John Thorpe	agent	procured	In a very few minutes she reappeared , having scarcely allowed the two others time enough to get through a few short sentences in her praise , after Thorpe had procured Mrs. Allen ’s admiration of his gig ; and then receiving her friend ’s parting good wishes , they both hurried downstairs . 
John Thorpe	agent	said	“ You will not be frightened , Miss Morland , ” said Thorpe , as he handed her in , “ if my horse should dance about a little at first setting off . 
John Thorpe	agent	handed	“ You will not be frightened , Miss Morland , ” said Thorpe , as he handed her in , “ if my horse should dance about a little at first setting off . 
John Thorpe	agent	give	He will , most likely , give a plunge or two , and perhaps take the rest for a minute ; but he will soon know his master . 
John Thorpe	agent	take	He will , most likely , give a plunge or two , and perhaps take the rest for a minute ; but he will soon know his master . 
John Thorpe	agent	know	He will , most likely , give a plunge or two , and perhaps take the rest for a minute ; but he will soon know his master . 
John Thorpe	agent	know	He will , most likely , give a plunge or two , and perhaps take the rest for a minute ; but he will soon know his master . 
John Thorpe	agent	sit	Catherine did not think the portrait a very inviting one , but it was too late to retreat , and she was too young to own herself frightened ; so , resigning herself to her fate , and trusting to the animal ’s boasted knowledge of its owner , she sat peaceably down , and saw Thorpe sit down by her . 
John Thorpe	agent	saying	A silence of several minutes succeeded their first short dialogue ; it was broken by Thorpe ’s saying very abruptly , “ Old Allen is as rich as a Jew — is not he ? ” 
John Thorpe	agent	chose	His knowledge and her ignorance of the subject , his rapidity of expression , and her diffidence of herself put that out of her power ; she could strike out nothing new in commendation , but she readily echoed whatever he chose to assert , and it was finally settled between them without any difficulty that his equipage was altogether the most complete of its kind in England , his carriage the neatest , his horse the best goer , and himself the best coachman . 
John Thorpe	agent	see	did you ever see such a little tittuppy thing in your life ? 
John Thorpe	agent	shake	upon my soul , you might shake it to pieces yourself with a touch . 
John Thorpe	agent	excel	She reflected on the affair for some time in much perplexity , and was more than once on the point of requesting from Mr. Thorpe a clearer insight into his real opinion on the subject ; but she checked herself , because it appeared to her that he did not excel in giving those clearer insights , in making those things plain which he had before made ambiguous ; and , joining to this , the consideration that he would not really suffer his sister and his friend to be exposed to a danger from which he might easily preserve them 
John Thorpe	agent	made	She reflected on the affair for some time in much perplexity , and was more than once on the point of requesting from Mr. Thorpe a clearer insight into his real opinion on the subject ; but she checked herself , because it appeared to her that he did not excel in giving those clearer insights , in making those things plain which he had before made ambiguous ; and , joining to this , the consideration that he would not really suffer his sister and his friend to be exposed to a danger from which he might easily preserve them 
John Thorpe	agent	suffer	She reflected on the affair for some time in much perplexity , and was more than once on the point of requesting from Mr. Thorpe a clearer insight into his real opinion on the subject ; but she checked herself , because it appeared to her that he did not excel in giving those clearer insights , in making those things plain which he had before made ambiguous ; and , joining to this , the consideration that he would not really suffer his sister and his friend to be exposed to a danger from which he might easily preserve them 
John Thorpe	agent	know	, she concluded at last that he must know the carriage to be in fact perfectly safe , and therefore would alarm herself no longer . 
John Thorpe	agent	alarm	, she concluded at last that he must know the carriage to be in fact perfectly safe , and therefore would alarm herself no longer . 
John Thorpe	agent	told	He told her of horses which he had bought for a trifle and sold for incredible sums ; of racing matches , in which his judgment had infallibly foretold the winner ; of shooting parties , in which he had killed more birds ( though without having one good shot ) than all his companions together ; and described to her some famous day ’s sport , with the fox - hounds , in which his foresight and skill in directing the dogs had repaired the mistakes of the most experienced huntsman , and in which the boldness of his riding , though it had never endangered his own life for a moment , had been constantly leading others into difficulties , which he calmly concluded had broken the necks of many . 
John Thorpe	agent	described	He told her of horses which he had bought for a trifle and sold for incredible sums ; of racing matches , in which his judgment had infallibly foretold the winner ; of shooting parties , in which he had killed more birds ( though without having one good shot ) than all his companions together ; and described to her some famous day ’s sport , with the fox - hounds , in which his foresight and skill in directing the dogs had repaired the mistakes of the most experienced huntsman , and in which the boldness of his riding , though it had never endangered his own life for a moment , had been constantly leading others into difficulties , which he calmly concluded had broken the necks of many . 
John Thorpe	agent	bought	He told her of horses which he had bought for a trifle and sold for incredible sums ; of racing matches , in which his judgment had infallibly foretold the winner ; of shooting parties , in which he had killed more birds ( though without having one good shot ) than all his companions together ; and described to her some famous day ’s sport , with the fox - hounds , in which his foresight and skill in directing the dogs had repaired the mistakes of the most experienced huntsman , and in which the boldness of his riding , though it had never endangered his own life for a moment , had been constantly leading others into difficulties , which he calmly concluded had broken the necks of many . 
John Thorpe	agent	concluded	He told her of horses which he had bought for a trifle and sold for incredible sums ; of racing matches , in which his judgment had infallibly foretold the winner ; of shooting parties , in which he had killed more birds ( though without having one good shot ) than all his companions together ; and described to her some famous day ’s sport , with the fox - hounds , in which his foresight and skill in directing the dogs had repaired the mistakes of the most experienced huntsman , and in which the boldness of his riding , though it had never endangered his own life for a moment , had been constantly leading others into difficulties , which he calmly concluded had broken the necks of many . 
John Thorpe	agent	engage	She had then been exulting in her engagement to Thorpe , and was now chiefly anxious to avoid his sight , lest he should engage her again ; for though she could not , dared not expect that Mr. Tilney should ask her a third time to dance , her wishes , hopes , and plans all centred in nothing less . 
John Thorpe	agent	talks	“ Mr. Thorpe is such a very particular friend of my brother ’s , that if he talks to me , I must talk to him again ; but there are hardly three young men in the room besides him that I have any acquaintance with . ” 
John Thorpe	agent	cried	“ You croaking fellow ! ” cried Thorpe . 
John Thorpe	agent	mean	my beloved creature , what do you mean ? ” 
John Thorpe	agent	say	They promised to come at twelve , only it rained ; but now , as it is so fine , I dare say they will be here soon . 
John Thorpe	agent	cried	“ Not they indeed , ” cried Thorpe ; “ for , as we turned into Broad Street , I saw them — does he not drive a phaeton with bright chestnuts ? ” “ I do not know indeed . ” 
John Thorpe	agent	saw	“ Not they indeed , ” cried Thorpe ; “ for , as we turned into Broad Street , I saw them — does he not drive a phaeton with bright chestnuts ? ” “ I do not know indeed . ” 
John Thorpe	agent	know	“ Not they indeed , ” cried Thorpe ; “ for , as we turned into Broad Street , I saw them — does he not drive a phaeton with bright chestnuts ? ” “ I do not know indeed . ” 
John Thorpe	agent	know	“ Yes , I know he does ; I saw him . 
John Thorpe	agent	saw	“ Yes , I know he does ; I saw him . 
John Thorpe	agent	talking	You are talking of the man you danced with last night , are not you ? 
John Thorpe	agent	danced	You are talking of the man you danced with last night , are not you ? 
John Thorpe	agent	saw	“ Well , I saw him at that moment turn up the Lansdown Road , driving a smart - looking girl . ” 
John Thorpe	agent	Did	“ Did you indeed ? ” “ Did upon my soul ; knew him again directly , and he seemed to have got some very pretty cattle too . ” 
John Thorpe	agent	suppose	but I suppose they thought it would be too dirty for a walk . ” 
John Thorpe	agent	saw	“ And well they might , for I never saw so much dirt in my life . 
John Thorpe	agent	walk	You could no more walk than you could fly ! 
John Thorpe	agent	fly	You could no more walk than you could fly ! 
John Thorpe	agent	like	“ I should like to see the castle ; but may we go all over it ? 
John Thorpe	agent	go	“ I should like to see the castle ; but may we go all over it ? 
John Thorpe	agent	go	Shall I go , Mrs. Allen ? ” 
John Thorpe	agent	please	“ Just as you please , my dear . 
John Thorpe	agent	tell	How could you tell me they were gone ? 
John Thorpe	agent	lashed	Thorpe only lashed his horse into a brisker trot ; the Tilneys , who had soon ceased to look after her , were in a moment out of sight round the corner of Laura Place , and in another moment she was herself whisked into the marketplace . 
John Thorpe	agent	laughed	But Mr. Thorpe only laughed , smacked his whip , encouraged his horse , made odd noises , and drove on ; and Catherine , angry and vexed as she was , having no power of getting away , was obliged to give up the point and submit . 
John Thorpe	agent	smacked	But Mr. Thorpe only laughed , smacked his whip , encouraged his horse , made odd noises , and drove on ; and Catherine , angry and vexed as she was , having no power of getting away , was obliged to give up the point and submit . 
John Thorpe	agent	deceive	“ How could you deceive me so , Mr. Thorpe ? 
John Thorpe	agent	say	How could you say that you saw them driving up the Lansdown Road ? 
John Thorpe	agent	saw	How could you say that you saw them driving up the Lansdown Road ? 
John Thorpe	agent	had	I would not have had it happen so for the world . 
John Thorpe	agent	know	you do not know how vexed I am ; I shall have no pleasure at Clifton , nor in anything else . 
John Thorpe	agent	get	I had rather , ten thousand times rather , get out now , and walk back to them . 
John Thorpe	agent	walk	I had rather , ten thousand times rather , get out now , and walk back to them . 
John Thorpe	agent	say	How could you say you saw them driving out in a phaeton ? ” 
John Thorpe	agent	saw	How could you say you saw them driving out in a phaeton ? ” 
John Thorpe	agent	defended	Thorpe defended himself very stoutly , declared he had never seen two men so much alike in his life , and would hardly give up the point of its having been Tilney himself . 
John Thorpe	agent	declared	Thorpe defended himself very stoutly , declared he had never seen two men so much alike in his life , and would hardly give up the point of its having been Tilney himself . 
John Thorpe	agent	seen	Thorpe defended himself very stoutly , declared he had never seen two men so much alike in his life , and would hardly give up the point of its having been Tilney himself . 
John Thorpe	agent	give	Thorpe defended himself very stoutly , declared he had never seen two men so much alike in his life , and would hardly give up the point of its having been Tilney himself . 
John Thorpe	agent	replied	“ It is all one to me , ” replied Thorpe rather angrily ; and instantly turning his horse , they were on their way back to Bath . 
John Thorpe	agent	said	“ If your brother had not got such a d — — beast to drive , ” said he soon afterwards , “ we might have done it very well . 
John Thorpe	agent	know	“ Nobody ’s , that I know of 
John Thorpe	agent	said	Thorpe then said something in the loud , incoherent way to which he had often recourse , about its being a d — — thing to be miserly ; and that if people who rolled in money could not afford things , he did not know who could , which Catherine did not even endeavour to understand . 
John Thorpe	agent	know	Thorpe then said something in the loud , incoherent way to which he had often recourse , about its being a d — — thing to be miserly ; and that if people who rolled in money could not afford things , he did not know who could , which Catherine did not even endeavour to understand . 
John Thorpe	agent	had	Thorpe then said something in the loud , incoherent way to which he had often recourse , about its being a d — — thing to be miserly ; and that if people who rolled in money could not afford things , he did not know who could , which Catherine did not even endeavour to understand . 
John Thorpe	agent	know	Thorpe then said something in the loud , incoherent way to which he had often recourse , about its being a d — — thing to be miserly ; and that if people who rolled in money could not afford things , he did not know who could , which Catherine did not even endeavour to understand . 
John Thorpe	agent	have	if Mr. Thorpe would only have stopped , I would have jumped out and run after you . 
John Thorpe	agent	know	“ How came Mr. Thorpe to know your father ? ” was her anxious inquiry , as she pointed them out to her companion . 
John Thorpe	agent	came	When the entertainment was over , Thorpe came to assist them in getting out . 
John Thorpe	agent	prevented	Catherine was the immediate object of his gallantry ; and , while they waited in the lobby for a chair , he prevented the inquiry which had travelled from her heart almost to the tip of her tongue , by asking , in a consequential manner , whether she had seen him talking with General Tilney : “ He is a fine old fellow , upon my soul ! 
John Thorpe	agent	talking	Catherine was the immediate object of his gallantry ; and , while they waited in the lobby for a chair , he prevented the inquiry which had travelled from her heart almost to the tip of her tongue , by asking , in a consequential manner , whether she had seen him talking with General Tilney : “ He is a fine old fellow , upon my soul ! 
John Thorpe	agent	came	I have met him forever at the Bedford ; and I knew his face again to - day the moment he came into the billiard - room . 
John Thorpe	agent	drive	“ But why can not Mr. Thorpe drive one of his other sisters ? 
John Thorpe	agent	cried	“ Thank ye , ” cried Thorpe , “ but I did not come to Bath to drive my sisters about , and look like a fool . 
John Thorpe	agent	come	“ Thank ye , ” cried Thorpe , “ but I did not come to Bath to drive my sisters about , and look like a fool . 
John Thorpe	agent	go	I only go for the sake of driving you . ” 
John Thorpe	agent	had	Mr. Thorpe had no business to invent any such message . 
John Thorpe	agent	has	This is only doing it in a ruder way ; and how do I know that Mr. Thorpe has — He may be mistaken again perhaps ; he led me into one act of rudeness by his mistake on Friday . 
John Thorpe	agent	led	This is only doing it in a ruder way ; and how do I know that Mr. Thorpe has — He may be mistaken again perhaps ; he led me into one act of rudeness by his mistake on Friday . 
John Thorpe	agent	told	Thorpe told her it would be in vain to go after the Tilneys ; they were turning the corner into Brock Street , when he had overtaken them , and were at home by this time . 
John Thorpe	agent	overtaken	Thorpe told her it would be in vain to go after the Tilneys ; they were turning the corner into Brock Street , when he had overtaken them , and were at home by this time . 
John Thorpe	agent	finished	“ She is as obstinate as — ” Thorpe never finished the simile , for it could hardly have been a proper one . Away walked Catherine in great agitation , as fast as the crowd would permit her , fearful of being pursued , yet determined to persevere . 
John Thorpe	agent	chanced	Henry and Eleanor , perceiving nothing in her situation likely to engage their father ’s particular respect , had seen with astonishment the suddenness , continuance , and extent of his attention ; and though latterly , from some hints which had accompanied an almost positive command to his son of doing everything in his power to attach her , Henry was convinced of his father ’s believing it to be an advantageous connection , it was not till the late explanation at Northanger that they had the smallest idea of the false calculations which had hurried him on . That they were false , the General had learnt from the very person who had suggested them , from Thorpe himself , whom he had chanced to meet again in town , and who , under the influence of exactly opposite feelings , irritated by Catherine ’s refusal , and yet more by the failure of a very recent endeavour to accomplish a reconciliation between Morland and Isabella , convinced that they were separated forever , and spurning a friendship which could be no longer serviceable , hastened to contradict all that he had said before to the advantage of the Morlands — confessed himself to have been totally mistaken in his opinion of their circumstances and character , misled by the rhodomontade of his friend to believe his father a man of substance and credit , whereas the transactions of the two or three last weeks proved him to be neither ; for after coming eagerly forward on the first overture of a marriage between the families , with the most liberal proposals , he had , on being brought to the point by the shrewdness of the relator , been constrained to acknowledge himself incapable of giving the young people even a decent support . They were , in fact , a necessitous family ; numerous , too , almost beyond example ; by no means respected in their own neighbourhood , as he had lately had particular opportunities of discovering ; aiming at a style of life which their fortune could not warrant ; seeking to better themselves by wealthy connections ; a forward , bragging , scheming race . The terrified General pronounced the name of Allen with an inquiring look ; and here too Thorpe had learnt his error . 
John Thorpe	agent	learnt	Henry and Eleanor , perceiving nothing in her situation likely to engage their father ’s particular respect , had seen with astonishment the suddenness , continuance , and extent of his attention ; and though latterly , from some hints which had accompanied an almost positive command to his son of doing everything in his power to attach her , Henry was convinced of his father ’s believing it to be an advantageous connection , it was not till the late explanation at Northanger that they had the smallest idea of the false calculations which had hurried him on . That they were false , the General had learnt from the very person who had suggested them , from Thorpe himself , whom he had chanced to meet again in town , and who , under the influence of exactly opposite feelings , irritated by Catherine ’s refusal , and yet more by the failure of a very recent endeavour to accomplish a reconciliation between Morland and Isabella , convinced that they were separated forever , and spurning a friendship which could be no longer serviceable , hastened to contradict all that he had said before to the advantage of the Morlands — confessed himself to have been totally mistaken in his opinion of their circumstances and character , misled by the rhodomontade of his friend to believe his father a man of substance and credit , whereas the transactions of the two or three last weeks proved him to be neither ; for after coming eagerly forward on the first overture of a marriage between the families , with the most liberal proposals , he had , on being brought to the point by the shrewdness of the relator , been constrained to acknowledge himself incapable of giving the young people even a decent support . They were , in fact , a necessitous family ; numerous , too , almost beyond example ; by no means respected in their own neighbourhood , as he had lately had particular opportunities of discovering ; aiming at a style of life which their fortune could not warrant ; seeking to better themselves by wealthy connections ; a forward , bragging , scheming race . The terrified General pronounced the name of Allen with an inquiring look ; and here too Thorpe had learnt his error . 
John Thorpe	patient	like	” instead of answering , as she probably would have done , had there been no friendship and no flattery in the case , “ I do not like him at all , ” she directly replied , “ I like him very much ; he seems very agreeable . 
John Thorpe	patient	like	” instead of answering , as she probably would have done , had there been no friendship and no flattery in the case , “ I do not like him at all , ” she directly replied , “ I like him very much ; he seems very agreeable . 
John Thorpe	patient	recommend	“ He is as good - natured a fellow as ever lived ; a little of a rattle ; but that will recommend him to your sex , I believe : and how do you like the rest of the family ? ” 
John Thorpe	patient	gone	The dancing began within a few minutes after they were seated ; and James , who had been engaged quite as long as his sister , was very importunate with Isabella to stand up ; but John was gone into the card - room to speak to a friend , and nothing , she declared , should induce her to join the set before her dear Catherine could join it too . 
John Thorpe	patient	finding	made her way to Mrs. Allen and Mrs. Thorpe as fast as she could , in the hope of finding him still with them — a hope which , when it proved to be fruitless , she felt to have been highly unreasonable . 
John Thorpe	patient	resolved	“ He was with us just now , and said he was so tired of lounging about , that he was resolved to go and dance ; so I thought perhaps he would ask you , if he met with you . ” “ Where can he be ? ” said Catherine , looking round ; but she had not looked round long before she saw him leading a young lady to the dance . 
John Thorpe	patient	hear	As soon as they were joined by the Thorpes , Catherine ’s agony began ; she fidgeted about if John Thorpe came towards her , hid herself as much as possible from his view , and when he spoke to her pretended not to hear him . 
John Thorpe	patient	tell	I tell him he ought to be ashamed of himself , but you and John must keep us in countenance . 
John Thorpe	patient	walked	John is just walked off , but he will be back in a moment . ” 
John Thorpe	patient	expect	That she might not appear , however , to observe or expect him , she kept her eyes intently fixed on her fan ; and a self - condemnation for her folly , in supposing that among such a crowd they should even meet with the Tilneys in any reasonable time , had just passed through her mind , when she suddenly found herself addressed and again solicited to dance , by Mr. Tilney himself . 
John Thorpe	patient	escape	To escape , and , as she believed , so narrowly escape John Thorpe , and to be asked , so immediately on his joining her , asked by Mr. Tilney , as if he had sought her on purpose!—it did not appear to her that life could supply any greater felicity . 
John Thorpe	patient	asked	“ I wonder you should think so , for you never asked me . ” “ That is a good one , by Jove ! 
John Thorpe	patient	quiz	And here have I been telling all my acquaintance that I was going to dance with the prettiest girl in the room ; and when they see you standing up with somebody else , they will quiz me famously . 
John Thorpe	patient	engaged	But , however , I can not go with you to - day , because I am engaged ; I expect some friends every moment . ” 
John Thorpe	patient	engaged	While talking to each other , she had observed with some surprise that John Thorpe , who was never in the same part of the house for ten minutes together , was engaged in conversation with General Tilney ; and she felt something more than surprise when she thought she could perceive herself the object of their attention and discourse . 
John Thorpe	patient	depended	The affair thus happily settled , she was introduced by Miss Tilney to her father , and received by him with such ready , such solicitous politeness as recalled Thorpe ’s information to her mind , and made her think with pleasure that he might be sometimes depended on . 
John Thorpe	patient	see	“ And I hope — I hope , Miss Morland , _ you _ will not be sorry to see me . ” 
John Thorpe	patient	concern	It is not my way to bother my brains with what does not concern me . 
John Thorpe	patient	see	it must be all and completely a mistake — for I did not see him once that whole morning . ” 
John Thorpe	patient	seeing	I _ do _ remember now being with you , and seeing him as well as the rest — but that we were ever alone for five minutes — 
John Thorpe	patient	undeceive	Pray undeceive him as soon as you can , and tell him I beg his pardon — that is — I do not know what I ought to say — but make him understand what I mean , in the properest way . 
John Thorpe	patient	tell	Pray undeceive him as soon as you can , and tell him I beg his pardon — that is — I do not know what I ought to say — but make him understand what I mean , in the properest way . 
John Thorpe	patient	seeing	From this state of humiliation , she was roused , at the end of ten minutes , to a pleasanter feeling , by seeing , not Mr. Thorpe , but Mr. Tilney , within three yards of the place where they sat ; he seemed to be moving that way , but he did not see her , and therefore the smile and the blush , which his sudden reappearance raised in Catherine , passed away without sullying her heroic importance . 
John Thorpe	patient	spare	Can you spare me for an hour or two ? 
John Thorpe	patient	followed	She followed him in all his admiration as well as she could . 
John Thorpe	patient	endangered	He told her of horses which he had bought for a trifle and sold for incredible sums ; of racing matches , in which his judgment had infallibly foretold the winner ; of shooting parties , in which he had killed more birds ( though without having one good shot ) than all his companions together ; and described to her some famous day ’s sport , with the fox - hounds , in which his foresight and skill in directing the dogs had repaired the mistakes of the most experienced huntsman , and in which the boldness of his riding , though it had never endangered his own life for a moment , had been constantly leading others into difficulties , which he calmly concluded had broken the necks of many . 
John Thorpe	patient	recommend	It was a bold surmise , for he was Isabella ’s brother ; and she had been assured by James that his manners would recommend him to all her sex ; but in spite of this , the extreme weariness of his company , which crept over her before they had been out an hour , and which continued unceasingly to increase till they stopped in Pulteney Street again , induced her , in some small degree , to resist such high authority , and to distrust his powers of giving universal pleasure . 
John Thorpe	patient	entreated	, she entreated him to stop . 
John Thorpe	patient	encouraged	But Mr. Thorpe only laughed , smacked his whip , encouraged his horse , made odd noises , and drove on ; and Catherine , angry and vexed as she was , having no power of getting away , was obliged to give up the point and submit . 
John Thorpe	patient	deceive	“ How could you deceive me so , Mr. Thorpe ? 
John Thorpe	patient	defended	Thorpe defended himself very stoutly , declared he had never seen two men so much alike in his life , and would hardly give up the point of its having been Tilney himself . 
John Thorpe	patient	seen	Thorpe defended himself very stoutly , declared he had never seen two men so much alike in his life , and would hardly give up the point of its having been Tilney himself . 
John Thorpe	patient	begged	“ But indeed I did not wish you a pleasant walk ; I never thought of such a thing ; but I begged Mr. Thorpe so earnestly to stop ; I called out to him as soon as ever I saw you ; now , Mrs. Allen , did not — Oh ! 
John Thorpe	patient	know	“ But how came you to know him ? 
John Thorpe	patient	Know	“ Know him ! 
John Thorpe	patient	met	I have met him forever at the Bedford ; and I knew his face again to - day the moment he came into the billiard - room . 
John Thorpe	patient	beat	at first : the odds were five to four against me ; and , if I had not made one of the cleanest strokes that perhaps ever was made in this world — I took his ball exactly — but I could not make you understand it without a table ; however , I _ did _ beat him . 
John Thorpe	patient	say	I should like to dine with him ; I dare say he gives famous dinners . 
John Thorpe	patient	drive	“ Thank ye , ” cried Thorpe , “ but I did not come to Bath to drive my sisters about , and look like a fool . 
John Thorpe	patient	mistaken	This is only doing it in a ruder way ; and how do I know that Mr. Thorpe has — He may be mistaken again perhaps ; he led me into one act of rudeness by his mistake on Friday . 
John Thorpe	patient	withheld	Thorpe would have darted after her , but Morland withheld him . 
John Thorpe	patient	encourage	Catherine , with all the earnestness of truth , expressed her astonishment at such a charge , protesting her innocence of every thought of Mr. Thorpe ’s being in love with her , and the consequent impossibility of her having ever intended to encourage him . 
James Morland	agent	led	James and Isabella led the way ; and so well 
James Morland	agent	said	Had she been older or vainer , such attacks might have done little ; but , where youth and diffidence are united , it requires uncommon steadiness of reason to resist the attraction of being called the most charming girl in the world , and of being so very early engaged as a partner ; and the consequence was that , when the two Morlands , after sitting an hour with the Thorpes , set off to walk together to Mr. Allen ’s , and James , as the door was closed on them , said , “ Well , Catherine , how do you like 
James Morland	agent	accepted	James accepted this tribute of gratitude , and qualified his conscience for accepting it too , by saying with perfect sincerity , “ Indeed , Catherine , I love you dearly . ” Inquiries and communications concerning brothers and sisters , the situation of some , the growth of the rest , and other family matters now passed between them , and continued , with only one small digression on James ’s part , in praise of Miss Thorpe , till they reached Pulteney Street , where he was welcomed with great kindness by Mr. and Mrs. Allen , invited by the former to dine with them , and summoned by the latter to guess the price and weigh the merits of a new muff and tippet . 
James Morland	agent	qualified	James accepted this tribute of gratitude , and qualified his conscience for accepting it too , by saying with perfect sincerity , “ Indeed , Catherine , I love you dearly . ” Inquiries and communications concerning brothers and sisters , the situation of some , the growth of the rest , and other family matters now passed between them , and continued , with only one small digression on James ’s part , in praise of Miss Thorpe , till they reached Pulteney Street , where he was welcomed with great kindness by Mr. and Mrs. Allen , invited by the former to dine with them , and summoned by the latter to guess the price and weigh the merits of a new muff and tippet . 
James Morland	agent	passed	James accepted this tribute of gratitude , and qualified his conscience for accepting it too , by saying with perfect sincerity , “ Indeed , Catherine , I love you dearly . ” Inquiries and communications concerning brothers and sisters , the situation of some , the growth of the rest , and other family matters now passed between them , and continued , with only one small digression on James ’s part , in praise of Miss Thorpe , till they reached Pulteney Street , where he was welcomed with great kindness by Mr. and Mrs. Allen , invited by the former to dine with them , and summoned by the latter to guess the price and weigh the merits of a new muff and tippet . 
James Morland	agent	love	James accepted this tribute of gratitude , and qualified his conscience for accepting it too , by saying with perfect sincerity , “ Indeed , Catherine , I love you dearly . ” Inquiries and communications concerning brothers and sisters , the situation of some , the growth of the rest , and other family matters now passed between them , and continued , with only one small digression on James ’s part , in praise of Miss Thorpe , till they reached Pulteney Street , where he was welcomed with great kindness by Mr. and Mrs. Allen , invited by the former to dine with them , and summoned by the latter to guess the price and weigh the merits of a new muff and tippet . 
James Morland	agent	accepting	A pre - engagement in Edgar ’s Buildings prevented his accepting the invitation of one friend , and obliged him to hurry away as soon as he had satisfied the demands of the other . 
James Morland	agent	satisfied	A pre - engagement in Edgar ’s Buildings prevented his accepting the invitation of one friend , and obliged him to hurry away as soon as he had satisfied the demands of the other . 
James Morland	agent	get	“ My dear Isabella , how was it possible for me to get at you ? 
James Morland	agent	think	“ And is that likely to satisfy me , do you think ? ” “ Well , I declare I never knew anything like you . 
James Morland	agent	happen	Perhaps we are talking about you ; therefore I would advise you not to listen , or you may happen to hear something not very agreeable . ” In this commonplace chatter , which lasted some time , the original subject seemed entirely forgotten ; and though Catherine was very well pleased to have it dropped for a while , she could not avoid a little suspicion at the total suspension of all Isabella ’s impatient desire to see Mr. Tilney . 
James Morland	agent	said	It would make us the talk of the place , if we were not to change partners . ” “ Upon my honour , ” said James , “ in these public assemblies , it is as often done as not . ” “ Nonsense , how can you say so ? 
James Morland	agent	say	It would make us the talk of the place , if we were not to change partners . ” “ Upon my honour , ” said James , “ in these public assemblies , it is as often done as not . ” “ Nonsense , how can you say so ? 
James Morland	agent	stick	But when you men have a point to carry , you never stick at anything . 
James Morland	agent	drink	However , I am sure James does not drink so much . 
James Morland	agent	assured	It was a bold surmise , for he was Isabella ’s brother ; and she had been assured by James that his manners would recommend him to all her sex ; but in spite of this , the extreme weariness of his company , which crept over her before they had been out an hour , and which continued unceasingly to increase till they stopped in Pulteney Street again , induced her , in some small degree , to resist such high authority , and to distrust his powers of giving universal pleasure . 
James Morland	agent	attended	The female part of the Thorpe family , attended by James Morland , appeared among the crowd in less than a quarter of an hour , and Catherine immediately took her usual place by the side of her friend . James , who was now in constant attendance , maintained a similar position , and separating themselves from the rest of their party , they walked in that manner for some time , till Catherine began to doubt the happiness of a situation which , confining her entirely to her friend and brother , gave her very little share in the notice of either . 
James Morland	agent	maintained	The female part of the Thorpe family , attended by James Morland , appeared among the crowd in less than a quarter of an hour , and Catherine immediately took her usual place by the side of her friend . James , who was now in constant attendance , maintained a similar position , and separating themselves from the rest of their party , they walked in that manner for some time , till Catherine began to doubt the happiness of a situation which , confining her entirely to her friend and brother , gave her very little share in the notice of either . 
James Morland	agent	coming	james ’s coming ( my eldest brother ) is quite delightful — and especially as it turns out that the very family we are just got so intimate with are his intimate friends already . 
James Morland	agent	long	But I dare say , Mr. Morland , you long to be at it , do not you ? 
James Morland	agent	do	But I dare say , Mr. Morland , you long to be at it , do not you ? 
James Morland	agent	do	I am sure you do . 
James Morland	agent	think	I dare say we could do very well without you ; but you men think yourselves of such consequence . 
James Morland	agent	got	what a delightful hand you have got ! 
James Morland	agent	have	i would fifty times rather you should have them than myself . 
James Morland	agent	set	In a private consultation between Isabella and James , the former of whom had particularly set her heart upon going , and the latter no less anxiously placed his upon pleasing her , it was agreed that , provided the weather were fair , the party should take place on the following morning ; and they were to set off very early , in order to be at home in good time . 
James Morland	agent	placed	In a private consultation between Isabella and James , the former of whom had particularly set her heart upon going , and the latter no less anxiously placed his upon pleasing her , it was agreed that , provided the weather were fair , the party should take place on the following morning ; and they were to set off very early , in order to be at home in good time . 
James Morland	agent	said	“ Catherine , you must go , ” said James . 
James Morland	agent	think	At one moment she was softened , at another irritated ; always distressed , but always steady . “ I did not think you had been so obstinate , Catherine , ” said James 
James Morland	agent	said	At one moment she was softened , at another irritated ; always distressed , but always steady . “ I did not think you had been so obstinate , Catherine , ” said James 
James Morland	agent	looked	Isabella ’s countenance was once more all smiles and good humour , and James too looked happy again . 
James Morland	agent	combine	shone out most expressively , and James could combine them with ease . 
James Morland	agent	hoped	Impatient for the realization of all that he hoped at home , his adieus were not long ; and they would have been yet shorter , had he not been frequently detained by the urgent entreaties of his fair one that he would go . 
James Morland	agent	go	Impatient for the realization of all that he hoped at home , his adieus were not long ; and they would have been yet shorter , had he not been frequently detained by the urgent entreaties of his fair one that he would go . 
James Morland	agent	gone	Twice was he called almost from the door by her eagerness to have him gone . 
James Morland	agent	drive	“ Indeed , Morland , I must drive you away . 
James Morland	agent	have	Consider how far you have to ride . 
James Morland	agent	bear	I can not bear to see you linger so . 
James Morland	agent	linger	I can not bear to see you linger so . 
