character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Mr. Musgrove,0.047233,0.074249,-0.133641,-0.196543,-0.017494,-0.032116,0.006201,-0.217692,0.112041,-0.069126,0.200063,-0.168341,0.138952,0.088039,0.154427,-0.025314,-0.081138,0.274788,-0.056914,-0.054845,-0.084391,-0.154635,0.047568,-0.001094,-0.261956,-0.207495,0.026376,0.113576,-0.097161,-0.022171,-0.041657,-0.098149,-0.038523,-0.140534,0.231246,-0.115138,0.026745,0.116995,-0.133168,-0.292381,-0.007318,-0.053457,0.163155,0.000494,0.149194,0.041905,-0.089057,0.130758,0.212976,-0.191736,0.065214,-0.117401,0.08592,0.186931,-0.06352,-0.006274,-0.130431,-0.02765,0.021487,-0.260543,0.040787,-0.039967,0.152871,-0.158975,1.0,0.055769,-0.044233,-0.11575,-0.102008,-0.205936,0.06089,0.102635,-0.012458,-0.126962,-0.167627,-0.07378,-0.038101,-0.120592,-0.082717,-0.186205,0.249137,-0.045475,-0.140559,0.047663,-0.103561,0.025017,0.050563,0.068178,-0.155484,-0.007582,-0.15523,0.079887,-0.075049,0.182656,-0.124168,-0.234668,-0.07592,-0.308812,-0.10175,-0.087068,-0.247828,-0.035909,-0.265456
Mr. Perry,-0.226307,0.22336,0.098271,-0.084735,-0.22229,-0.34614,0.160276,0.013493,0.131876,0.018084,-0.016668,-0.058588,-0.046515,-0.284919,-0.007428,0.039068,-0.229663,-0.091894,-0.141101,0.014259,0.131109,0.104731,-0.038518,0.060876,-0.045675,0.145344,-0.101162,-0.130232,0.046173,-0.113228,0.092537,-0.123482,-0.048179,0.045496,-0.100082,0.078732,0.001927,0.009558,0.006662,0.158755,0.091565,-0.043845,-0.083845,-0.239379,0.129431,0.246383,-0.078137,-0.006011,0.231342,0.137718,-0.107587,-0.244691,-0.010316,-0.231544,0.068106,-0.27084,-0.030655,0.108693,0.099193,0.083549,-0.003508,0.130961,-0.039334,-0.077069,0.055769,1.0,0.185164,0.148218,0.154883,0.286236,0.246014,-0.188269,0.057951,0.093062,0.047736,-0.095225,0.011426,-0.287633,-0.075281,0.004403,-0.153336,-0.111055,0.046015,0.007805,0.138952,-0.026374,0.132366,-0.150814,-0.179269,-0.250846,0.131305,-0.27287,0.166324,-0.178456,0.216531,0.024279,0.2211,0.11368,-0.116457,0.098985,0.031188,0.048476,0.034921
Mr. Rushworth,-0.331454,-0.054631,-0.012771,-0.362065,-0.299645,-0.403679,0.169755,0.17075,0.434383,0.224201,-0.169193,-0.020984,-0.187074,-0.524231,0.111373,0.38,-0.415407,-0.135306,-0.274274,0.285632,-0.018551,-0.156708,-0.10434,0.461531,0.296326,-0.032875,0.00764,-0.135057,-0.100268,0.136208,0.031619,-0.325173,-0.080388,0.4067,0.051198,0.047872,0.29873,0.044954,0.254798,-0.03282,0.140345,-0.201388,0.071664,-0.334238,0.275933,0.168088,0.126635,0.083935,-0.030682,0.100793,-0.331831,-0.325944,0.048311,-0.322599,0.405567,-0.368939,0.153087,0.62162,-0.029547,-0.104339,-0.104801,0.115625,0.046569,0.014153,-0.044233,0.185164,1.0,0.202412,-0.169539,0.060447,0.376937,-0.241318,-0.015615,0.319624,0.234615,-0.068882,-0.127427,-0.365509,0.140595,0.391454,-0.102441,-0.347529,0.078475,-0.000981,0.518723,-0.140865,0.244821,-0.145822,-0.301395,-0.225917,-0.009585,-0.457363,0.072427,-0.205628,0.508437,-0.056549,0.189433,0.136175,-0.347056,0.333195,0.172525,-0.194049,0.323926
Mr. Shepherd,0.135762,0.106626,0.346976,-7.5e-05,-0.048764,0.020143,0.276789,-0.183392,-0.182334,-0.270156,0.06696,-0.167769,-0.006183,-0.042409,-0.098658,-0.064123,-0.022738,-0.251206,-0.026401,-0.198889,0.180461,0.01984,-0.186189,-0.146991,-0.113231,0.037959,-0.080952,-0.159122,-0.00081,-0.064214,-0.064114,-0.031973,0.191922,0.022272,-0.198006,0.009926,-0.209646,-0.081058,-0.117315,0.162451,0.143261,-0.018454,-0.106942,-0.016773,-0.115974,-0.069521,-0.144745,-0.14023,-0.009697,0.360286,0.024868,-0.101526,-0.264209,-0.243551,-0.061797,-0.077054,0.027947,0.018694,0.141665,0.03194,-0.06147,-0.053458,-0.141028,-0.114322,-0.11575,0.148218,0.202412,1.0,0.096174,0.120533,0.069119,-0.343289,0.097452,-0.097583,0.464528,0.064107,0.025219,-0.049142,-0.068547,-0.036694,-0.196395,-0.033993,-0.042098,0.069186,0.052176,-0.031779,0.01548,0.064162,0.212338,-0.231589,0.032179,-0.171208,0.107967,-0.17726,0.115972,0.386548,0.002875,0.140269,-0.063772,0.010504,-0.048084,0.271259,0.046954
Mr. Weston,0.099835,0.264474,0.103696,0.350244,-0.0359,0.124783,-0.004998,-0.221839,-0.161825,-0.253692,-0.029897,-0.134843,0.139732,0.139018,-0.070051,-0.200613,0.103671,-0.052959,0.048583,-0.184561,0.035376,0.48008,-0.093508,-0.189369,-0.205133,0.347382,-0.061108,-0.132123,0.39478,-0.093407,-0.002024,0.237015,0.034762,-0.100665,-0.183076,0.086104,-0.165151,-0.110091,-0.171112,0.423411,-0.075121,0.189483,0.076811,0.080643,-0.141877,0.055459,-0.067898,-0.207909,0.039218,-0.006507,0.113485,0.003071,-0.172281,-0.149974,-0.16871,-0.017927,-0.137716,-0.138086,0.032904,0.261118,-0.036453,-0.039605,-0.066288,-0.176588,-0.102008,0.154883,-0.169539,0.096174,1.0,0.278533,-0.081115,-0.143367,0.08066,-0.079862,-0.053109,-0.055833,0.113965,0.074203,-0.133614,-0.189497,-0.156063,0.211542,-0.012514,-0.059857,-0.117707,-0.047817,-0.053175,-0.005762,0.171048,-0.086736,0.286241,-0.019049,0.321093,0.033954,0.008322,0.064404,-0.089089,0.123144,0.178413,-0.078251,-0.084199,0.19935,-0.089949
Mr. Woodhouse,-0.009298,0.326875,0.077765,0.34854,-0.17815,-0.095637,0.025221,0.002748,-0.190626,-0.081303,-0.144657,-0.047238,-0.003203,-0.100178,-0.255689,-0.20621,0.026902,-0.283885,-0.034763,-0.19212,0.121578,0.501536,-0.040409,-0.176158,-0.074995,0.5041,-0.124266,-0.089292,0.363997,-0.154673,-0.029328,0.331804,0.084963,-0.106693,-0.275482,0.18002,-0.163758,-0.097616,0.005063,0.481529,0.050914,0.139475,-0.280102,0.018411,-0.102853,-0.044502,-0.076449,-0.14895,-0.049712,0.159248,0.042855,-0.051599,-0.100716,-0.235838,-0.09444,-0.127676,0.07058,-0.123173,0.002325,0.533258,-0.135228,-0.03587,-0.232417,0.08841,-0.205936,0.286236,0.060447,0.120533,0.278533,1.0,-0.021181,-0.221123,0.227357,0.0089,0.149177,-0.107363,-0.020854,0.042402,0.027984,0.067874,-0.18312,-0.022725,0.09995,-0.036293,-0.001828,0.034316,0.012034,-0.155451,0.035249,-0.142536,0.440416,-0.128024,0.277536,-0.127542,-0.05861,0.181567,-0.075452,0.111613,0.064242,0.038985,0.075304,0.044145,-0.007082
Mr. Yates,-0.105774,-0.010281,-0.102238,-0.217019,-0.212669,-0.296393,0.100675,0.034029,0.218632,0.006067,-0.0801,-0.056449,-0.029608,-0.272801,0.02246,0.276589,-0.214924,-0.044018,-0.22489,0.026637,-0.058283,-0.218852,-0.146172,0.282583,0.046094,-0.035506,-0.064444,-0.047307,-0.174346,-0.026895,0.031264,-0.274417,-0.034175,0.307411,0.055513,0.034054,0.107709,0.008804,-0.05029,-0.079353,0.095042,-0.058225,0.046313,-0.316248,0.443295,0.143902,0.184974,0.000717,0.099407,0.069411,-0.13317,-0.248525,0.02697,-0.143585,0.353603,-0.250061,0.094825,0.524948,-0.034566,-0.161535,-0.005634,-0.044681,0.012633,-0.112602,0.06089,0.246014,0.376937,0.069119,-0.081115,-0.021181,1.0,-0.15145,0.055794,0.110802,0.033664,-0.157165,-0.192906,-0.277349,-0.089991,0.085421,-0.026961,-0.205659,0.020037,-0.016625,0.281772,-0.05643,0.177521,-0.101095,-0.20538,-0.220361,-0.012687,-0.22573,0.016954,-0.049179,0.334542,0.029187,0.135699,-0.015516,-0.25295,0.430321,-0.053075,-0.096164,0.098466
Mrs. Allen,0.267853,0.031628,-0.28032,0.229527,0.19656,0.219649,-0.244319,0.089023,0.174794,0.061221,-0.022853,0.199834,0.009033,0.279641,-0.094227,-0.156692,0.072451,0.501574,-0.081201,-0.067763,-0.067686,-0.168094,-0.049382,0.043776,-0.068318,-0.251049,-0.034281,0.462845,-0.08817,0.064,-0.013978,0.074548,-0.35025,0.012544,0.24801,-0.165208,0.069563,0.289765,-0.242894,-0.186962,-0.275612,0.259201,0.105239,-0.051401,-0.016495,-0.181746,-0.032734,0.243951,-0.193877,-0.45672,0.255885,0.033356,0.185953,0.293436,0.005008,0.223432,-0.157353,-0.014129,-0.153185,-0.193103,0.248303,-0.189311,-0.102856,0.090871,0.102635,-0.188269,-0.241318,-0.343289,-0.143367,-0.221123,-0.15145,1.0,-0.215863,-0.023911,-0.127259,0.194411,-0.131572,0.059034,-0.086661,-0.070569,0.294034,0.048436,0.003084,0.172671,0.014357,-0.079053,-0.027215,0.080953,0.127768,0.489418,-0.291455,0.301968,-0.416858,0.339367,-0.270023,-0.118243,-0.005732,-0.288961,0.225274,-0.206967,-0.054419,-0.213569,-0.228245
Mrs. Bates,0.10933,0.208073,-0.044903,0.139204,0.006405,-0.059914,-0.050838,-0.098543,-0.203328,-0.130436,-0.004008,-0.128422,0.093146,0.088406,-0.158713,-0.081477,0.158267,-0.18296,0.043982,-0.181437,-0.108854,0.19585,-0.080631,-0.194704,-0.140237,0.25046,-0.063,-0.022508,0.115573,-0.122311,-0.068098,0.194865,0.104219,-0.217323,-0.127925,0.02568,-0.193333,-0.045127,-0.096816,0.236283,0.099586,-0.031588,-0.127306,0.076202,0.049029,0.01661,-0.136375,-0.06007,0.065824,0.148693,0.125063,0.042678,-0.042313,-0.084294,-0.068408,0.012941,-0.005474,-0.055509,-0.004481,0.216431,-0.045474,-0.000504,-0.099463,-0.019266,-0.012458,0.057951,-0.015615,0.097452,0.08066,0.227357,0.055794,-0.215863,1.0,-0.147636,-0.029582,-0.151599,-0.018204,0.053432,-0.043463,-0.016238,-0.062965,0.026071,-0.024934,-0.083826,-0.060106,0.048266,-0.065476,-0.013131,0.042148,-0.148684,0.226513,0.018095,0.119328,-0.079091,-0.117946,0.113548,-0.167454,-0.048806,-0.034124,0.072368,-0.109051,0.050763,-0.084519
Mrs. Bennet,-0.409053,-0.217388,-0.149877,-0.28599,-0.205197,-0.391517,-0.047598,0.381077,0.303141,0.557208,-0.246981,0.376222,-0.246374,-0.490725,0.286909,0.13013,-0.459463,-0.073707,-0.260785,0.657603,0.091917,-0.184711,0.109137,0.343113,0.499236,-0.127204,-0.041658,-0.181161,-0.120835,0.276963,0.295033,-0.362803,-0.157484,0.234357,-0.057326,0.022724,0.287376,-0.06665,0.52638,-0.070884,0.033831,-0.202152,0.017791,-0.334067,0.100274,0.325764,0.087799,0.059315,-0.052514,0.042527,-0.441967,-0.293486,0.304964,-0.274496,0.272225,-0.408426,-0.039881,0.26478,-0.018327,-0.104295,-0.03821,0.32193,0.293391,0.089806,-0.126962,0.093062,0.319624,-0.097583,-0.079862,0.0089,0.110802,-0.023911,-0.147636,1.0,0.055383,-0.003896,0.032997,-0.352115,0.396897,0.27109,-0.184867,-0.175245,0.151073,0.062138,0.280454,-0.12431,0.125146,-0.226065,-0.425692,-0.029509,-0.039124,-0.361021,0.056316,-0.179964,0.352813,-0.201871,0.176301,0.181443,-0.198063,0.182553,0.596007,-0.231433,0.212253
Mrs. Clay,0.017717,-0.073626,0.255202,-0.068403,-0.019987,-0.011251,0.239897,0.129643,-0.035926,-0.017642,-0.015377,-0.029746,-0.125388,-0.239995,-0.198,-0.099846,-0.181082,-0.256129,-0.132807,-0.081547,0.187171,-0.031686,-0.125331,-0.046733,0.052889,-0.03385,-0.024728,-0.124052,0.002386,-0.071725,-0.13314,-0.085499,0.056123,0.181164,-0.243402,0.069864,0.056474,-0.116126,-0.04721,0.08053,0.032124,0.004069,-0.140678,-0.169534,-0.172665,-0.133052,-0.094172,-0.095477,-0.172853,0.157309,-0.084218,-0.147811,-0.033174,-0.189334,-0.021641,-0.132082,0.032923,0.091005,0.107074,0.01432,-0.112295,-0.055937,-0.164025,0.038446,-0.167627,0.047736,0.234615,0.464528,-0.053109,0.149177,0.033664,-0.127259,-0.029582,0.055383,1.0,0.119063,-0.08734,-0.131052,0.02879,0.157388,-0.196989,-0.161591,0.082789,0.188563,0.124717,-0.065695,0.101842,-0.040755,0.050499,0.023342,0.056971,-0.157009,0.07719,-0.095154,0.0421,0.313197,0.098589,0.22587,-0.125926,0.072358,0.119075,0.011009,0.202704
Mrs. Croft,0.080157,0.058528,0.251715,0.055445,0.157406,0.105319,0.219122,-0.057767,-0.05668,0.0106,0.103337,0.12703,-0.104304,0.042914,-0.010907,-0.104869,-0.030497,0.099306,0.043749,-0.019136,0.052802,-0.028792,-0.122075,-0.091034,0.036652,-0.120993,0.047029,0.099196,0.070202,0.050818,0.029544,0.011717,-0.163948,0.03689,0.030218,-0.054271,-0.104541,0.070048,-0.054317,0.001695,0.015687,0.057019,-0.076679,-0.02024,-0.087168,-0.091523,-0.132169,0.138576,-0.211028,-0.084281,0.054043,0.109504,-0.124855,0.019012,-0.012954,0.156795,-0.011585,-0.104654,0.040817,-0.15473,0.115533,-0.058871,-0.139086,0.01248,-0.07378,-0.095225,-0.068882,0.064107,-0.055833,-0.107363,-0.157165,0.194411,-0.151599,-0.003896,0.119063,1.0,-0.019313,0.014064,-0.032326,0.062161,0.084913,0.011343,-0.073985,0.396876,-0.100083,-0.189549,-0.081873,0.119817,0.245243,0.154442,-0.21054,0.031146,-0.213771,0.061607,-0.16066,0.033976,-0.040471,-0.087089,0.193678,-0.164958,0.049493,0.042481,-0.101347
Mrs. Dashwood,-0.179441,-0.013336,0.053274,-0.034316,0.040177,0.007711,-0.153604,-0.078789,-0.095001,-0.037268,-0.051056,-0.074559,0.008309,0.152104,0.098069,-0.052194,0.175545,-0.066964,0.461365,0.140614,0.034131,0.102729,0.293293,-0.062932,0.051055,-0.114957,0.057312,-0.201265,0.092287,-0.033503,0.134296,0.006507,-0.074292,-0.09606,-0.074015,-0.142876,-0.070456,-0.246976,0.182552,0.023778,0.164854,-0.074278,-0.058102,0.397947,-0.082448,0.041884,-0.088681,-0.147764,0.231638,0.075273,-0.09164,0.210917,-0.069271,0.1021,-0.061881,0.231953,-0.149447,-0.214409,0.060766,-0.024054,-0.144055,0.023304,0.137987,-0.02522,-0.038101,0.011426,-0.127427,0.025219,0.113965,-0.020854,-0.192906,-0.131572,-0.018204,0.032997,-0.08734,-0.019313,1.0,0.220901,0.030926,-0.017755,-0.137253,0.392106,0.037903,-0.047033,-0.13618,-0.141194,-0.122558,-0.107977,-0.025321,-0.092423,-0.031588,-0.009904,-0.062962,-0.189646,-0.005912,-0.197421,-0.016677,0.135,0.128509,0.018921,0.158797,0.064779,0.024262
Mrs. Ferrars,0.362277,0.115362,-0.074558,0.486961,0.081671,0.449626,-0.18255,-0.229961,-0.381741,-0.276948,-0.018358,-0.105931,0.265791,0.659366,-0.246655,-0.276898,0.716275,-0.029714,0.60938,-0.3549,-0.113692,0.254743,0.059693,-0.346981,-0.238904,0.160933,0.032188,0.050317,0.193652,-0.113931,-0.140537,0.450814,0.075819,-0.18741,-0.084922,-0.022852,-0.259154,-0.13475,-0.201991,0.194923,0.039086,0.257166,-0.200449,0.639969,-0.307081,-0.360047,-0.014626,-0.0945,0.030665,-0.133848,0.299294,0.601854,-0.194186,0.225628,-0.256858,0.59911,0.004775,-0.35819,-0.148322,0.132973,-0.004458,-0.241466,-0.244264,-0.037461,-0.120592,-0.287633,-0.365509,-0.049142,0.074203,0.042402,-0.277349,0.059034,0.053432,-0.352115,-0.131052,0.014064,0.220901,1.0,-0.184953,-0.176085,0.066174,0.540177,-0.120364,-0.135909,-0.394366,0.006942,-0.3271,0.079866,0.336509,0.062259,-0.003203,0.366094,-0.155877,0.146512,-0.351246,0.057475,-0.197395,-0.173248,0.409369,-0.175405,-0.247605,0.069567,-0.170056
Mrs. Gardiner,-0.298266,-0.166584,-0.041365,-0.176963,-0.104773,-0.150611,-0.032247,0.255115,0.098985,0.421004,-0.198996,0.317373,-0.211075,-0.265447,0.129283,0.028852,-0.208974,-0.078467,-0.109652,0.500157,-0.051146,-0.032778,0.029811,0.068675,0.337135,-0.000121,-0.079086,-0.032153,-0.036566,0.359214,0.128932,-0.111846,-0.014682,0.040038,-0.005528,0.038035,0.071596,-0.033103,0.541566,-0.059265,0.014185,-0.093361,-0.118782,-0.104302,-0.087863,0.079373,-0.048238,-0.007988,-0.038159,0.116833,-0.216419,-0.10289,0.121302,-0.146285,0.03536,-0.18018,0.001281,0.038469,-0.031265,0.052806,-0.003973,0.239862,0.213307,0.231773,-0.082717,-0.075281,0.140595,-0.068547,-0.133614,0.027984,-0.089991,-0.086661,-0.043463,0.396897,0.02879,-0.032326,0.030926,-0.184953,1.0,0.223595,-0.16637,-0.137451,0.064637,0.010383,0.090485,-0.021696,-0.056537,-0.095792,-0.238983,0.025449,-0.016381,-0.196879,0.014695,-0.106386,0.132408,-0.045109,0.083638,0.054824,-0.125026,-0.011902,0.362186,-0.085455,0.090953
Mrs. Grant,-0.240235,-0.060311,-0.062034,-0.164326,-0.098789,-0.269474,0.031186,0.231017,0.253068,0.292584,-0.144104,0.203564,-0.27659,-0.38241,-0.037014,0.228133,-0.247435,-0.182508,-0.137894,0.279386,-0.01921,-0.020251,-0.052186,0.3362,0.244933,-0.051286,0.125592,-0.045043,0.061412,0.115689,-0.01316,-0.103465,-0.094685,0.313615,-0.026165,-0.007626,0.259107,-0.071748,0.323382,-0.039424,0.085932,-0.118,-0.075583,-0.235551,0.105419,0.081383,0.085191,0.084275,-0.206597,0.016469,-0.298539,-0.149266,0.165305,-0.185615,0.252435,-0.199499,0.080797,0.371489,-0.077463,-0.00541,-0.041056,0.125702,-0.024037,0.198547,-0.186205,0.004403,0.391454,-0.036694,-0.189497,0.067874,0.085421,-0.070569,-0.016238,0.27109,0.157388,0.062161,-0.017755,-0.176085,0.223595,1.0,-0.181138,-0.229724,0.163208,0.10453,0.351605,-0.188076,0.10307,-0.178801,-0.209412,-0.029779,0.006539,-0.244581,0.020949,-0.121937,0.284918,-0.070063,0.134765,0.129689,-0.175622,0.231566,0.259194,-0.258856,0.437537
Mrs. Hurst,0.307364,0.061248,-0.183774,0.114689,0.061302,0.161226,-0.124111,-0.027519,0.012722,-0.04639,0.046808,-0.035366,0.065536,0.276654,0.079506,-0.084824,0.11399,0.347212,0.015832,-0.059553,-0.055127,-0.116514,-0.039754,-0.072351,-0.019795,-0.150652,-0.076937,0.258335,-0.039938,0.170943,-0.071509,0.097685,-0.210614,-0.130702,0.311285,-0.112244,-0.048282,0.178472,-0.206509,-0.188845,-0.173865,0.18361,0.115041,0.172231,0.099206,-0.149483,0.008796,0.142638,-0.057993,-0.304291,0.321137,0.119845,-0.030696,0.186843,-0.054448,0.240621,0.045146,-0.083177,-0.175419,-0.184754,0.08151,-0.182595,0.086766,-0.077969,0.249137,-0.153336,-0.102441,-0.196395,-0.156063,-0.18312,-0.026961,0.294034,-0.062965,-0.184867,-0.196989,0.084913,-0.137253,0.066174,-0.16637,-0.181138,1.0,0.024896,-0.10525,-0.015683,-0.221668,-0.033598,-0.07235,0.074235,0.098594,0.103292,-0.25224,0.157102,-0.257579,0.235978,-0.328137,-0.143953,-0.136716,-0.373537,0.158383,-0.227434,-0.241122,-0.137656,-0.30959
Mrs. Jennings,0.194107,0.139725,-0.018535,0.359895,0.051937,0.245393,-0.132154,-0.254874,-0.247624,-0.309652,-0.050222,-0.111146,0.258871,0.537631,-0.157368,-0.240317,0.55396,0.074529,0.681991,-0.240185,-0.032366,0.236089,0.207814,-0.214991,-0.282159,0.049865,-0.151118,-0.028754,0.151878,-0.177227,0.036207,0.268001,-0.095003,-0.185572,-0.100112,0.022817,-0.255992,-0.173719,-0.172951,0.233224,0.161776,0.232292,-0.107966,0.62316,-0.206183,-0.166633,-0.013019,-0.015029,0.165195,-0.117689,0.260847,0.501994,-0.091411,0.13109,-0.224513,0.483472,-0.141036,-0.33535,-0.08407,0.069839,-0.059555,-0.172891,-0.026537,-0.074561,-0.045475,-0.111055,-0.347529,-0.033993,0.211542,-0.022725,-0.205659,0.048436,0.026071,-0.175245,-0.161591,0.011343,0.392106,0.540177,-0.137451,-0.229724,0.024896,1.0,-0.151711,-0.048204,-0.247807,-0.021653,-0.176438,-0.106252,0.22922,-0.033058,0.034044,0.22311,-0.144853,0.204023,-0.247951,-0.044983,-0.193779,-0.081993,0.470826,-0.193023,-0.106637,0.13559,-0.172542
Mrs. Morland,-0.247633,-0.13913,-0.014956,-0.114404,-0.086819,-0.137742,-0.007943,0.098212,0.214499,0.090743,-0.105453,0.004848,-0.215418,-0.240546,-0.084145,0.061727,-0.21319,-0.104679,-0.172911,0.105666,0.049748,-0.0251,0.038087,0.085641,0.176687,-0.0513,0.199957,-0.172494,-0.005007,-0.057203,-0.002897,-0.078146,0.049058,0.037593,0.074847,0.034858,0.295635,-0.027255,0.216332,0.014548,-0.011311,-0.101448,0.0838,-0.152114,-0.040037,-0.026135,0.092229,-0.122615,-0.07587,0.064411,-0.160392,-0.117234,0.032788,-0.144878,0.061396,-0.216381,0.041673,0.003137,-0.021974,0.077368,-0.078549,0.049325,-0.025407,0.032486,-0.140559,0.046015,0.078475,-0.042098,-0.012514,0.09995,0.020037,0.003084,-0.024934,0.151073,0.082789,-0.073985,0.037903,-0.120364,0.064637,0.163208,-0.10525,-0.151711,1.0,0.061514,0.089511,-0.071916,0.071979,-0.129724,-0.139458,-0.023251,0.051281,-0.194225,0.08276,-0.25814,0.147503,-0.109174,0.037139,0.289653,-0.153932,0.116305,0.225144,-0.13134,0.227915
Mrs. Musgrove,-0.017331,0.036089,0.15989,-0.092541,0.134554,0.033847,0.30765,-0.073159,0.012023,0.031803,0.095257,0.018343,-0.14468,-0.104821,-0.139449,-0.104012,-0.148244,0.03574,-0.097342,-0.00578,0.109073,-0.106337,-0.04757,0.03394,-0.052455,-0.212649,-0.099534,-0.008203,-0.013109,-0.030568,0.052007,-0.094882,0.026266,0.038617,-0.017793,-0.005719,-0.037136,0.005865,-0.054403,-0.089779,0.0988,0.046198,-0.039107,-0.187884,-0.071048,-0.060194,-0.068944,0.047439,-0.128773,-0.066897,0.032627,-0.047626,0.061546,-0.009863,0.028791,-0.042909,-0.070739,0.006633,0.057699,-0.191135,0.046723,-0.040759,-0.036776,0.017056,0.047663,0.007805,-0.000981,0.069186,-0.059857,-0.036293,-0.016625,0.172671,-0.083826,0.062138,0.188563,0.396876,-0.047033,-0.135909,0.010383,0.10453,-0.015683,-0.048204,0.061514,1.0,0.099893,-0.119084,0.11021,-0.007402,0.076036,0.086092,-0.11005,-0.061341,-0.130828,0.047726,-0.042609,-0.035564,-0.014826,-0.031769,0.069423,-0.07953,0.052319,-0.027884,0.00877
Mrs. Norris,-0.335343,-0.084643,-0.029722,-0.292135,-0.172849,-0.407517,0.122613,0.14589,0.399766,0.154821,-0.156418,0.044565,-0.166853,-0.505609,-0.006467,0.424907,-0.370676,-0.048607,-0.299748,0.159763,-0.020217,-0.269321,-0.071155,0.645611,0.093495,-0.152467,-0.035202,0.067273,-0.251869,-0.003179,0.101909,-0.381808,-0.098486,0.377767,-0.053178,-0.005876,0.218997,0.019672,0.100034,-0.097752,0.154011,-0.142916,-0.011497,-0.437181,0.202934,0.198952,0.250943,0.118162,0.005189,0.054976,-0.274011,-0.344576,0.165484,-0.302118,0.3978,-0.392231,0.023153,0.579962,-0.018126,-0.087167,-0.0629,0.103783,-0.039863,0.053752,-0.103561,0.138952,0.518723,0.052176,-0.117707,-0.001828,0.281772,0.014357,-0.060106,0.280454,0.124717,-0.100083,-0.13618,-0.394366,0.090485,0.351605,-0.221668,-0.247807,0.089511,0.099893,1.0,-0.138544,0.419024,-0.078332,-0.237516,-0.074324,0.010922,-0.343179,-0.05375,-0.212943,0.642168,-0.096274,0.127374,0.24301,-0.258085,0.287387,0.236702,-0.178424,0.464943
Mrs. Phillips,-0.00741,-0.134559,-0.133585,-0.028906,-0.075443,-0.017584,-0.051423,-0.077343,-0.214845,-0.135104,-0.012457,-0.101605,0.081713,0.010559,-0.019228,-0.042506,0.047645,-0.110822,-0.106555,-0.186943,-0.09127,-0.079555,0.085361,-0.18502,-0.169995,0.105932,-0.086453,-0.072632,-0.187259,-0.213552,-0.062531,-0.058809,0.19435,-0.162509,-0.051822,0.040473,-0.103878,0.012586,-0.038643,-0.053817,-0.044701,-0.116572,0.021234,-0.037773,0.006048,0.026185,0.025316,-0.119862,0.108083,0.04296,-0.016232,-0.03482,0.18835,0.118072,-0.140616,-0.118025,0.049461,-0.152837,-0.053484,0.158717,-0.072708,-0.053546,0.028057,-0.07922,0.025017,-0.026374,-0.140865,-0.031779,-0.047817,0.034316,-0.05643,-0.079053,0.048266,-0.12431,-0.065695,-0.189549,-0.141194,0.006942,-0.021696,-0.188076,-0.033598,-0.021653,-0.071916,-0.119084,-0.138544,1.0,0.023736,0.031867,-0.073081,0.001957,0.128935,0.110486,0.15579,0.023531,-0.10757,0.071728,-0.067268,-0.084409,-0.069767,-0.007925,-0.108391,0.006838,-0.121973
